total_budget,sigma,n_per_coordinate,query_price,query_cost,planning_cost,pilot_cost,remaining_budget,trial,task,offset,state_error,state_radius,coverage,full_static_lower,candidate_upper,accepted,false_accept,candidate_risk,fallback_risk,selected_risk,full_static_numeric,net_gain
4.0,0.2,64,0.0001,0.0128,0.02,0.0328,3.9672,89,8,0.06,0.02926683573865972,0.0965490098263478,1,0.0,0.010229629062773792,0,0,0.0013222977044692844,0.0006920844572081044,0.0006920844572081044,0.0005300886374268776,0.7659305622398684
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,0,0,-0.06,0.03503562939868261,0.0965490098263478,1,0.0,0.0046081569302659844,0,0,0.001378746778116755,0.0008530020743965909,0.0008530020743965909,0.0005300886374268787,0.6214388608631
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,1,1,-0.045,0.029387357985108577,0.0965490098263478,1,0.0,0.00540609524940374,0,0,0.0009293391147873333,0.0006760348632822386,0.0006760348632822386,0.0005349712302114809,0.7913367479513185
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,2,2,-0.03,0.04954845977333817,0.0965490098263478,1,0.0,0.004196667784052722,0,0,0.0006555783313172557,0.001080977091079898,0.001080977091079898,0.000538471679042777,0.49813421901924193
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,3,3,-0.015,0.027488483631904106,0.0965490098263478,1,0.0,0.0034971008665025016,0,0,0.00044686495586338735,0.0007638534101503819,0.0007638534101503819,0.000540577093549485,0.7076974277604654
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,4,4,0.0,0.044907030611323936,0.0965490098263478,1,0.0,0.005369532269593058,0,0,0.0003698743576843343,0.0009013572750539639,0.0009013572750539639,0.0005412797551389132,0.6005163214625489
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,5,5,0.015,0.030250210305729767,0.0965490098263478,1,0.0,0.00616019734636946,0,0,0.0004246758231217499,0.0008191493557913022,0.0008191493557913022,0.0005405770935494873,0.6599249449781808
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,6,6,0.03,0.02956042741315684,0.0965490098263478,1,0.0,0.003176386451079717,0,0,0.0006112200345557287,0.0008083644951119128,0.0008083644951119128,0.0005384716790427769,0.666124851225967
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,7,7,0.045,0.021977031242354565,0.0965490098263478,1,0.0,0.006411010549655762,0,0,0.0009293391147873333,0.0006662871891622761,0.0006662871891622761,0.0005349712302114757,0.802913876948611
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,8,8,0.06,0.02583703824280888,0.0965490098263478,1,0.0,0.00529319000977269,0,0,0.0013787467781167571,0.0007610537948733374,0.0007610537948733374,0.0005300886374268776,0.6965192749812128
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,9,0,-0.06,0.021515074135592605,0.0965490098263478,1,0.0,0.0075866987528226395,0,0,0.001378746778116755,0.0006621319732424047,0.0006621319732424047,0.0005300886374268787,0.8005785233887425
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,10,1,-0.045,0.03300901128143912,0.0965490098263478,1,0.0,0.006515582597659624,0,0,0.0009293391147873333,0.0006747207331720448,0.0006747207331720448,0.0005349712302114809,0.7928780070184539
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,11,2,-0.03,0.014829929265321088,0.0965490098263478,1,0.0,0.005634072970966833,0,0,0.0006112200345557277,0.0006836060736621942,0.0006836060736621942,0.000538471679042777,0.7876929415768535
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,12,3,-0.015,0.03497886979338724,0.0965490098263478,1,0.0,0.0031573997377767372,0,0,0.00042467582312175094,0.0007049677419783963,0.0007049677419783963,0.000540577093549485,0.766811105473321
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,13,4,0.0,0.022833044388041783,0.0965490098263478,1,0.0,0.004202813355991175,0,0,0.00036987435768433486,0.0007393637064801573,0.0007393637064801573,0.0005412797551389132,0.7320886194370426
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,14,5,0.015,0.0285755944063185,0.0965490098263478,1,0.0,0.003576426134512288,0,0,0.00044686495586338757,0.0007638534101503813,0.0007638534101503813,0.0005405770935494873,0.7076974277604688
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,15,6,0.03,0.03527418657499528,0.0965490098263478,1,0.0,0.007586162526058524,0,0,0.0006112200345557287,0.000838620593373992,0.000838620593373992,0.0005384716790427769,0.6420921252080911
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,16,7,0.045,0.04080590200912649,0.0965490098263478,1,0.0,0.009978547202196897,0,0,0.0009293391147873333,0.0009535336188842182,0.0009535336188842182,0.0005349712302114757,0.561040764181419
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,17,8,0.06,0.019364657112701845,0.0965490098263478,1,0.0,0.005789655756214298,0,0,0.0013787467781167571,0.0007200322280947125,0.0007200322280947125,0.0005300886374268776,0.7362012653649583
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,18,0,-0.06,0.029316441673998713,0.0965490098263478,1,0.0,0.008637010560645544,0,0,0.001378746778116755,0.000697300267021389,0.000697300267021389,0.0005300886374268787,0.760201397442773
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,19,1,-0.045,0.04723819842270298,0.0965490098263478,1,0.0,0.00868894124842583,0,0,0.0009293391147873333,0.0007647997896923398,0.0007647997896923398,0.0005349712302114809,0.699491863650599
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,20,2,-0.03,0.04765710751630035,0.0965490098263478,1,0.0,0.003730802231269776,0,0,0.0006555783313172557,0.0009389424032874767,0.0009389424032874767,0.000538471679042777,0.5734874441259127
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,21,3,-0.015,0.029502927040717167,0.0965490098263478,1,0.0,0.003153665049544745,0,0,0.00042467582312175094,0.0007049677419783963,0.0007049677419783963,0.000540577093549485,0.766811105473321
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,22,4,0.0,0.023581508932129305,0.0965490098263478,1,0.0,0.003712387942017171,0,0,0.0003698743576843343,0.0006915361664493188,0.0006915361664493188,0.0005412797551389132,0.7827208198207554
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,23,5,0.015,0.030357499552372234,0.0965490098263478,1,0.0,0.003441492477475412,0,0,0.00044686495586338757,0.0007496815152252821,0.0007496815152252821,0.0005405770935494873,0.7210756602249181
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,24,6,0.03,0.02154443609401798,0.0965490098263478,1,0.0,0.00659999382254735,0,0,0.0006112200345557287,0.0007393437282624203,0.0007393437282624203,0.0005384716790427769,0.7283103358545749
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,25,7,0.045,0.0197929767738207,0.0965490098263478,1,0.0,0.004723606737602857,0,0,0.0009293391147873333,0.000715443989068161,0.000715443989068161,0.0005349712302114757,0.7477471869017388
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,26,8,0.06,0.036006073173146136,0.0965490098263478,1,0.0,0.0059802313845587,0,0,0.0013787467781167571,0.0006985754816738948,0.0006985754816738948,0.0005300886374268776,0.7588136877588423
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,27,0,-0.06,0.019919555478295544,0.0965490098263478,1,0.0,0.008493588986297972,0,0,0.001378746778116755,0.000674333953048284,0.000674333953048284,0.0005300886374268787,0.7860921655073818
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,28,1,-0.045,0.012439588446602987,0.0965490098263478,1,0.0,0.007096408497050245,0,0,0.0009293391147873333,0.0006863174198510422,0.0006863174198510422,0.0005349712302114809,0.779480769011503
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,29,2,-0.03,0.006799331066791547,0.0965490098263478,1,0.0,0.0050347424721293894,0,0,0.0006112200345557277,0.0006704235649308852,0.0006704235649308852,0.000538471679042777,0.8031813128440506
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,30,3,-0.015,0.021619782858770264,0.0965490098263478,1,0.0,0.0034232163746988607,0,0,0.00044686495586338735,0.0007496815152252821,0.0007496815152252821,0.000540577093549485,0.721075660224915
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,31,4,0.0,0.012472697444502096,0.0965490098263478,1,0.0,0.003331151002004304,0,0,0.00036987435768433486,0.0006772030863908965,0.0006772030863908965,0.0005412797551389132,0.7992871946636029
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,32,5,0.015,0.010877118887059563,0.0965490098263478,1,0.0,0.0037096966006515005,0,0,0.0004246758231217499,0.0006737312605590482,0.0006737312605590482,0.0005405770935494873,0.8023630862859586
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,33,6,0.03,0.010484189575393167,0.0965490098263478,1,0.0,0.004953058351903566,0,0,0.0006112200345557287,0.0006701123961331712,0.0006701123961331712,0.0005384716790427769,0.8035542726115554
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,34,7,0.045,0.02929507435501794,0.0965490098263478,1,0.0,0.005930122515461642,0,0,0.0009293391147873333,0.0006685719375916332,0.0006685719375916332,0.0005349712302114757,0.800170034265241
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,35,8,0.06,0.03968300401813807,0.0965490098263478,1,0.0,0.0059730622576562396,0,0,0.0013787467781167571,0.0006985754816738948,0.0006985754816738948,0.0005300886374268776,0.7588136877588423
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,36,0,-0.06,0.045719049552052665,0.0965490098263478,1,0.0,0.009226847329729606,0,0,0.001378746778116755,0.000697300267021389,0.000697300267021389,0.0005300886374268787,0.760201397442773
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,37,1,-0.045,0.04540090580583515,0.0965490098263478,1,0.0,0.006633592089877354,0,0,0.0009293391147873333,0.0006679056725292973,0.0006679056725292973,0.0005349712302114809,0.800968238801737
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,38,2,-0.03,0.03463698817291507,0.0965490098263478,1,0.0,0.0054510174989229835,0,0,0.0006112200345557277,0.000674625104197049,0.000674625104197049,0.000538471679042777,0.7981791304426415
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,39,3,-0.015,0.029369698685255137,0.0965490098263478,1,0.0,0.004833402262921474,0,0,0.00042467582312175094,0.000698939442147615,0.000698939442147615,0.000540577093549485,0.7734247932674485
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,40,4,0.0,0.02972293037319458,0.0965490098263478,1,0.0,0.004709330735081791,0,0,0.0003698743576843343,0.0007992577022753697,0.0007992577022753697,0.0005412797551389132,0.6772280749975494
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,41,5,0.015,0.009925917356310534,0.0965490098263478,1,0.0,0.0033392630386399154,0,0,0.0004246758231217499,0.0006897819924604947,0.0006897819924604947,0.0005405770935494873,0.7836926731317174
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,42,6,0.03,0.01878722262315942,0.0965490098263478,1,0.0,0.006404363985538839,0,0,0.0006112200345557287,0.000727044122249118,0.000727044122249118,0.0005384716790427769,0.7406313627527991
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,43,7,0.045,0.036251181184706625,0.0965490098263478,1,0.0,0.006527220519368878,0,0,0.0009293391147873333,0.0006747207331720453,0.0006747207331720453,0.0005349712302114757,0.7928780070184457
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,44,8,0.06,0.00701672855267185,0.0965490098263478,1,0.0,0.0077125502343256295,0,0,0.0013787467781167571,0.0006621319732424052,0.0006621319732424052,0.0005300886374268776,0.8005785233887402
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,45,0,-0.06,0.005519925737159955,0.0965490098263478,1,0.0,0.007714162250169787,0,0,0.001378746778116755,0.0006621319732424047,0.0006621319732424047,0.0005300886374268787,0.8005785233887425
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,46,1,-0.045,0.013950405415130982,0.0965490098263478,1,0.0,0.007045178772152819,0,0,0.0009293391147873333,0.0006799204873702714,0.0006799204873702714,0.0005349712302114809,0.786814399843413
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,47,2,-0.03,0.04796209755636496,0.0965490098263478,1,0.0,0.005507908399115051,0,0,0.0006112200345557277,0.000674625104197049,0.000674625104197049,0.000538471679042777,0.7981791304426415
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,48,3,-0.015,0.01315938372802452,0.0965490098263478,1,0.0,0.003226275484562444,0,0,0.00042467582312175094,0.0006967778724815985,0.0006967778724815985,0.000540577093549485,0.7758241397996768
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,49,4,0.0,0.04029926317806986,0.0965490098263478,1,0.0,0.003921542558926058,0,0,0.00036987435768433486,0.0007070715754772957,0.0007070715754772957,0.0005412797551389132,0.765523284928449
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,50,5,0.015,0.008573399236665925,0.0965490098263478,1,0.0,0.0034125733323071236,0,0,0.0004246758231217499,0.0006839796372213718,0.0006839796372213718,0.0005405770935494873,0.7903409167932993
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,51,6,0.03,0.039174145560697926,0.0965490098263478,1,0.0,0.007001474313280129,0,0,0.0006112200345557287,0.0007835063771143849,0.0007835063771143849,0.0005384716790427769,0.6872588338412016
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,52,7,0.045,0.04618683516761974,0.0965490098263478,1,0.0,0.0032349134193917373,0,0,0.0009293391147873333,0.0009568000720816597,0.0009568000720816597,0.0005349712302114757,0.5591254075133658
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,53,8,0.06,0.030604242759223604,0.0965490098263478,1,0.0,0.010476624416309888,0,0,0.0013787467781167571,0.0008117214340994472,0.0008117214340994472,0.0005300886374268776,0.6530425527262034
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,54,0,-0.06,0.02563158470701972,0.0965490098263478,1,0.0,0.0059975608887371645,0,0,0.001378746778116755,0.0007087146933077096,0.0007087146933077096,0.0005300886374268787,0.7479577359301692
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,55,1,-0.045,0.02100145192046739,0.0965490098263478,1,0.0,0.007993718648518326,0,0,0.0009293391147873333,0.0007363333576777279,0.0007363333576777279,0.0005349712302114809,0.7265340142930515
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,56,2,-0.03,0.02244790700326177,0.0965490098263478,1,0.0,0.006467459382382394,0,0,0.0006112200345557277,0.0007270441222491172,0.0007270441222491172,0.000538471679042777,0.7406313627528
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,57,3,-0.015,0.029169903772270783,0.0965490098263478,1,0.0,0.005875718119766371,0,0,0.00042467582312175094,0.0007839734652429786,0.0007839734652429786,0.000540577093549485,0.689534936468727
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,58,4,0.0,0.019277854161096567,0.0965490098263478,1,0.0,0.0033443509524057427,0,0,0.0003698743576843343,0.000677203086390895,0.000677203086390895,0.0005412797551389132,0.7992871946636046
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,59,5,0.015,0.03877233900296716,0.0965490098263478,1,0.0,0.004286293495186269,0,0,0.00044686495586338757,0.0008741386889972891,0.0008741386889972891,0.0005405770935494873,0.6184111289818036
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,60,6,0.03,0.02431071946660891,0.0965490098263478,1,0.0,0.005964067512993481,0,0,0.0006112200345557287,0.000706062881254602,0.000706062881254602,0.0005384716790427769,0.7626398346928639
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,61,7,0.045,0.02458542921823972,0.0965490098263478,1,0.0,0.004321009318687338,0,0,0.0009293391147873333,0.0007683073026792004,0.0007683073026792004,0.0005349712302114757,0.6962985101741874
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,62,8,0.06,0.028780118180952264,0.0965490098263478,1,0.0,0.00805836663854744,0,0,0.0013787467781167571,0.0006650069419824156,0.0006650069419824156,0.0005300886374268776,0.7971174494008432
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,63,0,-0.06,0.03996680767667754,0.0965490098263478,1,0.0,0.008378109275819067,0,0,0.001378746778116755,0.0006884448670746384,0.0006884448670746384,0.0005300886374268787,0.7699797947210327
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,64,1,-0.045,0.028985739170095098,0.0965490098263478,1,0.0,0.005802641684323375,0,0,0.0009293391147873333,0.0006717099966927543,0.0006717099966927543,0.0005349712302114809,0.7964318423806058
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,65,2,-0.03,0.023704931029499453,0.0965490098263478,1,0.0,0.00537833624112208,0,0,0.0006112200345557277,0.000674625104197049,0.000674625104197049,0.000538471679042777,0.7981791304426415
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,66,3,-0.015,0.03994298454093259,0.0965490098263478,1,0.0,0.006972344922093028,0,0,0.00042467582312175094,0.0009284470326143751,0.0009284470326143751,0.000540577093549485,0.58223794633421
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,67,4,0.0,0.05387569020762359,0.0965490098263478,1,0.0,0.00417389443111972,0,0,0.0003698743576843343,0.0007273995201101958,0.0007273995201101958,0.0005412797551389132,0.7441299315909821
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,68,5,0.015,0.020230197619622765,0.0965490098263478,1,0.0,0.005304064663625809,0,0,0.0004246758231217499,0.000728153677188068,0.000728153677188068,0.0005405770935494873,0.7423942369377977
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,69,6,0.03,0.031197141889478402,0.0965490098263478,1,0.0,0.0034447206405875835,0,0,0.0006112200345557287,0.0007592604533394233,0.0007592604533394233,0.0005384716790427769,0.709205486305048
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,70,7,0.045,0.006474159082402886,0.0965490098263478,1,0.0,0.005919074784507434,0,0,0.0009293391147873333,0.0006666214715628828,0.0006666214715628828,0.0005349712302114757,0.8025112496860396
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,71,8,0.06,0.0032074528886607973,0.0965490098263478,1,0.0,0.007405242853998833,0,0,0.0013787467781167571,0.0006599495406109705,0.0006599495406109705,0.0005300886374268776,0.8032260116980007
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,72,0,-0.06,0.045948643808273265,0.0965490098263478,1,0.0,0.0039700855487117695,0,0,0.001378746778116755,0.0010023692471836832,0.0010023692471836832,0.0005300886374268787,0.5288356949459968
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,73,1,-0.045,0.037996051881255516,0.0965490098263478,1,0.0,0.004346538302576206,0,0,0.0009293391147873333,0.0007683073026792001,0.0007683073026792001,0.0005349712302114809,0.6962985101741944
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,74,2,-0.03,0.03580135795769088,0.0965490098263478,1,0.0,0.006153447972100623,0,0,0.0006112200345557277,0.0006973771157220845,0.0006973771157220845,0.000538471679042777,0.7721384411721451
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,75,3,-0.015,0.03927334677187004,0.0965490098263478,1,0.0,0.003272842840586276,0,0,0.00042467582312175094,0.0006967778724815985,0.0006967778724815985,0.000540577093549485,0.7758241397996768
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,76,4,0.0,0.0014615392844166833,0.0965490098263478,1,0.0,0.0032012054306198383,0,0,0.0003698743576843343,0.0006736209107674948,0.0006736209107674948,0.0005412797551389132,0.803537637396384
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,77,5,0.015,0.021347136727492153,0.0965490098263478,1,0.0,0.003219224513421744,0,0,0.00044686495586338757,0.0007249320375639591,0.0007249320375639591,0.0005405770935494873,0.7456934795791714
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,78,6,0.03,0.018724770747326844,0.0965490098263478,1,0.0,0.0038652138719712584,0,0,0.0006112200345557287,0.000710494277921,0.000710494277921,0.0005384716790427769,0.7578832029702139
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,79,7,0.045,0.049441337203392485,0.0965490098263478,1,0.0,0.010746359142983629,0,0,0.0009293391147873333,0.001038811858158127,0.001038811858158127,0.0005349712302114757,0.5149837538050542
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,80,8,0.06,0.03301857375902669,0.0965490098263478,1,0.0,0.006315046858401346,0,0,0.0013787467781167571,0.000681833429881228,0.000681833429881228,0.0005300886374268776,0.777445948226998
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,81,0,-0.06,0.020518068051972448,0.0965490098263478,1,0.0,0.008868417303243177,0,0,0.001378746778116755,0.0007073591134943971,0.0007073591134943971,0.0005300886374268787,0.749391118760326
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,82,1,-0.045,0.011281382732251731,0.0965490098263478,1,0.0,0.005252571768972413,0,0,0.0009293391147873333,0.000688242603760495,0.000688242603760495,0.0005349712302114809,0.7773003695040772
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,83,2,-0.03,0.04059648051181383,0.0965490098263478,1,0.0,0.004748150501364646,0,0,0.0006112200345557277,0.0006730651673298555,0.0006730651673298555,0.000538471679042777,0.8000290390586845
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,84,3,-0.015,0.05597156841418455,0.0965490098263478,1,0.0,0.00375347415015843,0,0,0.00042467582312175094,0.0006759543714310035,0.0006759543714310035,0.000540577093549485,0.7997242364230545
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,85,4,0.0,0.020726835449477423,0.0965490098263478,1,0.0,0.004231366433970209,0,0,0.0003698743576843343,0.0007393637064801565,0.0007393637064801565,0.0005412797551389132,0.7320886194370434
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,86,5,0.015,0.023577574977657906,0.0965490098263478,1,0.0,0.0032991199238540884,0,0,0.00044686495586338757,0.0007367081226142856,0.0007367081226142856,0.0005405770935494873,0.7337737659674405
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,87,6,0.03,0.058929065385272865,0.0965490098263478,1,0.0,0.008330960264485815,0,0,0.0006112200345557287,0.0009820432937107549,0.0009820432937107549,0.0005384716790427769,0.5483176581839936
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,88,7,0.045,0.032097015990291446,0.0965490098263478,1,0.0,0.007559013907885497,0,0,0.0009293391147873333,0.0007239182523450826,0.0007239182523450826,0.0005349712302114757,0.7389939796081585
4.0,0.2,64,0.001,0.128,0.0,0.128,3.872,89,8,0.06,0.03003407716096758,0.0965490098263478,1,0.0,0.007819589301730013,0,0,0.0013787467781167571,0.0006650069419824156,0.0006650069419824156,0.0005300886374268776,0.7971174494008432
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,0,0,-0.06,0.03503562939868261,0.0965490098263478,1,0.0,0.004619903979668263,0,0,0.001392034598131206,0.0008773619159844746,0.0008773619159844746,0.0005300886374268787,0.604184690227948
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,1,1,-0.045,0.029387357985108577,0.0965490098263478,1,0.0,0.005416803901221786,0,0,0.0009430772696608711,0.0006993142415120034,0.0006993142415120034,0.0005349712302114809,0.764994044815686
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,2,2,-0.03,0.04954845977333817,0.0965490098263478,1,0.0,0.004208473882319208,0,0,0.0006715783384246124,0.001106671250959024,0.001106671250959024,0.000538471679042777,0.48656877873726806
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,3,3,-0.015,0.027488483631904106,0.0965490098263478,1,0.0,0.003509365966372459,0,0,0.0004624125925973189,0.0007877573145746009,0.0007877573145746009,0.000540577093549485,0.6862228805090862
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,4,4,0.0,0.044907030611323936,0.0965490098263478,1,0.0,0.005380292730362848,0,0,0.0003849692165753439,0.0009259241671207244,0.0009259241671207244,0.0005412797551389132,0.5845832459715242
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,5,5,0.015,0.030250210305729767,0.0965490098263478,1,0.0,0.0061713637175436105,0,0,0.0004393179041698378,0.000843187109323452,0.000843187109323452,0.0005405770935494873,0.6411116673536792
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,6,6,0.03,0.02956042741315684,0.0965490098263478,1,0.0,0.0031952501079301576,0,0,0.0006254097452303915,0.0008325313402773599,0.0008325313402773599,0.0005384716790427769,0.6467884786936474
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,7,7,0.045,0.021977031242354565,0.0965490098263478,1,0.0,0.006422674464306251,0,0,0.0009430772696608702,0.0006894384236914228,0.0006894384236914228,0.0005349712302114757,0.7759521544318755
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,8,8,0.06,0.02583703824280888,0.0965490098263478,1,0.0,0.00530457202772658,0,0,0.0013920345981312092,0.000784831891704407,0.000784831891704407,0.0005300886374268776,0.6754167905635085
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,9,0,-0.06,0.021515074135592605,0.0965490098263478,1,0.0,0.007596863545544734,0,0,0.001392034598131206,0.0006850888431111484,0.0006850888431111484,0.0005300886374268787,0.7737516714177134
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,10,1,-0.045,0.03300901128143912,0.0965490098263478,1,0.0,0.006525799864680511,0,0,0.0009430772696608711,0.0006978686024414666,0.0006978686024414666,0.0005349712302114809,0.7665787346499104
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,11,2,-0.03,0.014829929265321088,0.0965490098263478,1,0.0,0.005645766824990052,0,0,0.0006254097452303908,0.0007069154529203087,0.0007069154529203087,0.000538471679042777,0.7617200569294663
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,12,3,-0.015,0.03497886979338724,0.0965490098263478,1,0.0,0.003175465806305096,0,0,0.0004393179041698379,0.0007285396725955639,0.0007285396725955639,0.000540577093549485,0.742000901095165
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,13,4,0.0,0.022833044388041783,0.0965490098263478,1,0.0,0.004214491149457196,0,0,0.00038496921657534417,0.0007630962436864493,0.0007630962436864493,0.0005412797551389132,0.7093204292607174
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,14,5,0.015,0.0285755944063185,0.0965490098263478,1,0.0,0.00358855999996998,0,0,0.0004624125925973188,0.0007877573145746012,0.0007877573145746012,0.0005405770935494873,0.6862228805090889
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,15,6,0.03,0.03527418657499528,0.0965490098263478,1,0.0,0.007596510606930564,0,0,0.0006254097452303915,0.0008625950532390313,0.0008625950532390313,0.0005384716790427769,0.6242461941102304
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,16,7,0.045,0.04080590200912649,0.0965490098263478,1,0.0,0.00998871568010896,0,0,0.0009430772696608702,0.0009777979260411766,0.0009777979260411766,0.0005349712302114757,0.5471183932424779
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,17,8,0.06,0.019364657112701845,0.0965490098263478,1,0.0,0.005800888624625742,0,0,0.0013920345981312092,0.0007435355228362658,0.0007435355228362658,0.0005300886374268776,0.7129298078521106
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,18,0,-0.06,0.029316441673998713,0.0965490098263478,1,0.0,0.008646774900908894,0,0,0.001392034598131206,0.0007203115644443959,0.0007203115644443959,0.0005300886374268787,0.7359157669997378
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,19,1,-0.045,0.04723819842270298,0.0965490098263478,1,0.0,0.008700354282599555,0,0,0.0009430772696608711,0.0008043872646896329,0.0008043872646896329,0.0005349712302114809,0.6650667578854518
4.0,0.2,64,0.001,0.128,0.02,0.148,3.852,20,2,-0.03,0.04765710751630035,0.0965490098263478,1,0.0,0.0037438416919161727,0,0,0.0006715783384246124,0.0009638497524474586,0.0009638497524474586,0.000538471679042777,0.5586676529982614
