sigma,budget,preparation_gain,global_gain_ceiling
0.001,11.158333333333333,0.3754478462593887,1.0009379574661605
0.001,11.350000000000001,0.3709321561426655,1.0006716398858289
0.001,11.541666666666668,0.36656742403380077,1.0004809172869302
0.001,11.733333333333334,0.36234038577166844,1.0003443390370959
0.001,11.925,0.35824059579077444,1.0002465387914652
0.001,12.116666666666667,0.3542596441093906,1.0001765096284427
0.001,12.308333333333334,0.3503906012680532,1.0001263678399444
0.001,12.5,0.34662762431278876,1.0000904670738937
0.001,12.691666666666668,0.3429656765869078,1.0000647636134805
0.001,12.883333333333335,0.3394003279821311,1.0000463616429949
0.001,13.075000000000001,0.335927612102696,1.0000331874898896
0.001,13.266666666666667,0.3325439237138705,1.0000237562791592
0.001,13.458333333333334,0.32924594473067453,1.0000170047953854
0.001,13.65,0.32603059044851845,1.0000121717745019
0.001,13.841666666666667,0.3228949701526098,1.0000087121706778
0.001,14.033333333333335,0.31983635795851434,1.0000062357588217
0.001,14.225000000000001,0.31685217095178847,1.0000044631671028
0.001,14.416666666666668,0.31393995254970264,1.0000031943927465
0.001,14.608333333333334,0.3110973596161193,1.0000022862578222
0.001,14.8,0.30832215228472903,1.000001636267151
0.001,14.991666666666667,0.30561218575184257,1.0000011710507053
0.001,15.183333333333334,0.30296540351186685,1.0000008380887644
0.001,15.375000000000002,0.300379831660709,1.000000599787625
0.001,15.566666666666668,0.29785357399883244,1.0000004292382993
0.001,15.758333333333335,0.2953848077428263,1.000000307180198
0.001,15.950000000000001,0.2929717797065762,1.0000002198275109
0.001,16.141666666666666,0.29061280285323227,1.00000015731322
0.001,16.333333333333336,0.2883062531440907,1.0000001125752749
0.001,16.525,0.28605056663235995,1.0000000805592992
0.001,16.71666666666667,0.28384423676097825,1.0000000576478947
0.001,16.908333333333335,0.28168581183551383,1.0000000412521475
0.001,17.1,0.27957389265004884,1.0000000295192442
0.001,17.291666666666668,0.27750713024737017,1.0000000211231979
0.001,17.483333333333334,0.2754842238006822,1.0000000151150668
0.001,17.675,0.27350391860516443,1.0000000108157496
0.001,17.866666666666667,0.2715650041708487,1.0000000077392617
0.001,18.058333333333334,0.26966631240889233,1.000000005537821
0.001,18.25,0.26780671590468147,1.0000000039625523
0.001,18.441666666666666,0.26598512627254833,1.0000000028353582
0.001,18.633333333333333,0.2642004925864934,1.0000000020287934
0.001,18.825000000000003,0.2624517998833142,1.00000000145166
0.001,19.01666666666667,0.2607380677335222,1.0000000010386976
0.001,19.208333333333336,0.2590583488762565,1.0000000007432088
0.001,19.400000000000002,0.2574117279155573,1.0000000005317777
0.001,19.59166666666667,0.25579732007415507,1.0000000003804932
0.001,19.783333333333335,0.25421427000175356,1.000000000272246
0.001,19.975,0.25266175063650953,1.0000000001947933
0.001,20.166666666666668,0.2511389621143214,1.000000000139375
0.001,20.358333333333334,0.24964513072698316,1.0000000000997225
0.001,20.55,0.24817950792456742,1.000000000071351
0.001,20.741666666666667,0.24674136935960198,1.000000000051051
0.001,20.933333333333334,0.24533001397357773,1.0000000000365266
0.001,21.125,0.24394476312099933,1.0000000000261342
0.001,21.316666666666666,0.24258495973096217,1.0000000000186986
0.001,21.508333333333336,0.24124996750372682,1.0000000000133786
0.001,21.700000000000003,0.23993917014090665,1.000000000009572
0.001,21.89166666666667,0.23865197060800816,1.0000000000068485
0.001,22.083333333333336,0.23738779042714697,1.0000000000049
0.001,22.275000000000002,0.23614606899925278,1.0000000000035059
0.001,22.46666666666667,0.23492626295392438,1.0000000000025084
0.001,22.658333333333335,0.23372784552600237,1.0000000000017946
0.001,22.85,0.2325503059577888,1.000000000001284
0.001,23.041666666666668,0.23139314892501656,1.0000000000009188
0.001,23.233333333333334,0.23025589398629376,1.0000000000006573
0.001,23.425,0.22913807505496456,1.0000000000004703
0.001,23.616666666666667,0.22803923989154953,1.0000000000003364
0.001,23.808333333333334,0.22695894961708862,1.0000000000002407
0.001,24.0,0.22589677824515908,1.0000000000001723
0.01,1.0,0.7852448319193961,1.339953718332072
0.01,1.1916666666666667,0.83062094913971,1.416989325228393
0.01,1.3833333333333333,0.8785840449366248,1.498190839251352
0.01,1.5750000000000002,0.9292312104055521,1.5835904091643973
0.01,1.7666666666666666,0.9826159950789501,1.6730807103266192
0.01,1.9583333333333335,1.038707779149434,1.7663186261403392
0.01,2.1500000000000004,1.0973230740051625,1.862574822545142
0.01,2.341666666666667,1.1580129242351267,1.960507025897505
0.01,2.533333333333333,1.219885811693198,2.0578363951504888
0.01,2.725,1.2813456941767667,2.150925609870353
0.01,2.916666666666667,1.339742142949123,2.2343163510135375
0.01,3.1083333333333334,1.3909876912469912,2.300411726597282
0.01,3.3000000000000003,1.4293268981239877,2.339690576865226
0.01,3.4916666666666667,1.4476382672139154,2.342010570246175
0.01,3.6833333333333336,1.4387694964418989,2.299381275716455
0.01,3.875,1.3980797854671816,2.209681412092205
0.01,4.066666666666666,1.326303849350589,2.0793936608082153
0.01,4.258333333333334,1.2307354700348005,1.923011193941223
0.01,4.45,1.1232474644955301,1.7587025059938515
0.01,4.6416666666666675,1.0161237802507412,1.6027217828786797
0.01,4.833333333333334,0.9184474533310646,1.4657496676511903
0.01,5.025,0.834831541586047,1.352325210997731
0.01,5.216666666666667,0.7661705342773574,1.2623571376486287
0.01,5.408333333333333,0.7111339254181102,1.1931608936918126
0.01,5.6000000000000005,0.6674660533589581,1.1410816137034172
0.01,5.791666666666667,0.6327946461228549,1.1024700789419262
0.01,5.983333333333333,0.6050167827310478,1.074138195501435
0.01,6.175000000000001,0.5824231040111968,1.0534960501477526
0.01,6.366666666666667,0.5636914552583548,1.0385293337924215
0.01,6.558333333333334,0.547829327695678,1.0277136869719214
0.01,6.75,0.5341051906612079,1.0199157099080354
0.01,6.941666666666667,0.5219857686383965,1.0143023984034298
0.01,7.133333333333334,0.5110846821280444,1.0102662223690808
0.01,7.325,0.5011227145784533,1.0073663790256655
0.01,7.5166666666666675,0.49189806475560205,1.005284154913569
0.01,7.708333333333334,0.4832645167850494,1.003789662202415
0.01,7.9,0.47511562200209057,1.0027173577077
0.01,8.091666666666667,0.4673733300829165,1.0019481717494494
0.01,8.283333333333335,0.4599798610771721,1.001396532571878
0.01,8.475000000000001,0.45289191419202585,1.001000979512232
0.01,8.666666666666668,0.44607655020614057,1.0007173892150625
0.01,8.858333333333334,0.4395082672755333,1.0005140958894585
0.01,9.05,0.43316692518795513,1.0003683802541314
0.01,9.241666666666667,0.4270362716516092,1.0002639454583793
0.01,9.433333333333334,0.4211028952371034,1.0001891036801118
0.01,9.625,0.4153554804612609,1.0001354739187793
0.01,9.816666666666666,0.4097842767674177,1.0000970472176856
0.01,10.008333333333335,0.40438071893241545,1.0000695158347754
0.01,10.200000000000001,0.3991371547105662,1.0000497919444968
0.01,10.391666666666667,0.3940466484702742,1.0000356623894615
0.01,10.583333333333334,0.38910283873662455,1.0000255410658088
0.01,10.775,0.38429983402706985,1.0000182913582227
0.01,10.966666666666667,0.3796321359414424,1.0000130988243714
0.01,11.158333333333333,0.3750945816987411,1.00000937991942
0.01,11.350000000000001,0.3706823005952338,1.0000067165656208
0.01,11.541666666666668,0.36639068047018375,1.0000048092535367
0.01,11.733333333333334,0.3622153414041962,1.0000034434293934
0.01,11.925,0.35815211467956726,1.000002465406792
0.01,12.116666666666667,0.3541970256007427,1.0000017651054167
0.01,12.308333333333334,0.35034627917512695,1.0000012636828175
0.01,12.5,0.34659624793914234,1.0000009046728764
0.01,12.691666666666668,0.3429434614160625,1.000000647637169
0.01,12.883333333333335,0.33938459683515765,1.0000004636169302
0.01,13.075000000000001,0.33591647084329573,1.0000003318751411
0.01,13.266666666666667,0.33253603201240434,1.0000002375629087
0.01,13.458333333333334,0.32924035399778995,1.0000001700480106
0.01,13.65,0.3260266292391919,1.0000001217177723
0.01,13.841666666666667,0.32289216312294905,1.00000008712172
0.01,14.033333333333335,0.3198343685427721,1.0000000623575946
0.01,14.225000000000001,0.31685076081045777,1.0000000446316741
0.01,14.416666666666668,0.3139389528780167,1.000000031943929
0.01,14.608333333333334,0.311096650840158,1.000000022862579
0.01,14.8,0.3083216496915783,1.0000000163626719
0.01,14.991666666666667,0.30561182931770253,1.0000000117105075
0.01,15.183333333333334,0.3029651507007025,1.0000000083808878
0.01,15.375000000000002,0.30037965232504776,1.0000000059978762
0.01,15.566666666666668,0.2978534467688053,1.0000000042923831
0.01,15.758333333333335,0.29538471746843503,1.000000003071802
0.01,15.950000000000001,0.292971715646073,1.0000000021982751
0.01,16.141666666666666,0.2906127573893526,1.0000000015731323
0.01,16.333333333333336,0.28830622087466856,1.0000000011257526
0.01,16.525,0.2860505437255523,1.0000000008055931
0.01,16.71666666666667,0.2838442204984553,1.0000000005764789
0.01,16.908333333333335,0.28168580028881746,1.0000000004125214
0.01,17.1,0.2795738844508047,1.0000000002951925
0.01,17.291666666666668,0.2775071244245338,1.0000000002112321
0.01,17.483333333333334,0.27548421966502873,1.0000000001511506
0.01,17.675,0.2735039156675086,1.0000000001081575
0.01,17.866666666666667,0.2715650020839564,1.0000000000773925
0.01,18.058333333333334,0.26966631092622295,1.0000000000553781
0.01,18.25,0.26780671485120455,1.0000000000396254
0.01,18.441666666666666,0.265985125523898,1.0000000000283535
0.01,18.633333333333333,0.2642004920544018,1.000000000020288
0.01,18.825000000000003,0.26245179950511105,1.0000000000145166
0.01,19.01666666666667,0.26073806746462924,1.000000000010387
0.01,19.208333333333336,0.2590583486850707,1.000000000007432
0.01,19.400000000000002,0.2574117277796234,1.0000000000053177
0.01,19.59166666666667,0.25579731997743443,1.000000000003805
0.01,19.783333333333335,0.254214269933011,1.0000000000027225
0.01,19.975,0.2526617505875097,1.000000000001948
0.01,20.166666666666668,0.25113896207940684,1.0000000000013938
0.01,20.358333333333334,0.24964513070219052,1.0000000000009972
0.01,20.55,0.24817950790683901,1.0000000000007134
0.01,20.741666666666667,0.24674136934695157,1.0000000000005105
0.01,20.933333333333334,0.2453300139645371,1.0000000000003653
0.01,21.125,0.24394476311454638,1.0000000000002611
0.01,21.316666666666666,0.24258495972633828,1.000000000000187
0.01,21.508333333333336,0.2412499675003721,1.0000000000001337
0.01,21.700000000000003,0.23993917013849214,1.0000000000000957
0.01,21.89166666666667,0.23865197060626284,1.0000000000000684
0.01,22.083333333333336,0.23738779042588637,1.000000000000049
0.01,22.275000000000002,0.23614606899831073,1.000000000000035
0.01,22.46666666666667,0.23492626295319455,1.000000000000025
0.01,22.658333333333335,0.23372784552548526,1.000000000000018
0.01,22.85,0.23255030595740211,1.0000000000000129
0.01,23.041666666666668,0.23139314892468688,1.0000000000000093
0.01,23.233333333333334,0.23025589398604365,1.0000000000000064
0.01,23.425,0.22913807505473938,1.0000000000000047
0.01,23.616666666666667,0.22803923989137376,1.0000000000000033
0.01,23.808333333333334,0.22695894961689989,1.0000000000000024
0.01,24.0,0.22589677824499657,1.0000000000000018
0.1,1.0,0.7960166653520209,1.3088684174100043
0.1,1.1916666666666667,0.844608500309093,1.3573651751921956
0.1,1.3833333333333333,0.8925820886132256,1.3921190963750874
0.1,1.5750000000000002,0.9361669827595163,1.4076649063909425
0.1,1.7666666666666666,0.9702665000847102,1.4006722419687414
0.1,1.9583333333333335,0.9897259621798721,1.3719795288035432
0.1,2.1500000000000004,0.9914810441102793,1.3269930968271915
0.1,2.341666666666667,0.9762361416163552,1.2737826702349473
0.1,2.533333333333333,0.948196884354455,1.2201343569793153
0.1,2.725,0.9130413546017812,1.1714816021598815
0.1,2.916666666666667,0.8757823438850976,1.1304655228146736
0.1,3.1083333333333334,0.8397373433763592,1.0975862301622017
0.1,3.3000000000000003,0.806569663286693,1.0721233463817552
0.1,3.4916666666666667,0.7767962005112227,1.052861236788694
0.1,3.6833333333333336,0.7503034715519715,1.038519668398205
0.1,3.875,0.726706146048079,1.0279561035966154
0.1,4.066666666666666,0.7055494801588151,1.0202321437241153
0.1,4.258333333333334,0.6864055537690619,1.0146127998184544
0.1,4.45,0.6689093590660009,1.010538840694661
0.1,4.6416666666666675,0.6527650644920506,1.0075925065053164
0.1,4.833333333333334,0.6377395146838905,1.0054654259960605
0.1,5.025,0.6236516010123672,1.0039317720595924
0.1,5.216666666666667,0.6103614469592364,1.0028270514286757
0.1,5.408333333333333,0.5977609542161355,1.0020318886701611
0.1,5.6000000000000005,0.5857661179970608,1.0014598757257884
0.1,5.791666666666667,0.5743110306094258,1.00104858386304
0.1,5.983333333333333,0.56334331745372,1.0007529707700509
0.1,6.175000000000001,0.5528207176757404,1.0005405718909823
0.1,6.366666666666667,0.5427085480537652,1.0003880067981021
0.1,6.558333333333334,0.5329778335543381,1.0002784479383504
0.1,6.75,0.523603933848633,1.0001997902789537
0.1,6.941666666666667,0.5145655352148888,1.000143329706523
0.1,7.133333333333334,0.505843909876824,1.0001028098250309
0.1,7.325,0.49742237026293046,1.000073735052015
0.1,7.5166666666666675,0.4892858649907636,1.0000528759564875
0.1,7.708333333333334,0.48142067780221565,1.0000379132366028
0.1,7.9,0.473814201313323,1.0000271816008557
0.1,8.091666666666667,0.466454765221765,1.0000194855929594
0.1,8.283333333333335,0.45933150426972225,1.000013967197801
0.1,8.475000000000001,0.45243425535145554,1.000010010699566
0.1,8.666666666666668,0.4457534761064044,1.0000071743291605
0.1,8.858333333333334,0.43928017946303755,1.0000051411700743
0.1,9.05,0.43300588012585933,1.0000036839046027
0.1,9.241666666666667,0.42692255009523844,1.0000026395039143
0.1,9.433333333333334,0.4210225810982084,1.000001891060647
0.1,9.625,0.41529875237549363,1.0000013547507156
0.1,9.816666666666666,0.40974420267848227,1.0000009704777502
0.1,10.008333333333335,0.40435240562476615,1.0000006951610427
0.1,10.200000000000001,0.3991171477743934,1.000000497920748
0.1,10.391666666666667,0.3940325089441903,1.0000003566245248
0.1,10.583333333333334,0.38909284439086,1.0000002554109628
0.1,10.775,0.38429276857682104,1.0000001829137295
0.1,10.966666666666667,0.3796271402943112,1.000000130988315
0.1,11.158333333333333,0.37509104896915707,1.0000000937992286
0.1,11.350000000000001,0.37067980200010753,1.000000067165673
0.1,11.541666666666668,0.3663889130158159,1.0000000480925435
0.1,11.733333333333334,0.3622140909516684,1.0000000344342976
0.1,11.925,0.3581512298642688,1.0000000246540697
0.1,12.116666666666667,0.3541963994136748,1.000000017651055
0.1,12.308333333333334,0.3503458359532593,1.0000000126368287
0.1,12.5,0.34659593417496165,1.0000000090467291
0.1,12.691666666666668,0.3429432392641431,1.0000000064763717
0.1,12.883333333333335,0.3393844395235868,1.0000000046361692
0.1,13.075000000000001,0.33591635943065234,1.0000000033187515
0.1,13.266666666666667,0.3325359530953651,1.0000000023756292
0.1,13.458333333333334,0.32924029809044913,1.0000000017004802
0.1,13.65,0.32602658962709163,1.0000000012171777
0.1,13.841666666666667,0.3228921350526479,1.000000000871217
0.1,14.033333333333335,0.3198343486486113,1.000000000623576
0.1,14.225000000000001,0.3168507467090415,1.0000000004463168
0.1,14.416666666666668,0.31393894288129726,1.0000000003194391
0.1,14.608333333333334,0.3110966437523967,1.0000000002286258
0.1,14.8,0.30832164466564516,1.0000000001636267
0.1,14.991666666666667,0.30561182575336016,1.000000000117105
0.1,15.183333333333334,0.3029651481725898,1.000000000083809
0.1,15.375000000000002,0.30037965053168963,1.0000000000599787
0.1,15.566666666666668,0.2978534454965034,1.0000000000429239
0.1,15.758333333333335,0.2953847165656899,1.0000000000307179
0.1,15.950000000000001,0.2929717150054668,1.0000000000219826
0.1,16.141666666666666,0.29061275693471256,1.0000000000157312
0.1,16.333333333333336,0.2883062205519728,1.0000000000112574
0.1,16.525,0.28605054349648285,1.0000000000080558
0.1,16.71666666666667,0.2838442203358288,1.0000000000057647
0.1,16.908333333333335,0.28168580017334927,1.0000000000041251
0.1,17.1,0.27957388436881087,1.0000000000029519
0.1,17.291666666666668,0.277507124366304,1.0000000000021123
0.1,17.483333333333334,0.2754842196236709,1.0000000000015115
0.1,17.675,0.27350391563813076,1.0000000000010816
0.1,17.866666666666667,0.2715650020630864,1.0000000000007738
0.1,18.058333333333334,0.26966631091139537,1.000000000000554
0.1,18.25,0.26780671484066787,1.0000000000003961
0.1,18.441666666666666,0.2659851255164107,1.0000000000002833
0.1,18.633333333333333,0.2642004920490798,1.000000000000203
0.1,18.825000000000003,0.2624517995013275,1.0000000000001452
0.1,19.01666666666667,0.26073806746193956,1.000000000000104
0.1,19.208333333333336,0.25905834868315786,1.0000000000000744
0.1,19.400000000000002,0.25741172777826293,1.0000000000000533
0.1,19.59166666666667,0.2557973199764663,1.000000000000038
0.1,19.783333333333335,0.2542142699323221,1.0000000000000273
0.1,19.975,0.2526617505870191,1.0000000000000195
0.1,20.166666666666668,0.251138962079057,1.000000000000014
0.1,20.358333333333334,0.24964513070194144,1.00000000000001
0.1,20.55,0.24817950790666107,1.000000000000007
0.1,20.741666666666667,0.24674136934682406,1.000000000000005
0.1,20.933333333333334,0.24533001396444584,1.0000000000000038
0.1,21.125,0.24394476311448074,1.0000000000000024
0.1,21.316666666666666,0.24258495972629116,1.000000000000002
0.1,21.508333333333336,0.24124996750033784,1.0000000000000013
0.1,21.700000000000003,0.23993917013846688,1.0000000000000009
0.1,21.89166666666667,0.23865197060624407,1.0000000000000007
0.1,22.083333333333336,0.23738779042587296,1.0000000000000007
0.1,22.275000000000002,0.23614606899830048,1.0000000000000004
0.1,22.46666666666667,0.23492626295318667,1.0000000000000002
0.1,22.658333333333335,0.2337278455254795,1.0000000000000002
0.1,22.85,0.23255030595739765,1.0000000000000002
0.1,23.041666666666668,0.23139314892468285,1.0
0.1,23.233333333333334,0.23025589398604054,1.0
0.1,23.425,0.22913807505473652,1.0
0.1,23.616666666666667,0.22803923989137115,1.0
0.1,23.808333333333334,0.22695894961689753,1.0
0.1,24.0,0.22589677824499435,1.0
