case,angle,budget,epsilon,ridge,stages,risk,lower,static,static_optimal,slow_column,slow_lower,violation
35,0.876102470133086,0.14944218148647798,1.372185732874867,0.1,1,1.0138982002939376,1.0108140345263321,1.0108140345263321,True,0.9224089442991024,0.9197391661343021,False
36,0.866108547818913,7.850225844653378,5.9597831456711e-06,0.1,8,0.006910119813321418,1.978989589502034e-07,2.898066513324107e-07,False,0.07170983761879032,0.0131028428768228,False
37,0.8410254594641862,8.846545763496103,3.449329751834677e-07,0.0,16,0.00032474609728689506,8.450090265726916e-08,2.0651063412578316e-07,False,0.07016501923957584,0.05241493721914985,False
38,0.380202439476507,1.3022155485593956,0.39040468416419966,0.1,1,0.18670686752259297,0.16835715828612813,0.16835715828612813,True,0.745226470525625,0.7022716828649683,False
39,1.052933662296359,14.99453098270789,1.518399801434107e-08,0.02,64,4.815515918914919e-07,2.0805076740454636e-11,5.2591256756404394e-11,False,0.0004955941947892569,0.00028254951059665707,False
40,1.2033224409681489,0.23478174766857202,1.0337483440622157,0.1,1,0.789528414260136,0.7710081907990718,0.7710081907990718,True,0.8395851204559571,0.820869927205895,False
41,0.47905813910391293,1.7039625978585249,0.02102897193320987,0.02,8,0.026883982873669568,0.02464827920972142,0.02684142410046459,False,0.7796612619219352,0.771071254091911,False
42,1.353189226018409,0.5474628339297443,0.34892108470018474,0.0,2,0.37640099064910115,0.34166738136747166,0.37053912768357433,False,0.6624040912772021,0.6509847807289368,False
43,1.038462386371442,11.856756341071122,1.0968125011690362e-06,0.0,16,0.001523785608395823,7.425784535263286e-09,1.0229314620525821e-08,False,0.017108066724318555,0.002912013213152216,False
44,0.2946248573614373,2.2691307739024076,0.05941069913246069,0.0,8,0.03479811282301621,0.03283349918374083,0.03283349918374083,True,0.9138855512578566,0.9068536034164262,False
45,0.42148807918239206,0.37007906353591224,0.12092593171112974,0.1,64,0.28318085674220383,0.2482879663401099,0.2831541102954269,False,0.8991191872865184,0.8990607184016999,False
46,0.7469991969414105,12.228224835754574,4.221086388952721e-09,0.1,64,4.516836185100386e-06,2.7537939197708175e-11,3.3940801231024125e-11,False,0.004661511497010633,0.003340476770594921,False
47,0.7140121209680987,13.034944897705152,1.3446431478337494e-09,0.02,64,3.5351323573723013e-06,4.751805927127951e-11,5.067505058714553e-11,False,0.03689916769237561,0.024592682146621695,False
48,1.4112614807632298,1.040399783480704,0.1281898800850936,0.02,2,0.27525713553083353,0.12134262626229403,0.16926725032903042,False,0.6061707904826134,0.39982076097977753,False
49,0.7877433054529213,1.6544904000163099,0.012890880233331448,0.0,3,0.046056212455249254,0.021707271375016185,0.033713166985624904,False,0.6601365175825468,0.6142607183642771,False
50,0.5409171007431539,0.594850955080035,0.21079486546114862,0.1,8,0.23358547957379938,0.22486477530386312,0.2330195057198896,False,0.8168442427365635,0.8155496195809102,False
51,1.2095079882659385,0.19050169075092258,0.9646754593029777,0.02,64,0.8066556093857513,0.806633404624445,0.806633404624445,True,0.8774310254119988,0.8774079062351591,False
52,1.267011547011375,0.26237479178171325,0.13005657974069074,0.02,1,0.4186986824413768,0.3308387925690469,0.4054074258861851,False,0.8479730681218869,0.8233411782754841,False
53,0.34881344689781596,0.11130153490813202,0.18240873867484894,0.1,8,0.48266490711475923,0.4628015680218811,0.48263873089830905,False,0.9714989559216471,0.9714524018583022,False
54,0.8898831519443529,0.2250573714079829,0.039806763593885956,0.02,2,0.3675916218632127,0.328496424125528,0.36153950696747994,False,0.9244974016003722,0.9117536774162186,False
55,1.051672103823452,0.10852115217897366,0.5284508362230109,0.1,2,0.6614216634916447,0.6381843202330394,0.6607348323255403,False,0.9273797016080324,0.9264586393730501,False
56,0.8092612501680931,0.381688284001252,0.12956987455350719,0.02,8,0.3202532229271062,0.25925209221392437,0.31502367828183175,False,0.8876054068463698,0.8749590579069491,False
57,1.0426726014206817,2.1703813249373543,0.01084415713934376,0.1,8,0.01809025285455523,0.00770009957645429,0.013581615636445932,False,0.2508170266240907,0.22073929237752551,False
58,1.1125456798188382,11.596433658752392,1.9579739759802518e-05,0.1,2,0.003151005070303703,4.002975022944117e-09,4.173046592658663e-09,False,0.01630576532414,0.00015290541369857898,False
59,1.3262936860870649,1.2690421243570715,0.21472956121585582,0.02,8,0.13806913801288334,0.12381190526537307,0.13726124288366914,False,0.3648042517075284,0.36327252269544147,False
60,1.2453471451407714,0.3163788383995288,0.03636099233298605,0.02,1,0.3560490055613209,0.2717576834124087,0.3396680832694465,False,0.829950384845985,0.7962223585472333,False
61,0.8229334464850384,10.362550560384623,2.5326634195289067e-06,0.1,3,0.0006684834237971355,7.519277696239882e-09,7.519277696239882e-09,True,0.011492803451661322,0.004572182277546398,False
62,1.2428433018966583,1.4379021321777803,0.21134185888076326,0.02,3,0.11634049624501937,0.10304831185088711,0.10816968838500884,False,0.37689045397697074,0.35620047883165573,False
63,0.671260932843415,2.4840316221371963,0.0007864289984448003,0.02,2,0.01240292725639769,0.0031517873644013542,0.005606206935595854,False,0.55219655885655,0.528188695821029,False
64,0.36156627493448495,0.7581164728344268,0.029872334239948863,0.02,64,0.12562413905858943,0.10967104014673452,0.1256366849260513,False,0.923901851469587,0.9237244186567392,False
65,1.2160070869261923,5.061832731190024,0.07448946157331315,0.02,16,0.0021963476867490387,0.001563805068541108,0.001563805068541108,True,0.041766495824264616,0.03002088107859746,False
66,1.0911999967206298,0.8360644697574616,0.2066287519612258,0.02,3,0.2259686611227641,0.1905343413906859,0.2061885862085273,False,0.6693232930855172,0.6164800765148482,False
67,1.0138591949580238,1.92152321022586,0.03736779099775786,0.0,64,0.034298181788995914,0.02829709061715622,0.03405865044923852,False,0.4052520524815144,0.40420714652070716,False
68,0.24884935807454284,0.18876658004607777,0.030128362566148315,0.02,8,0.357131951277754,0.35044637303969195,0.3570448811642554,False,0.9869132082397601,0.9867235763052741,False
69,0.33486358092243435,2.7886858426274403,0.01928056973400672,0.0,64,0.010615911875927527,0.01046503808828575,0.01046503808828575,True,0.8620596635726082,0.8565032785397336,False
70,1.0407734192611187,0.3322390967589853,0.7122793540442487,0.02,1,0.6223503142553436,0.5973983069133136,0.5973991479954489,False,0.8683661567332104,0.8373072815233155,False
71,1.3707341069641628,0.5531486585117256,0.16781756991799238,0.1,3,0.2948142616333197,0.21093246207837008,0.27887529156152063,False,0.6037501570948309,0.5747322574538322,False
72,1.294837598167985,4.166319610137442,0.005425873964977116,0.02,16,0.005557903433435852,0.000967049822545081,0.0022203095516764443,False,0.05273066296332116,0.04085290671697484,False
73,1.334682368272102,6.938260685015713,0.10620585697492037,0.0,1,0.058169166617075246,0.00035674952935963665,0.00035674952935963665,True,0.17640197499838867,0.004916197776032829,False
74,1.3509066250338748,6.753168109031839,0.006280120410276054,0.02,2,0.15065859041687424,7.06001777381568e-05,0.00011431378131605244,False,0.4648861617464292,0.0038863672725043537,False
75,1.3432382879817553,0.5987349234276804,3.33542085637602,0.1,64,1.1450593426172053,1.1435206054013407,1.1435206054013407,True,0.5587288965544464,0.5579935956518626,False
76,0.174982588002139,2.7568175304616243,0.01914484857164646,0.02,16,0.010528713903728807,0.010102426182150953,0.010102426182150953,True,0.8641925745726892,0.8586700935993491,False
77,0.6414714313098441,11.062466339661094,5.513140132059047e-08,0.0,16,0.0009609940582670225,4.167152374090917e-09,4.167152374090917e-09,True,0.13625904272254233,0.11090962893579326,False
78,0.4760943020182481,0.10217897587293968,0.14247233969330303,0.0,16,0.4827443598710718,0.4656548897547197,0.48267441352067175,False,0.9888333673890831,0.988701168855467,False
79,0.6465613136731746,0.15241614365747655,1.4477369920457173,0.02,1,1.078973837201102,1.0755016712028533,1.0755016712028533,True,0.9667410092696186,0.9638107705419807,False
80,1.0823668060846143,0.7724978363362377,0.23679595026649783,0.1,3,0.2452572552716318,0.19257383456327393,0.20503204761903904,False,0.6518189147782687,0.5686382507594359,False
81,0.866721764722879,0.23466952559250037,1.9806661232636256,0.02,3,1.244018675937334,1.2396694752005075,1.2396694752005075,True,0.914954142688967,0.9119701851782128,False
82,0.6132460724251341,0.2449019614694139,0.16171828089759785,0.1,1,0.3828038158830622,0.3389064019907856,0.3786755276435567,False,0.9186044166256953,0.9106420166730531,False
83,1.2851919945779418,10.456323404637601,0.00022156207198937658,0.1,2,7.07727142806934e-05,5.289315126908253e-08,1.0086288286696121e-07,False,0.0010415703443385504,6.761699554805342e-05,False
84,0.5139254941972832,0.23067036576643957,0.646249648445782,0.0,64,0.6384071243584837,0.6382947802454346,0.6383915410299479,False,0.9706670185323043,0.9706419103876572,False
85,1.1293824036482436,0.3594942985253,0.1419897497756585,0.02,64,0.35210340097808507,0.2742422568774158,0.35201007789124006,False,0.8024872851390425,0.8022848724452936,False
86,0.5437932828575686,0.660446573785023,1.2657522622929507,0.0,3,0.7239737091405843,0.7221532932310212,0.7221532932310212,True,0.9116109537604767,0.9091293179712753,False
87,1.145158320868806,4.939768852041463,0.060693136131803736,0.0,3,0.03995474048271503,0.00213497761632813,0.00213497761632813,True,0.19807473552478436,0.055016140082495966,False
88,1.377599592889169,6.275187532016959,0.1043576964242896,0.1,1,0.06644879244011967,0.00017383714519575303,0.00017383714519575303,True,0.16989883228672714,0.0017902374101788007,False
89,1.3114212073842684,2.2489504301109697,1.485342283933722,0.1,3,0.12068455620574217,0.10786965110197035,0.10786965110197035,True,0.13213381009771716,0.11979931590532726,False
90,1.4268585052579756,4.516766504171621,0.02663082621308552,0.1,2,0.08987006410269319,0.0007223774787091553,0.0012705560185768087,False,0.23168683391613973,0.008461499534231056,False
91,0.850253968671774,2.0949204488800595,0.002206860400330921,0.0,3,0.015985820894709832,0.0075910629637201505,0.015988961144821696,False,0.49067297425196554,0.4903146164214959,False
92,1.0814307226951414,0.2872704471241633,0.030069743166384486,0.0,2,0.34820724741436615,0.2899457150382482,0.34067828607592215,False,0.8754101280731861,0.8587869882681669,False
93,1.2441112379626778,0.1526318365449338,0.07884341409924478,0.0,64,0.44430483810831356,0.39751552095527964,0.44424615821538715,False,0.9016561808402991,0.9015394423517936,False
94,0.6635660213061991,5.620437227986349,1.5349324073693233e-05,0.1,64,1.907494279847397e-05,4.612483004906818e-06,7.785744071883091e-06,False,0.1142977880643032,0.09859452106374947,False
95,0.5173310813703624,1.8918319279311946,0.12414103558681716,0.1,16,0.0434650164562274,0.04316872613688641,0.04316872613688641,True,0.5389550210824732,0.5347653043105558,False
96,0.607474319958904,12.939736722165787,1.0940416493983584e-10,0.1,2,0.003362310636405441,1.887684548442893e-12,2.5995789807491992e-12,False,0.06844956727606266,0.007424528382181747,False
97,1.0071029949729378,3.1947470924503705,0.06075757462998669,0.02,2,0.10955594884052862,0.009309708202380713,0.009309708202380713,True,0.6147100796682774,0.19878210032812194,False
98,0.6404673004371507,2.3831391282422834,0.004278248325376549,0.02,1,0.0502802036092796,0.005485919804196016,0.00741728071846386,False,0.8197617229994415,0.5668706233842097,False
99,0.8754892516574931,12.157162854451522,6.613181736547826e-09,0.1,3,0.000688669478254329,3.753692882685715e-11,9.937376428833746e-11,False,0.011414612899539295,0.0011132646599968836,False
100,0.607132875619349,9.85508819950128,8.332748886561273e-09,0.0,16,0.007283995534777802,4.7905317559806136e-09,8.72978798812921e-09,False,0.25392395724754013,0.17183318856740448,False
101,1.4218868008961636,3.273578754580764,0.12889481787998824,0.1,8,0.017503878273531656,0.0070644946664459845,0.008114621556243904,False,0.05514914503880721,0.03198056295319194,False
102,1.3696257309638444,14.33613070870463,0.0012724909051496105,0.0,2,0.006457595149274727,2.119458341720676e-08,2.3566499606704426e-08,False,0.1226594184585658,1.042258080865448e-05,False
103,1.1771520503179165,0.10420208979606893,0.1621723189720971,0.0,8,0.5090986874813809,0.4717715486985877,0.5089118791421852,False,0.9381164394371551,0.9377848754305229,False
104,0.19047980121035757,0.5616905935649419,0.01451002320439543,0.1,1,0.1544844231167833,0.14742131160132302,0.15321514802875022,False,0.8882878855493271,0.8847084427270614,False
105,1.0780078969176017,4.2355872342366245,0.001209745226745412,0.1,16,0.00046468610553375075,0.0002157527611733558,0.0004459915305168507,False,0.04805474528171661,0.04600917130564966,False
106,0.9441523338058929,0.18190334609569103,0.08748961957703645,0.1,16,0.40048905078330876,0.3644147622685447,0.40040404902841015,False,0.8945602032526345,0.8943925638352505,False
107,1.1537594453895719,2.1963679394019064,0.020940256480877235,0.1,2,0.017173300865119756,0.010371615946484584,0.0165484114392264,False,0.17815846735269175,0.1744711401220598,False
108,1.0762963695371621,10.702729954619693,1.7260569703735066e-06,0.02,3,0.019183684000677183,1.9251542835146202e-08,4.762958206409135e-08,False,0.10865309773140289,0.0023545309553151717,False
109,0.8736874904702882,3.881525281528097,0.0008170749022049152,0.02,64,0.0016953525994929542,0.000504634483068383,0.000817583195871247,False,0.21649892377770588,0.21334757272428348,False
110,0.8653577036754002,1.6426216421881217,0.005902126508192511,0.0,2,0.10578489387886637,0.018826201403738054,0.0350031219055433,False,0.830764969683846,0.5612445129593235,False
111,0.3777375046689825,0.3807462905690867,0.263725140685278,0.02,3,0.36299890940118135,0.3456252898183368,0.36264147337081976,False,0.9594272608718455,0.9588008328726253,False
112,1.1185912893068408,3.5745755595248023,0.016537486158535786,0.1,64,0.00235159492867159,0.0017633260280213408,0.0019785212310279754,False,0.06776010628436732,0.06537731803418777,False
113,1.3687415848385642,3.0325160698987155,0.04778225519731678,0.02,8,0.026425222074837048,0.009331428365631745,0.013488430702816735,False,0.10969405836268296,0.07845396820614756,False
114,0.9815812346121089,2.8629441921385945,0.07958209306307662,0.1,1,0.08084232612411124,0.00957157786468709,0.00957157786468709,True,0.43916760644591446,0.15809325353201412,False
115,0.29304967287676414,0.1182489623009021,0.054556557234049854,0.02,64,0.4218311366307257,0.41426280578050906,0.4218296847707181,False,0.9902792543873145,0.9902763593734287,False
116,0.9549548828518766,8.384203740814778,0.00011638605285721204,0.02,64,0.00010456173115861396,1.8498181506813398e-06,1.8498181506813398e-06,True,0.025050936539151247,0.020723776827817682,False
117,0.964135499490334,0.13519963450476155,0.028833326584267665,0.02,64,0.41572014307910277,0.39042126063749427,0.4157172375712746,False,0.9384551468156681,0.9384491431735318,False
118,0.18373189667639836,3.042645319926402,0.00013515132440761426,0.02,16,0.0020646840944172724,0.0010077768719611105,0.001117432891439968,False,0.8594941405299876,0.8412070808724241,False
119,0.3905446301721987,0.1451365543783058,0.24829656547820803,0.1,2,0.48673520312356455,0.45354185251947055,0.4866066527547469,False,0.9610565600557189,0.9608318845220971,False
120,0.9571206546731895,0.34254539139589085,1.2773112889117701,0.02,16,0.8323153040144844,0.8322438190525145,0.8322438190525145,True,0.8532239046463024,0.8530105013445924,False
121,1.364925454039616,11.251032157583957,0.001230688142858296,0.0,2,0.0002784739392567039,4.558404141134478e-07,7.311646657017286e-07,False,0.023401948566770883,0.00012959461670879253,False
122,0.5233791416461089,0.1342068647006093,0.6453056226919167,0.1,8,0.6874355847149867,0.6838177405640586,0.6874323545243648,False,0.9561869287020098,0.9561820568181324,False
123,0.5477888184947833,0.15124268242574482,0.1079978387837808,0.02,16,0.42797988688064914,0.4069244997931004,0.427977699951945,False,0.9722189710943525,0.9722135375259998,False
124,1.3578759351827592,8.2030099370072,0.02032573589929385,0.02,3,0.09789432525721081,2.8119028407125417e-05,2.8768471400028008e-05,False,0.3377576586986829,0.0011163293747236082,False
125,0.22019691511615558,0.10784787836554165,3.521915933604656,0.1,64,2.1143192190233795,2.1143189710229455,2.1143189710229455,True,0.9761163331835789,0.9761162205926223,False
126,1.3859677900495608,0.17815082748926683,2.4921559029652576,0.0,64,1.4829718680818846,1.4823738470248315,1.4823738470248315,True,0.8650113128224446,0.8646671654747506,False
127,1.382141445042816,0.15676524394856037,0.1435089379944035,0.02,1,0.47576556894264144,0.41526154538626325,0.4752524250013356,False,0.8758210706220921,0.874908085969416,False
128,0.7467844964042861,0.8972161233473173,0.8292643968942403,0.02,64,0.4237790312749927,0.4168553927993494,0.4168553927993494,True,0.7696728165493341,0.759831495965325,False
129,1.2464099221906284,3.3228673492818093,0.006632546676184858,0.02,64,0.006223840879471556,0.002570473230886857,0.005774353511361067,False,0.09306970828930888,0.09101839360328717,False
130,1.1232818642365163,0.21416565717069327,0.9207521799920401,0.02,8,0.7690810703465001,0.7689768393748428,0.7689768393748428,True,0.878175222831733,0.8780451927089626,False
131,0.18458671599261103,4.041408247582975,9.445158054818593e-05,0.02,16,0.000308631001114938,0.00014529038072309407,0.0001781988879846916,False,0.7999691530826111,0.7942865330162997,False
132,1.162284411234857,1.9120079889649773,0.02120341095523126,0.1,8,0.02948155388571072,0.014680925764258682,0.025870746956194426,False,0.2263721182096674,0.21548248924835597,False
133,0.9617616354902692,14.578346595480122,4.4302513163039744e-08,0.1,2,0.0001988390257473772,5.316913606626178e-12,5.35930305747071e-12,False,0.0031549372467320675,0.00010578582785062544,False
134,0.810985393925106,1.8354724099369786,0.20357691969375172,0.0,1,0.17490233469171174,0.08002431056341039,0.08002431056341039,True,0.8483527888166836,0.5648315886516452,False
135,0.5836265644617895,0.10928102672761966,0.5637894459125258,0.02,2,0.6831602800750906,0.6701930472900741,0.6830210006596888,False,0.9779716592957496,0.9777897993274952,False
136,0.871463312168982,8.578011129793296,9.777497312305855e-06,0.02,16,0.00024166784344481206,4.1755687366485895e-07,4.302535158555652e-07,False,0.06604733709398575,0.033393223563500454,False
137,1.1472993208439097,4.251514766607161,0.030176811770856883,0.0,64,0.0024743702323873477,0.002474157110327507,0.0024741695915507064,False,0.08203287064769767,0.08172867242422674,False
138,0.8329411615975391,1.1323927810375403,0.23432769627292363,0.1,1,0.17958747282361312,0.1244648467010735,0.1244648467010735,True,0.6804042886901571,0.5504011418518084,False
139,0.7950157676618206,7.423218682105598,1.4921202565192999e-06,0.0,16,0.0005643684581028122,7.295230216358852e-07,1.7307719254386228e-06,False,0.11736718640367826,0.10807441297002836,False
140,0.20208572742665,11.054163067943751,1.834203886362809e-11,0.1,16,0.00014010280855459385,1.3718087066139074e-11,1.798136778563411e-11,False,0.09778663552810805,0.08752909832613717,False
141,0.3958784661161091,0.5422577550064387,0.0269699353281947,0.1,8,0.17045809226178696,0.15575023923090325,0.1697578250698993,False,0.8623562448546749,0.8603717122560519,False
142,0.30505786009300506,6.504856197261456,2.1356728134259078e-06,0.1,2,0.0022461057536025324,5.953050643316338e-07,6.267943789085871e-07,False,0.24330882859636943,0.20163357615419775,False
143,0.8235651290965106,1.9645979392828132,0.2918469969923549,0.0,64,0.09625426800034116,0.09620745436889852,0.09620745436889852,True,0.5333051996229006,0.5328917097861503,False
144,0.8404525151918123,0.5549637673846836,0.10000016209217967,0.0,16,0.25477330305587303,0.18154431352555161,0.23979354123928837,False,0.8676193713252366,0.8313261162639791,False
145,0.9414902089893429,0.9119924862883353,1.4503553648965628,0.1,8,0.5167258297865714,0.5130702959266005,0.5130702959266005,True,0.575815680459241,0.5725776884100618,False
146,0.6040231361749157,0.19331293127214177,0.18065326124595515,0.02,3,0.4382194896192809,0.397946516317955,0.43540163217201994,False,0.9641470574321487,0.9589293975941862,False
147,0.23029882974067495,0.34600538945819076,1.7830579904972934,0.0,64,1.1360188741689417,1.1360029478386782,1.1360029478386782,True,0.990919049146774,0.9909064423569588,False
148,0.4273345144490047,0.17875143721288758,0.4341354081331699,0.02,1,0.5665365915799951,0.5471124666868049,0.5649297693692783,False,0.9794567364005983,0.9770430973435235,False
149,0.5775993403368023,1.4800528270891042,0.07745676868000863,0.02,1,0.0759360943193166,0.05970899493251389,0.05975456122052495,False,0.8019328030621014,0.74133518528594,False
150,0.27639114295991957,6.599347367505805,1.3433667146089397e-05,0.1,16,0.0009761779560364937,1.7149238421887145e-06,1.7149238421887145e-06,True,0.21943115846563274,0.20797492381277366,False
151,0.7435659519941517,0.9445397486284702,0.9080519337834413,0.02,64,0.4342311545476255,0.4341379600665208,0.4341379600665208,True,0.7507066733687768,0.7504486982059843,False
152,0.893692587330074,0.2121137715808616,0.36968434655733773,0.02,1,0.5278280389570081,0.4876529959776335,0.5204363599037977,False,0.9275392470067407,0.9160348100424964,False
153,1.1211655580393622,6.128623666623236,0.0002691829143276245,0.02,64,0.0004968017560126247,2.7985379956817888e-05,6.272979404597053e-05,False,0.02585108715701796,0.024475899692647365,False
154,0.8891141533275211,0.13859688467532424,1.0224133241210966,0.1,64,0.8603665701739095,0.8603649694009425,0.8603649694009425,True,0.9240562523769198,0.9240525428984021,False
155,0.3233025367067242,14.137520412585687,2.8983588615798943e-13,0.1,2,0.00011905240527548202,2.3081262215300782e-14,3.6436447933794195e-14,False,0.04383891632540246,0.02844025908182248,False
156,0.9113784659141854,6.598366741436953,0.0007121773458876576,0.1,1,0.025953633963169798,1.0582294268840757e-05,1.0582294268840757e-05,True,0.21546925696076547,0.02074385080899861,False
157,1.2751309118407146,0.18042402156984857,0.05366957850313631,0.1,1,0.40757188270490874,0.35423274153274575,0.40481824713761816,False,0.854198334026036,0.8487950581398576,False
158,0.3534207303377467,4.152385516846274,3.548498859078322e-05,0.02,3,0.00917289525004457,0.0001047453752423899,0.0001470129042596689,False,0.7343831889725679,0.6552511460894666,False
159,0.6117596608242547,13.0844976760392,1.4292673613200866e-10,0.1,8,0.0005314181971930765,1.8135376288680434e-12,2.1768539459429067e-12,False,0.013729801107865355,0.006806201593378352,False
160,0.3149975375978223,3.100292820724508,0.0034914414803725365,0.1,8,0.0026090027193579517,0.0014415961150004426,0.0014415961150004426,True,0.4983065743767746,0.46180995184755,False
161,1.1924790166059929,11.440676699259766,2.3664863488800162e-05,0.0,3,9.761581842335165e-05,5.2291276306377154e-08,8.725331150253579e-08,False,0.003031217845126179,0.0007354857799076607,False
