budget,perturbation_scale,seed,static_numeric,static_weight,constructive,gain,generator_error,covariance_error,uniform_radius,coarse_certificate
4.0,0.0,0,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,1,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,2,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,3,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,4,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,5,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,6,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,7,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,8,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,9,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,10,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,11,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,12,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,13,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,14,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,15,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,16,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,17,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,18,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,19,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,20,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,21,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,22,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.0,23,0.0005412797551389124,0.49999999999999695,0.0002863352634635134,1.8903705697705153,0.0,0.0,0.0,1
4.0,0.001,0,0.000543817329582174,0.4974935989572,0.0002895381001034908,1.87822372733604,0.0013599861589350835,0.0038735899703273196,0.007376739620903993,0
4.0,0.001,1,0.0005394742185716692,0.501789812214399,0.00028566482764786537,1.8884866681475774,0.001827491792663891,0.0010215200649324565,0.007820727203121791,0
4.0,0.001,2,0.0005421892715351467,0.49899548762763013,0.00028728830877804574,1.8872653531962322,0.0004445318290881205,0.0016777386580603209,0.002616996645382642,0
4.0,0.001,3,0.0005440669912987074,0.4998933438259252,0.00028693706568761693,1.8961195898302765,0.0011296138348114314,0.0006547614441176678,0.00484583606130456,0
4.0,0.001,4,0.0005377071152609142,0.4986273871945615,0.0002874051394848857,1.870902922002867,0.00142383950118765,0.003186095403274492,0.007288405706387846,0
4.0,0.001,5,0.0005433420824200885,0.5019912896169889,0.0002870633787175843,1.892760005986809,0.0013550595025418753,0.002554927514190456,0.006697701767262729,0
