angle_deg,epsilon,ridge,budget,static,constructive,best_of_static_constructive,gain,epsilon_threshold
30,0.0,0.0,13.75,3.596728323883003e-12,7.090845859626879e-13,7.090845859626879e-13,5.072354406068365,8.9487818971584e-12
30,0.0,0.0,14.0,2.255830690734977e-12,4.300815417160086e-13,4.300815417160086e-13,5.245123242756014,5.612583167393442e-12
30,0.0,0.0,14.25,1.4148336062724977e-12,2.608576412272372e-13,2.608576412272372e-13,5.423776737442833,3.520153935241738e-12
30,0.0,0.0,14.5,8.873689597626019e-13,1.582181572246376e-13,1.582181572246376e-13,5.6085153267378685,2.2078040285951477e-12
30,0.0,0.0,14.75,5.565486056163865e-13,9.59641632799766e-14,9.59641632799766e-14,5.79954627429668,1.3847117820277643e-12
30,0.0,0.0,15.0,3.4906151156832164e-13,5.820520726297509e-14,5.820520726297509e-14,5.997083903356584,8.68476864093097e-13
30,0.0,0.0,15.25,2.1892775874160687e-13,3.530324275992284e-14,3.530324275992284e-14,6.201349837192275,5.44699679207208e-13
30,0.0,0.0,15.5,1.3730921903213622e-13,2.141249912117125e-14,2.141249912117125e-14,6.412573247761352,3.4162998785034555e-13
30,0.0,0.0,15.75,8.611891767214239e-14,1.2987337218060181e-14,1.2987337218060181e-14,6.630991112819145,2.1426678416351327e-13
30,0.0,0.0,16.0,5.401289172932732e-14,7.87721821078048e-15,7.87721821078048e-15,6.856848481791098,1.343859041317092e-13
30,0.0,0.05,1.0,0.0700061219488738,0.07616893532559024,0.0700061219488738,0.9190901993001084,0.0
30,0.0,0.05,1.25,0.042823042920013626,0.04505814228996191,0.042823042920013626,0.9503952170161658,0.0
30,0.0,0.05,1.5,0.026195037717823905,0.026654385780030217,0.026195037717823905,0.9827665110726183,0.0
30,0.0,0.05,1.75,0.016023616124615152,0.01576754489207943,0.01576754489207943,1.0162403997761476,0.018499971741050912
30,0.0,0.05,2.0,0.009801714220641182,0.00932737576380416,0.00932737576380416,1.0508544384667917,0.022670432634840455
30,0.0,0.05,2.25,0.0059957503297606626,0.00551765916854337,0.00551765916854337,1.0866474616523851,0.016746724269927703
30,0.0,0.05,2.5,0.003667626009858659,0.0032640008798995716,0.0032640008798995716,1.1236596265781356,0.011150755089771003
30,0.0,0.05,2.75,0.002243502448963498,0.0019308372298025957,0.0019308372298025957,1.1619324582802188,0.007174277898919883
30,0.0,0.05,3.0,0.0013723600020764343,0.0011421971210088867,0.0011421971210088867,1.2015088961739353,0.004553252070514411
30,0.0,0.05,3.25,0.0008394784575204505,0.000675672834097139,0.000675672834097139,1.2424333422287062,0.0028724020842040175
30,0.0,0.05,3.5,0.0005135125474180534,0.00039969788956709167,0.00039969788956709167,1.2847517107839452,0.0018068873063832828
30,0.0,0.05,3.75,0.00031411781206947133,0.00023644343069950796,0.00023644343069950796,1.3285114800617086,0.0011350223621678682
30,0.0,0.05,4.0,0.00019214720332623913,0.00013986937979958722,0.00013986937979958722,1.373761745433908,0.0007124662176538401
30,0.0,0.05,4.25,0.00011753726254125817,8.274048193110526e-05,8.274048193110526e-05,1.4205532745038494,0.0004470535432223508
30,0.0,0.05,4.5,7.189804403365017e-05,4.894557593664086e-05,4.894557593664086e-05,1.4689385640639077,0.0002804572463825829
30,0.0,0.05,4.75,4.398033971609771e-05,2.8954018007343186e-05,2.8954018007343186e-05,1.518971898993211,0.0001759243054036255
30,0.0,0.05,5.0,2.6902961096383493e-05,1.712790467221723e-05,1.712790467221723e-05,1.5707094131614447,0.0001103465122688257
30,0.0,0.05,5.25,1.6456655870000233e-05,1.0132103889213539e-05,1.0132103889213539e-05,1.624209152407103,6.921124677637119e-05
30,0.0,0.05,5.5,1.0066606477010427e-05,5.993700407986138e-06,5.993700407986138e-06,1.679531139660811,4.340966927601282e-05
30,0.0,0.05,5.75,6.157786051036068e-06,3.545605628751768e-06,3.545605628751768e-06,1.7367374422868116,2.7226487099035396e-05
30,0.0,0.05,6.0,3.7667439505984612e-06,2.0974220296172827e-06,2.0974220296172827e-06,1.7958922417181726,1.7076312093282848e-05
30,0.0,0.05,6.25,2.3041333154117723e-06,1.2407412529612365e-06,1.2407412529612365e-06,1.8570619054638289,1.0710137210090263e-05
30,0.0,0.05,6.5,1.4094481612818296e-06,7.339671439804229e-07,7.339671439804229e-07,1.920315061568238,6.717305656318136e-06
30,0.0,0.05,6.75,8.621654424478101e-07,4.341822012906097e-07,4.341822012906097e-07,1.9857226756071926,4.213031248856405e-06
30,0.0,0.05,7.0,5.273902727115571e-07,2.5684281028605244e-07,2.5684281028605244e-07,2.053358130306194,2.642371991558504e-06
30,0.0,0.05,7.25,3.226068757303589e-07,1.519367422237625e-07,1.519367422237625e-07,2.1232973078706965,1.6572692175831858e-06
30,0.0,0.05,7.5,1.9733999971862343e-07,8.98789949068847e-08,8.98789949068847e-08,2.1956186751205786,1.0394223976036308e-06
30,0.0,0.05,7.75,1.2071371820821228e-07,5.31684015810653e-08,5.31684015810653e-08,2.2704033715243694,6.51915068805976e-07
30,0.0,0.05,8.0,7.384109549219017e-08,3.145205317008823e-08,3.145205317008823e-08,2.347735300232008,4.088744138735276e-07
30,0.0,0.05,8.25,4.516891256784936e-08,1.860563077311598e-08,1.860563077311598e-08,2.4277012222082646,2.564418075506558e-07
30,0.0,0.05,8.5,2.76300161713853e-08,1.1006260691265052e-08,1.1006260691265052e-08,2.5103908535724067,1.6083764756169205e-07
30,0.0,0.05,8.75,1.6901398555572194e-08,6.510812553537452e-09,6.510812553537452e-09,2.5958969662533646,1.0087570629142911e-07
30,0.0,0.05,9.0,1.0338657471729401e-08,3.8515060924318815e-09,3.8515060924318815e-09,2.6843154920732486,6.326819732762554e-08
30,0.0,0.05,9.25,6.324200803045763e-09,2.2783790898695495e-09,2.2783790898695495e-09,2.7757456303761376,3.968115731602312e-08
30,0.0,0.05,9.5,3.868540563086723e-09,1.3477873726735141e-09,1.3477873726735141e-09,2.8702899593227102,2.4887610319800723e-08
30,0.0,0.05,9.75,2.366402736775813e-09,7.972908503308729e-10,7.972908503308729e-10,2.9680545509756753,1.5609251042786213e-08
30,0.0,0.05,10.0,1.4475386315070474e-09,4.716416794738074e-10,4.716416794738074e-10,3.0691490903051886,9.789960333749023e-09
30,0.0,0.05,10.25,8.854655452943746e-10,2.790021655517047e-10,2.790021655517047e-10,3.173686998247618,6.1401615623478165e-09
30,0.0,0.05,10.5,5.416430448472262e-10,1.6504522770206916e-10,1.6504522770206916e-10,3.281785558955823,3.851045633577856e-09
30,0.0,0.05,10.75,3.3132535714175256e-10,9.76333898103015e-11,9.76333898103015e-11,3.3935660513837216,2.415335869856988e-09
30,0.0,0.05,11.0,2.0267313192597652e-10,5.775555548360018e-11,5.775555548360018e-11,3.509153885352657,1.5148736001716682e-09
30,0.0,0.05,11.25,1.2397601789080806e-10,3.416560866830892e-11,3.416560866830892e-11,3.628678742252434,9.50113006201667e-10
30,0.0,0.05,11.5,7.583665810066875e-11,2.021084908459549e-11,2.021084908459549e-11,3.752274720534661,5.959010206555609e-10
30,0.0,0.05,11.75,4.63896067136394e-11,1.1955836194400598e-11,1.1955836194400598e-11,3.8800804861616895,3.7374293803941146e-10
30,0.0,0.05,12.0,2.8376719978740204e-11,7.0725390362886e-12,7.0725390362886e-12,4.012239428180128,2.3440769337508133e-10
30,0.0,0.05,12.25,1.735816045439934e-11,4.183798406610226e-12,4.183798406610226e-12,4.148899819593165,1.4701807344121278e-10
30,0.0,0.05,12.5,1.0618060670380893e-11,2.4749483908596134e-12,2.4749483908596134e-12,4.290214983712435,9.220821043461217e-11
30,0.0,0.05,12.75,6.495112929510669e-12,1.4640689971440209e-12,1.4640689971440209e-12,4.436343466175961,5.783203297735661e-11
30,0.0,0.05,13.0,3.973088238681461e-12,8.660778690636889e-13,8.660778690636889e-13,4.587449212825101,3.6271651109179463e-11
30,0.0,0.05,13.25,2.430354995157598e-12,5.123330094040053e-13,5.123330094040053e-13,4.743701753640312,2.2749203278039102e-11
30,0.0,0.05,13.5,1.4866585003024563e-12,3.030733400551333e-13,3.030733400551333e-13,4.905276392941762,1.4268064285998904e-11
30,0.0,0.05,13.75,9.093953356300618e-13,1.79284660106182e-13,1.79284660106182e-13,5.072354406068366,8.9487818971584e-12
30,0.0,0.05,14.0,5.562809995015412e-13,1.0605680243449308e-13,1.0605680243449308e-13,5.245123242756004,5.612583167393442e-12
30,0.0,0.05,14.25,3.402794563401148e-13,6.273847040771588e-14,6.273847040771588e-14,5.4237767374428305,3.520153935241738e-12
30,0.0,0.05,14.5,2.0815039253700648e-13,3.7113278721853005e-14,3.7113278721853005e-14,5.608515326737855,2.2078040285951477e-12
30,0.0,0.05,14.75,1.2732648153171024e-13,2.1954559117152922e-14,2.1954559117152922e-14,5.799546274296671,1.3847117820277643e-12
30,0.0,0.05,15.0,7.78861509778926e-14,1.2987337218060181e-14,1.2987337218060181e-14,5.997083903356584,8.68476864093097e-13
30,0.0,0.05,15.25,4.764329023448511e-14,7.682729000184287e-15,7.682729000184287e-15,6.2013498371922635,5.44699679207208e-13
30,0.0,0.05,15.5,2.914360352730336e-14,4.544759553035513e-15,4.544759553035513e-15,6.412573247761349,3.4162998785034555e-13
30,0.0,0.05,15.75,1.7827266386859873e-14,2.6884768933554865e-15,2.6884768933554865e-15,6.630991112819151,2.1426678416351327e-13
30,0.0,0.05,16.0,1.0905014766973492e-14,1.590382928240668e-15,1.590382928240668e-15,6.856848481791089,1.343859041317092e-13
30,1e-06,0.0,1.0,0.07736916737129401,0.08418013921817692,0.07736916737129401,0.9190905133902152,0.0
30,1e-06,0.0,1.25,0.04852528774216531,0.051057993519390145,0.04852528774216531,0.9503955090545617,0.0
30,1e-06,0.0,1.5,0.03043470078192639,0.03096839663760703,0.03043470078192639,0.982766435669048,0.0
30,1e-06,0.0,1.75,0.01908846758559576,0.018783440187538254,0.018783440187538254,1.0162391657232137,0.018499971741050912
30,1e-06,0.0,2.0,0.0119722232571115,0.011392890513308333,0.011392890513308333,1.0508503740228552,0.022670432634840455
30,1e-06,0.0,2.25,0.007508984213628225,0.00691029554375867,0.00691029554375867,1.0866372018502575,0.016746724269927703
30,1e-06,0.0,2.5,0.0047096827073228285,0.004191464259653182,0.004191464259653182,1.1236366137385425,0.011150755089771003
30,1e-06,0.0,2.75,0.0029539857029704294,0.0025424097272573336,0.0025424097272573336,1.1618842043045083,0.007174277898919883
30,1e-06,0.0,3.0,0.0018528267518336783,0.0015422075938211716,0.0015422075938211716,1.201412027315257,0.004553252070514411
30,1e-06,0.0,3.25,0.0011621874091143492,0.0009355543339821528,0.0009355543339821528,1.2422446958986775,0.0028724020842040175
30,1e-06,0.0,3.5,0.0007290218334425203,0.0005676005320751732,0.0005676005320751732,1.284392441947127,0.0018068873063832828
30,1e-06,0.0,3.75,0.00045734125667274463,0.00034442526986076116,0.00034442526986076116,1.3278388570549176,0.0011350223621678682
30,1e-06,0.0,4.0,0.00028694251518978,0.00020906263083831386,0.00020906263083831386,1.372519393060242,0.0007124662176538401
30,1e-06,0.0,4.25,0.00018006680541832935,0.00012696104009158585,0.00012696104009158585,1.418283949851345,0.0004470535432223508
30,1e-06,0.0,4.5,0.00011303219368214667,7.716390809251628e-05,7.716390809251628e-05,1.4648324129284096,0.0002804572463825829
30,1e-06,0.0,4.75,7.098561319133915e-05,4.6960420769323515e-05,4.6960420769323515e-05,1.511605135312371,0.0001759243054036255
30,1e-06,0.0,5.0,4.4611370993718836e-05,2.864107967756526e-05,2.864107967756526e-05,1.5576008829256254,0.0001103465122688257
30,1e-06,0.0,5.25,2.806675767806538e-05,1.7529837639680363e-05,1.7529837639680363e-05,1.601084861991748,6.921124677637119e-05
30,1e-06,0.0,5.5,1.768728319302855e-05,1.0790528676215293e-05,1.0790528676215293e-05,1.6391488984237839,4.340966927601282e-05
30,1e-06,0.0,5.75,1.1174614181455333e-05,6.70293116459756e-06,6.70293116459756e-06,1.6671235176150356,2.7226487099035396e-05
30,1e-06,0.0,6.0,7.087256697560536e-06,4.2236779492363386e-06,4.2236779492363386e-06,1.6779822663425241,1.7076312093282848e-05
30,1e-06,0.0,6.25,4.521117687525536e-06,2.7199348609286287e-06,2.7199348609286287e-06,1.66221542746136,1.0710137210090263e-05
30,1e-06,0.0,6.5,2.909156460750127e-06,1.8078685735390407e-06,1.8078685735390407e-06,1.60916368774265,6.717305656318136e-06
30,1e-06,0.0,6.75,1.8957281678621293e-06,1.2546724065469816e-06,1.2546724065469816e-06,1.5109347730691034,4.213031248856405e-06
30,1e-06,0.0,7.0,1.257773330586121e-06,9.19141970430788e-07,9.19141970430788e-07,1.3684211700142705,2.642371991558504e-06
30,1e-06,0.0,7.25,8.553887294409435e-07,7.156324736595654e-07,7.156324736595654e-07,1.1952905449730356,1.6572692175831858e-06
30,1e-06,0.0,7.5,6.008259743530828e-07,5.921977243251297e-07,5.921977243251297e-07,1.0145698804192231,1.0394223976036308e-06
30,1e-06,0.0,7.75,4.390477269153048e-07,5.173307643798509e-07,4.390477269153048e-07,0.8486789441985193,6.51915068805976e-07
30,1e-06,0.0,8.0,3.3553276194712445e-07,4.719216577735616e-07,3.3553276194712445e-07,0.7109925056843237,4.088744138735276e-07
30,1e-06,0.0,8.25,2.6862742595366293e-07,4.443796423866877e-07,2.6862742595366293e-07,0.6044998472722796,2.564418075506558e-07
30,1e-06,0.0,8.5,2.247485486407536e-07,4.2767456562427155e-07,2.247485486407536e-07,0.5255130108396575,1.6083764756169205e-07
30,1e-06,0.0,8.75,1.953747562897021e-07,4.175424243950131e-07,1.953747562897021e-07,0.4679159406922186,1.0087570629142911e-07
30,1e-06,0.0,9.0,1.7515945230694e-07,4.113969700909294e-07,1.7515945230694e-07,0.42576748260500125,6.326819732762554e-08
30,1e-06,0.0,9.25,1.6074729586857476e-07,4.076695636376397e-07,1.6074729586857476e-07,0.39430781742503657,3.968115731602312e-08
30,1e-06,0.0,9.5,1.5003190734851415e-07,4.0540877734250877e-07,1.5003190734851415e-07,0.37007562670938426,2.4887610319800723e-08
30,1e-06,0.0,9.75,1.4169030668208455e-07,4.040375411394537e-07,1.4169030668208455e-07,0.3506859938868406,1.5609251042786213e-08
30,1e-06,0.0,10.0,1.3489091582771032e-07,4.032058443405929e-07,1.3489091582771032e-07,0.33454603330046556,9.789960333749023e-09
30,1e-06,0.0,10.25,1.2911041889976832e-07,4.027013947324989e-07,1.2911041889976832e-07,0.32061080639050693,6.1401615623478165e-09
30,1e-06,0.0,10.5,1.240188967706748e-07,4.023954305789099e-07,1.240188967706748e-07,0.3082015533632026,3.851045633577856e-09
30,1e-06,0.0,10.75,1.1940778277676279e-07,4.022098539389852e-07,1.1940778277676279e-07,0.2968793071759918,2.415335869856988e-09
30,1e-06,0.0,11.0,1.1514467543906684e-07,4.0209729601714434e-07,1.1514467543906684e-07,0.28636023315649795,1.5148736001716682e-09
30,1e-06,0.0,11.25,1.1114499568601502e-07,4.0202902618655437e-07,1.1114499568601502e-07,0.276460127121369,9.50113006201667e-10
30,1e-06,0.0,11.5,1.073542088317478e-07,4.0198761844116817e-07,1.073542088317478e-07,0.26705849610007165,5.959010206555609e-10
30,1e-06,0.0,11.75,1.0373667271640845e-07,4.019625033740418e-07,1.0373667271640845e-07,0.25807549670840174,3.7374293803941146e-10
30,1e-06,0.0,12.0,1.0026864176145237e-07,4.01947270315809e-07,1.0026864176145237e-07,0.24945720288800952,2.3440769337508133e-10
30,1e-06,0.0,12.25,9.693387762490424e-08,4.019380309989496e-07,9.693387762490424e-08,0.24116622501232673,1.4701807344121278e-10
30,1e-06,0.0,12.5,9.372089474047145e-08,4.0193242706999956e-07,9.372089474047145e-08,0.2331757490274584,9.220821043461217e-11
30,1e-06,0.0,12.75,9.062123128856959e-08,4.019290281152765e-07,9.062123128856959e-08,0.22546575377625794,5.783203297735661e-11
30,1e-06,0.0,13.0,8.762836335568528e-08,4.01926966545026e-07,8.762836335568528e-08,0.218020612324027,3.6271651109179463e-11
30,1e-06,0.0,13.25,8.47370225412879e-08,4.019257161394619e-07,8.47370225412879e-08,0.21082757121190396,2.2749203278039102e-11
30,1e-06,0.0,13.5,8.194276664782395e-08,4.019249577301502e-07,8.194276664782395e-08,0.20387578594420053,1.4268064285998904e-11
30,1e-06,0.0,13.75,7.92417091452791e-08,4.0192449773165006e-07,7.92417091452791e-08,0.19715570857834552,8.9487818971584e-12
30,1e-06,0.0,14.0,7.66303482595534e-08,4.019242187284563e-07,7.66303482595534e-08,0.19065869805503202,5.612583167393442e-12
30,1e-06,0.0,14.25,7.41054585845257e-08,4.0192404950446515e-07,7.41054585845257e-08,0.18437677137232972,3.520153935241738e-12
30,1e-06,0.0,14.5,7.166402194765367e-08,4.019239468649261e-07,7.166402194765367e-08,0.17830244379974122,2.2078040285951477e-12
30,1e-06,0.0,14.75,6.930318293301631e-08,4.019238846108988e-07,6.930318293301631e-08,0.1724286253853973,1.3847117820277643e-12
30,1e-06,0.0,15.0,6.702021990602734e-08,4.0192384685192257e-07,6.702021990602734e-08,0.1667485530678627,8.68476864093097e-13
30,1e-06,0.0,15.25,6.481252579620312e-08,4.019238239499458e-07,6.481252579620312e-08,0.16125574532818598,5.44699679207208e-13
30,1e-06,0.0,15.5,6.267759503447723e-08,4.019238100591947e-07,6.267759503447723e-08,0.15594397113534075,3.4162998785034555e-13
30,1e-06,0.0,15.75,6.06130143838458e-08,4.0192380163402826e-07,6.06130143838458e-08,0.1508072279805837,2.1426678416351327e-13
30,1e-06,0.0,16.0,5.861645624403678e-08,4.0192379652390655e-07,5.861645624403678e-08,0.14583972571663908,1.343859041317092e-13
30,1e-06,0.05,1.0,0.07000651763983368,0.07616933982008282,0.07000651763983368,0.9190905133902151,0.0
30,1e-06,0.05,1.25,0.042823416129487125,0.04505852113304615,0.042823416129487125,0.9503955090545618,0.0
30,1e-06,0.05,1.5,0.026195389723113978,0.02665474600308331,0.026195389723113978,0.9827664356690475,0.0
30,1e-06,0.05,1.75,0.016023948130453797,0.015767890739627463,0.015767890739627463,1.0162391657232135,0.018499971741050912
30,1e-06,0.05,2.0,0.009802027363312624,0.009327709829695927,0.009327709829695927,1.050850374022855,0.022670432634840455
30,1e-06,0.05,2.25,0.005996045680990262,0.005517983068111947,0.005517983068111947,1.0866372018502568,0.016746724269927703
30,1e-06,0.05,2.5,0.003667904580480873,0.0032643156476337047,0.0032643156476337047,1.1236366137385425,0.011150755089771003
30,1e-06,0.05,2.75,0.0022437651923814493,0.0019311435546406658,0.0019311435546406658,1.1618842043045081,0.007174277898919883
30,1e-06,0.05,3.0,0.0013726078175249116,0.0011424954855764338,0.0011424954855764338,1.2014120273152564,0.004553252070514411
30,1e-06,0.05,3.25,0.0008397121931435268,0.0006759635971204963,0.0006759635971204963,1.242244695898677,0.0028724020842040175
30,1e-06,0.05,3.5,0.0005137330031718435,0.00039998133467137914,0.00039998133467137914,1.2843924419471264,0.0018068873063832828
30,1e-06,0.05,3.75,0.00031432574245996754,0.00023671979531998853,0.00023671979531998853,1.3278388570549173,0.0011350223621678682
30,1e-06,0.05,4.0,0.00019234331999159538,0.0001401388723278704,0.0001401388723278704,1.3725193930602415,0.0007124662176538401
30,1e-06,0.05,4.25,0.00011772223668735901,8.3003291900538e-05,8.3003291900538e-05,1.4182839498513429,0.0004470535432223508
30,1e-06,0.05,4.5,7.207250873130139e-05,4.9201880088943554e-05,4.9201880088943554e-05,1.464832412928408,0.0002804572463825829
30,1e-06,0.05,4.75,4.414489206770003e-05,2.9203983921751852e-05,2.9203983921751852e-05,1.5116051353123716,0.0001759243054036255
30,1e-06,0.05,5.0,2.705816427950532e-05,1.7371692951715757e-05,1.7371692951715757e-05,1.5576008829256252,0.0001103465122688257
30,1e-06,0.05,5.25,1.6603041064843037e-05,1.0369869492232227e-05,1.0369869492232227e-05,1.6010848619917446,6.921124677637119e-05
30,1e-06,0.05,5.5,1.0204674684363785e-05,6.225593473647617e-06,6.225593473647617e-06,1.639148898423783,4.340966927601282e-05
30,1e-06,0.05,5.75,6.288009806944175e-06,3.771772001596925e-06,3.771772001596925e-06,1.6671235176150372,2.7226487099035396e-05
30,1e-06,0.05,6.0,3.88956894360654e-06,2.3180036056546573e-06,2.3180036056546573e-06,1.6779822663425221,1.7076312093282848e-05
30,1e-06,0.05,6.25,2.4199799119273878e-06,1.455876219139259e-06,1.455876219139259e-06,1.6622154274613572,1.0710137210090263e-05
30,1e-06,0.05,6.5,1.5187128442716278e-06,9.437901537550185e-07,9.437901537550185e-07,1.6091636877426494,6.717305656318136e-06
30,1e-06,0.05,6.75,9.652221683935898e-07,6.388245115525209e-07,6.388245115525209e-07,1.5109347730691047,4.213031248856405e-06
30,1e-06,0.05,7.0,6.245917514698413e-07,4.564323946138076e-07,4.564323946138076e-07,1.3684211700142694,2.642371991558504e-06
30,1e-06,0.05,7.25,4.142857776757597e-07,3.465983893356288e-07,3.465983893356288e-07,1.1952905449730344,1.6572692175831858e-06
30,1e-06,0.05,7.5,2.8381009430242705e-07,2.7973439758053525e-07,2.7973439758053525e-07,1.0145698804192231,1.0394223976036308e-06
30,1e-06,0.05,7.75,2.0227094782888232e-07,2.383362391768824e-07,2.0227094782888232e-07,0.8486789441985193,6.51915068805976e-07
30,1e-06,0.05,8.0,1.507645883530917e-07,2.1204806963187637e-07,1.507645883530917e-07,0.7109925056843236,4.088744138735276e-07
30,1e-06,0.05,8.25,1.1772193798868212e-07,1.947427092329069e-07,1.1772193798868212e-07,0.6044998472722793,2.564418075506558e-07
30,1e-06,0.05,8.5,9.60608856228627e-08,1.8279449536249925e-07,9.60608856228627e-08,0.525513010839657,1.6083764756169205e-07
30,1e-06,0.05,8.75,8.144431550112157e-08,1.7405757833476604e-07,8.144431550112157e-08,0.46791594069221853,1.0087570629142911e-07
30,1e-06,0.05,9.0,7.121451892478225e-08,1.672615261481826e-07,7.121451892478225e-08,0.42576748260500097,6.326819732762554e-08
30,1e-06,0.05,9.25,6.374135334323367e-08,1.6165379058291635e-07,6.374135334323367e-08,0.3943078174250365,3.968115731602312e-08
30,1e-06,0.05,9.5,5.8023493398795266e-08,1.5678820546687984e-07,5.8023493398795266e-08,0.37007562670938426,2.4887610319800723e-08
30,1e-06,0.05,9.75,5.344450025450096e-08,1.5239987107026135e-07,5.344450025450096e-08,0.3506859938868406,1.5609251042786213e-08
30,1e-06,0.05,10.0,4.962359473380213e-08,1.4833114069307689e-07,4.962359473380213e-08,0.3345460333004655,9.789960333749023e-09
30,1e-06,0.05,10.25,4.632436194831865e-08,1.4448783704406748e-07,4.632436194831865e-08,0.32061080639050704,6.1401615623478165e-09
30,1e-06,0.05,10.5,4.339889358317865e-08,1.408133512293979e-07,4.339889358317865e-08,0.3082015533632025,3.851045633577856e-09
30,1e-06,0.05,10.75,4.07536082271778e-08,1.372733203093162e-07,4.07536082271778e-08,0.2968793071759918,2.415335869856988e-09
30,1e-06,0.05,11.0,3.832833289546581e-08,1.3384656267729431e-07,3.832833289546581e-08,0.28636023315649795,1.5148736001716682e-09
30,1e-06,0.05,11.25,3.6083497083997904e-08,1.305197153011395e-07,3.6083497083997904e-08,0.2764601271213689,9.50113006201667e-10
30,1e-06,0.05,11.5,3.399228986372884e-08,1.2728406083359098e-07,3.399228986372884e-08,0.26705849610007165,5.959010206555609e-10
30,1e-06,0.05,11.75,3.2035853424511306e-08,1.2413365016481384e-07,3.2035853424511306e-08,0.25807549670840174,3.7374293803941146e-10
30,1e-06,0.05,12.0,3.020033453484756e-08,1.2106419131303093e-07,3.020033453484756e-08,0.24945720288800954,2.3440769337508133e-10
30,1e-06,0.05,12.25,2.847507297453462e-08,1.1807239165882026e-07,2.847507297453462e-08,0.2411662250123268,1.4701807344121278e-10
30,1e-06,0.05,12.5,2.6851485909174023e-08,1.1515556836921339e-07,2.6851485909174023e-08,0.23317574902745836,9.220821043461217e-11
30,1e-06,0.05,12.75,2.53223784003811e-08,1.1231141748254094e-07,2.53223784003811e-08,0.22546575377625805,5.783203297735661e-11
30,1e-06,0.05,13.0,2.3881514985960868e-08,1.0953787686123753e-07,2.3881514985960868e-08,0.21802061232402695,3.6271651109179463e-11
30,1e-06,0.05,13.25,2.25233513358594e-08,1.0683304468380488e-07,2.25233513358594e-08,0.21082757121190404,2.2749203278039102e-11
30,1e-06,0.05,13.5,2.1242864183827345e-08,1.0419513080205307e-07,2.1242864183827345e-08,0.2038757859442005,1.4268064285998904e-11
30,1e-06,0.05,13.75,2.0035441711169652e-08,1.0162242755049614e-07,2.0035441711169652e-08,0.19715570857834555,8.9487818971584e-12
30,1e-06,0.05,14.0,1.889681122659384e-08,9.911329207303947e-08,1.889681122659384e-08,0.1906586980550321,5.612583167393442e-12
30,1e-06,0.05,14.25,1.782298995951372e-08,9.666613547279254e-08,1.782298995951372e-08,0.18437677137232972,3.520153935241738e-12
30,1e-06,0.05,14.5,1.6810250274221355e-08,9.427941600790191e-08,1.6810250274221355e-08,0.17830244379974122,2.2078040285951477e-12
30,1e-06,0.05,14.75,1.585509397159766e-08,9.195163469035228e-08,1.585509397159766e-08,0.17242862538539735,1.3847117820277643e-12
30,1e-06,0.05,15.0,1.4954232400814863e-08,8.968133231554246e-08,1.4954232400814863e-08,0.1667485530678627,8.68476864093097e-13
30,1e-06,0.05,15.25,1.4104570361874891e-08,8.746708734730299e-08,1.4104570361874891e-08,0.161255745328186,5.44699679207208e-13
30,1e-06,0.05,15.5,1.330319255040092e-08,8.53075143177888e-08,1.330319255040092e-08,0.1559439711353407,3.4162998785034555e-13
30,1e-06,0.05,15.75,1.2547351768227425e-08,8.320126254056523e-08,1.2547351768227425e-08,0.15080722798058377,2.1426678416351327e-13
30,1e-06,0.05,16.0,1.1834458412857102e-08,8.11470150173691e-08,1.1834458412857102e-08,0.14583972571663908,1.343859041317092e-13
30,0.0001,0.0,1.0,0.07741246067929176,0.08422439573759975,0.07741246067929176,0.9191215918066008,0.0
30,0.0001,0.0,1.25,0.04856715501418394,0.051100492779420754,0.04856715501418394,0.9504243965675211,0.0
30,0.0001,0.0,1.5,0.03047518899008948,0.031009830065939187,0.03047518899008948,0.9827589807905155,0.0
30,0.0001,0.0,1.75,0.019127622154814606,0.01882422715626721,0.01882422715626721,1.0161172618683783,0.018499971741050912
30,0.0001,0.0,2.0,0.012010088116048647,0.011433285384467681,0.011433285384467681,1.0504494300793508,0.022670432634840455
30,0.0001,0.0,2.25,0.007545601843982337,0.006950452595720453,0.006950452595720453,1.085627409160136,0.016746724269927703
30,0.0001,0.0,2.5,0.004745094191490142,0.004231477066980173,0.004231477066980173,1.1213801035382938,0.011150755089771003
30,0.0001,0.0,2.75,0.002988230770136309,0.0025823350457908245,0.0025823350457908245,1.1571816658752665,0.007174277898919883
30,0.0001,0.0,3.0,0.0018859438225459551,0.0015820798477190234,0.0015820798477190234,1.1920661433523916,0.004553252070514411
30,0.0001,0.0,3.25,0.0011942136383884644,0.0009753944025515428,0.0009753944025515428,1.2243392367892523,0.0028724020842040175
30,0.0001,0.0,3.5,0.0007599931524468296,0.0006074210792560582,0.0006074210792560582,1.2511800765584802,0.0018068873063832828
30,0.0001,0.0,3.75,0.0004872924130407524,0.00038423397672099775,0.00038423397672099775,1.26821791555042,0.0011350223621678682
30,0.0001,0.0,4.0,0.0003159071120045309,0.0002488641561810564,0.0002488641561810564,1.2693957894631427,0.0007124662176538401
30,0.0001,0.0,4.25,0.00020807733891269555,0.00016675820962378492,0.00016675820962378492,1.2477786813742406,0.0004470535432223508
30,0.0001,0.0,4.5,0.00014012008969730675,0.00011695843569207287,0.00011695843569207287,1.1980332061401169,0.0002804572463825829
30,0.0001,0.0,4.75,9.718126243435359e-05,8.675334595573154e-05,8.675334595573154e-05,1.1202018938144842,0.0001759243054036255
