angle_deg,target_loss,static_work,constructive_work,work_ratio,limiting_work_ratio
15,0.001,3.1611610241435426,3.1333803374175493,1.008866043612468,1.0173323801209992
15,0.00031622776601683794,3.7467846174152344,3.7090266106660605,1.0101800312353093,1.0173323801209992
15,0.0001,4.332408210686926,4.284672883914572,1.0111409500948276,1.0173323801209992
15,3.1622776601683795e-05,4.918031803958616,4.860319157163083,1.011874250420464,1.0173323801209992
15,9.999999999999999e-06,5.503655397230308,5.435965430411595,1.0124522437983179,1.0173323801209992
15,3.162277660168379e-06,6.089278990502,6.011611703660106,1.012919544819338,1.0173323801209992
15,1e-06,6.67490258377369,6.587257976908618,1.013305172982796,1.0173323801209992
15,3.162277660168379e-07,7.2605261770453815,7.162904250157129,1.0136288191882659,1.0173323801209992
15,1e-07,7.846149770317074,7.738550523405641,1.0139043153606084,1.0173323801209992
15,3.162277660168379e-08,8.431773363588764,8.314196796654151,1.0141416627258484,1.0173323801209992
15,1e-08,9.017396956860456,8.889843069902664,1.0143482720622636,1.0173323801209992
15,3.1622776601683795e-09,9.603020550132147,9.465489343151175,1.0145297513942566,1.0173323801209992
15,1e-09,10.188644143403838,10.041135616399686,1.0146904227409532,1.0173323801209992
15,3.1622776601683795e-10,10.77426773667553,10.616781889648198,1.0148336707548722,1.0173323801209992
15,1e-10,11.359891329947219,11.192428162896709,1.0149621837739962,1.0173323801209992
15,3.1622776601683794e-11,11.945514923218912,11.76807443614522,1.0150781241261264,1.0173323801209992
15,1e-11,12.531138516490604,12.343720709393732,1.0151832507806373,1.0173323801209992
15,3.1622776601683794e-12,13.116762109762293,12.919366982642243,1.0152790092103785,1.0173323801209992
15,1e-12,13.702385703033986,13.495013255890754,1.0153665982545599,1.0173323801209992
45,0.001,3.6404331392220497,3.374704047580881,1.0787414504781994,1.17157287525381
45,0.00031622776601683794,4.3148446987009486,3.950350320829392,1.0922688744716265,1.17157287525381
45,0.0001,4.989256258179848,4.5259965940779034,1.1023552834105317,1.17157287525381
45,3.1622776601683795e-05,5.663667817658746,5.101642867326415,1.1101654829529195,1.17157287525381
45,9.999999999999999e-06,6.338079377137645,5.677289140574927,1.1163918588961987,1.17157287525381
45,3.162277660168379e-06,7.012490936616545,6.252935413823438,1.1214718324315247,1.17157287525381
45,1e-06,7.686902496095443,6.828581687071949,1.125695327134841,1.17157287525381
45,3.162277660168379e-07,8.361314055574342,7.404227960320461,1.1292621054325909,1.17157287525381
45,1e-07,9.035725615053241,7.979874233568973,1.1323142884937476,1.17157287525381
45,3.162277660168379e-08,9.71013717453214,8.555520506817484,1.1349557477881793,1.17157287525381
45,1e-08,10.38454873401104,9.131166780065994,1.1372641617587436,1.17157287525381
45,3.1622776601683795e-09,11.058960293489937,9.706813053314507,1.13929878248904,1.17157287525381
45,1e-09,11.733371852968837,10.282459326563018,1.1411055935478032,1.17157287525381
45,3.1622776601683795e-10,12.407783412447735,10.858105599811529,1.142720827163728,1.17157287525381
45,1e-10,13.082194971926633,11.433751873060041,1.1441734189413904,1.17157287525381
45,3.1622776601683794e-11,13.756606531405533,12.009398146308552,1.1454867566060367,1.17157287525381
45,1e-11,14.43101809088443,12.585044419557065,1.1466799488175614,1.17157287525381
45,3.1622776601683794e-12,15.10542965036333,13.160690692805575,1.1477687609983012,1.17157287525381
45,1e-12,15.77984120984223,13.736336966054086,1.1487663158553953,1.17157287525381
75,0.001,4.936855795596945,4.227443595785231,1.1678111567281464,1.5887907064808635
75,0.00031622776601683794,5.851437244754524,4.803089869033743,1.2182652010073012,1.5887907064808635
75,0.0001,6.766018693912103,5.378736142282254,1.2579198002899636,1.5887907064808635
75,3.1622776601683795e-05,7.680600143069681,5.954382415530766,1.2899070981797265,1.5887907064808635
75,9.999999999999999e-06,8.59518159222726,6.530028688779277,1.3162547979301515,1.5887907064808635
75,3.162277660168379e-06,9.50976304138484,7.105674962027789,1.338333528089073,1.5887907064808635
75,1e-06,10.424344490542417,7.6813212352763,1.3571030518381189,1.5887907064808635
75,3.162277660168379e-07,11.338925939699996,8.256967508524811,1.373255487319437,1.5887907064808635
75,1e-07,12.253507388857575,8.832613781773324,1.3873025235342553,1.5887907064808635
75,3.162277660168379e-08,13.168088838015155,9.408260055021834,1.3996306183082643,1.5887907064808635
75,1e-08,14.082670287172732,9.983906328270345,1.4105371008235885,1.5887907064808635
75,3.1622776601683795e-09,14.997251736330309,10.559552601518856,1.4202544655322942,1.5887907064808635
75,1e-09,15.91183318548789,11.135198874767369,1.428967130667463,1.5887907064808635
75,3.1622776601683795e-10,16.826414634645467,11.71084514801588,1.4368232541693455,1.5887907064808635
75,1e-10,17.740996083803047,12.286491421264392,1.4439432280153204,1.5887907064808635
75,3.1622776601683794e-11,18.655577532960628,12.862137694512903,1.4504258915622754,1.5887907064808635
75,1e-11,19.570158982118205,13.437783967761414,1.4563531478902303,1.5887907064808635
75,3.1622776601683794e-12,20.48474043127578,14.013430241009926,1.4617934423598684,1.5887907064808635
75,1e-12,21.399321880433362,14.589076514258437,1.4668044176421327,1.5887907064808635
