angle_deg,label_noise,samples_per_source,budget,step_size,batch_size,steps,seed,method,target_risk,hindsight_static_grid,gain_vs_hindsight_static
45,0.0,1024,8.0,0.025,32,320,7,static_0.5,1.2122834858727065e-05,1.2122834858727065e-05,1.0
45,0.0,1024,8.0,0.025,32,320,7,static_0.6,0.00024339459914936138,1.2122834858727065e-05,0.04980732892634061
45,0.0,1024,8.0,0.025,32,320,7,static_0.7,0.0014822041766541364,1.2122834858727065e-05,0.008178923693288079
45,0.0,1024,8.0,0.025,32,320,7,static_0.8,0.005368056092516513,1.2122834858727065e-05,0.002258328648172518
45,0.0,1024,8.0,0.025,32,320,7,static_0.9,0.01717456215814851,1.2122834858727065e-05,0.0007058599076411016
45,0.0,1024,8.0,0.025,32,320,7,static_1.0,0.047801786181755304,1.2122834858727065e-05,0.0002536063153086534
45,0.0,1024,8.0,0.025,32,320,7,prepare_AB,5.781832520284074e-05,1.2122834858727065e-05,0.20967115211651693
45,0.0,1024,8.0,0.025,32,320,7,prepare_BA,7.504932914671141e-05,1.2122834858727065e-05,0.1615315552658511
45,0.0,1024,8.0,0.025,32,320,7,matched_static,0.018643764434905383,1.2122834858727065e-05,0.0006502353589080084
45,0.0,1024,8.0,0.025,32,320,7,greedy_oracle,3.3928909339565386e-07,1.2122834858727065e-05,35.730104782915355
45,0.0,1024,8.0,0.025,32,320,8,static_0.0,0.05015011621470851,1.0085683278631114e-05,0.00020110986852854166
45,0.0,1024,8.0,0.025,32,320,8,static_0.1,0.01697610411539252,1.0085683278631114e-05,0.0005941105927529188
45,0.0,1024,8.0,0.025,32,320,8,static_0.2,0.005415640953277297,1.0085683278631114e-05,0.0018623249520498073
45,0.0,1024,8.0,0.025,32,320,8,static_0.3,0.0015784354550788708,1.0085683278631114e-05,0.006389671016435167
45,0.0,1024,8.0,0.025,32,320,8,static_0.4,0.0002616313491441456,1.0085683278631114e-05,0.03854921557230673
45,0.0,1024,8.0,0.025,32,320,8,static_0.5,1.0085683278631114e-05,1.0085683278631114e-05,1.0
45,0.0,1024,8.0,0.025,32,320,8,static_0.6,0.000521826557329146,1.0085683278631114e-05,0.01932765425020232
45,0.0,1024,8.0,0.025,32,320,8,static_0.7,0.002233673281569658,1.0085683278631114e-05,0.004515290289698793
45,0.0,1024,8.0,0.025,32,320,8,static_0.8,0.007207200657679208,1.0085683278631114e-05,0.0013993898266013876
45,0.0,1024,8.0,0.025,32,320,8,static_0.9,0.020309088162517665,1.0085683278631114e-05,0.0004966093601998928
45,0.0,1024,8.0,0.025,32,320,8,static_1.0,0.05256394321086421,1.0085683278631114e-05,0.00019187455625563777
45,0.0,1024,8.0,0.025,32,320,8,prepare_AB,5.485374474230232e-06,1.0085683278631114e-05,1.8386499091379622
45,0.0,1024,8.0,0.025,32,320,8,prepare_BA,8.649650866111778e-05,1.0085683278631114e-05,0.11660220088357008
45,0.0,1024,8.0,0.025,32,320,8,matched_static,0.01516649332396756,1.0085683278631114e-05,0.0006649977066678123
45,0.0,1024,8.0,0.025,32,320,8,greedy_oracle,4.3646994961868405e-07,1.0085683278631114e-05,23.107394420720905
45,0.0,1024,8.0,0.025,32,320,9,static_0.0,0.05477946365656629,7.218839193186719e-05,0.0013178002688095712
45,0.0,1024,8.0,0.025,32,320,9,static_0.1,0.01595922679399475,7.218839193186719e-05,0.004523301339324957
45,0.0,1024,8.0,0.025,32,320,9,static_0.2,0.004967730441566874,7.218839193186719e-05,0.014531463166326355
45,0.0,1024,8.0,0.025,32,320,9,static_0.3,0.0012630106540354137,7.218839193186719e-05,0.05715580601099434
45,0.0,1024,8.0,0.025,32,320,9,static_0.4,0.0001432327195807628,7.218839193186719e-05,0.503993725338457
45,0.0,1024,8.0,0.025,32,320,9,static_0.5,7.218839193186719e-05,7.218839193186719e-05,1.0
45,0.0,1024,8.0,0.025,32,320,9,static_0.6,0.0006925073615079482,7.218839193186719e-05,0.1042420571164407
45,0.0,1024,8.0,0.025,32,320,9,static_0.7,0.002978778849716991,7.218839193186719e-05,0.024234223342469916
45,0.0,1024,8.0,0.025,32,320,9,static_0.8,0.008523773391292646,7.218839193186719e-05,0.008469065121511833
45,0.0,1024,8.0,0.025,32,320,9,static_0.9,0.020553628813361122,7.218839193186719e-05,0.003512196925777909
45,0.0,1024,8.0,0.025,32,320,9,static_1.0,0.055605125250818274,7.218839193186719e-05,0.0012982327007851652
45,0.0,1024,8.0,0.025,32,320,9,prepare_AB,0.00012066532680529574,7.218839193186719e-05,0.5982529848723619
45,0.0,1024,8.0,0.025,32,320,9,prepare_BA,0.0004605030307045021,7.218839193186719e-05,0.1567598628426604
45,0.0,1024,8.0,0.025,32,320,9,matched_static,0.014604176909966335,7.218839193186719e-05,0.004942996265856218
45,0.0,1024,8.0,0.025,32,320,9,greedy_oracle,5.203453560783114e-07,7.218839193186719e-05,138.73169249732464
45,0.0,1024,8.0,0.025,32,320,10,static_0.0,0.05245732055267727,1.389160675709771e-05,0.0002648173145471252
45,0.0,1024,8.0,0.025,32,320,10,static_0.1,0.01962027003146842,1.389160675709771e-05,0.0007080232195997984
45,0.0,1024,8.0,0.025,32,320,10,static_0.2,0.007483619712691406,1.389160675709771e-05,0.0018562683955651907
45,0.0,1024,8.0,0.025,32,320,10,static_0.3,0.0026305997560937652,1.389160675709771e-05,0.005280775505630571
45,0.0,1024,8.0,0.025,32,320,10,static_0.4,0.0006380361613329531,1.389160675709771e-05,0.021772444257823983
45,0.0,1024,8.0,0.025,32,320,10,static_0.5,1.389160675709771e-05,1.389160675709771e-05,1.0
45,0.0,1024,8.0,0.025,32,320,10,static_0.6,0.0003223055509632977,1.389160675709771e-05,0.043100736911228704
45,0.0,1024,8.0,0.025,32,320,10,static_0.7,0.002186660091318281,1.389160675709771e-05,0.0063528880470502475
45,0.0,1024,8.0,0.025,32,320,10,static_0.8,0.007666177141491365,1.389160675709771e-05,0.00181206440977116
45,0.0,1024,8.0,0.025,32,320,10,static_0.9,0.021502596536511424,1.389160675709771e-05,0.0006460432224317539
45,0.0,1024,8.0,0.025,32,320,10,static_1.0,0.05289908509353107,1.389160675709771e-05,0.0002626058037211023
45,0.0,1024,8.0,0.025,32,320,10,prepare_AB,9.826877391196843e-06,1.389160675709771e-05,1.413633874127925
45,0.0,1024,8.0,0.025,32,320,10,prepare_BA,3.734433326762759e-05,1.389160675709771e-05,0.37198700690527053
45,0.0,1024,8.0,0.025,32,320,10,matched_static,0.017234618765969417,1.389160675709771e-05,0.0008060292453075525
45,0.0,1024,8.0,0.025,32,320,10,greedy_oracle,7.826489099365309e-07,1.389160675709771e-05,17.749474356546735
45,0.0,1024,8.0,0.025,32,320,11,static_0.0,0.051242327158901715,5.5652581496939305e-06,0.00010860666285580952
45,0.0,1024,8.0,0.025,32,320,11,static_0.1,0.018724921792087942,5.5652581496939305e-06,0.00029721128939750674
45,0.0,1024,8.0,0.025,32,320,11,static_0.2,0.005484277601283722,5.5652581496939305e-06,0.0010147659462736265
45,0.0,1024,8.0,0.025,32,320,11,static_0.3,0.001693836430729833,5.5652581496939305e-06,0.003285593607935328
45,0.0,1024,8.0,0.025,32,320,11,static_0.4,0.00029811375495722697,5.5652581496939305e-06,0.01866823672893734
45,0.0,1024,8.0,0.025,32,320,11,static_0.5,5.5652581496939305e-06,5.5652581496939305e-06,1.0
45,0.0,1024,8.0,0.025,32,320,11,static_0.6,0.0006164402741753261,5.5652581496939305e-06,0.00902805735257829
45,0.0,1024,8.0,0.025,32,320,11,static_0.7,0.002818491922136642,5.5652581496939305e-06,0.001974551747331254
45,0.0,1024,8.0,0.025,32,320,11,static_0.8,0.00825476885838484,5.5652581496939305e-06,0.0006741870360235442
45,0.0,1024,8.0,0.025,32,320,11,static_0.9,0.020699185536026617,5.5652581496939305e-06,0.00026886362944124944
45,0.0,1024,8.0,0.025,32,320,11,static_1.0,0.05512377570227172,5.5652581496939305e-06,0.00010095930619398009
45,0.0,1024,8.0,0.025,32,320,11,prepare_AB,2.7245105132143233e-05,5.5652581496939305e-06,0.20426634886162173
45,0.0,1024,8.0,0.025,32,320,11,prepare_BA,5.14875183199026e-05,5.5652581496939305e-06,0.1080894618986262
45,0.0,1024,8.0,0.025,32,320,11,matched_static,0.016504651190178854,5.5652581496939305e-06,0.00033719332117758145
45,0.0,1024,8.0,0.025,32,320,11,greedy_oracle,5.345613896700687e-07,5.5652581496939305e-06,10.410886863955529
45,0.0,1024,8.0,0.025,32,320,12,static_0.0,0.054602596289830996,6.816204785204365e-06,0.00012483297953496384
45,0.0,1024,8.0,0.025,32,320,12,static_0.1,0.019854429861703785,6.816204785204365e-06,0.0003433090163093427
45,0.0,1024,8.0,0.025,32,320,12,static_0.2,0.0072563193361937905,6.816204785204365e-06,0.00093934741146325
45,0.0,1024,8.0,0.025,32,320,12,static_0.3,0.002517188346393002,6.816204785204365e-06,0.002707864429362875
45,0.0,1024,8.0,0.025,32,320,12,static_0.4,0.0005481351384326972,6.816204785204365e-06,0.012435263327022217
45,0.0,1024,8.0,0.025,32,320,12,static_0.5,6.816204785204365e-06,6.816204785204365e-06,1.0
45,0.0,1024,8.0,0.025,32,320,12,static_0.6,0.0003218669867478429,6.816204785204365e-06,0.02117708577097507
45,0.0,1024,8.0,0.025,32,320,12,static_0.7,0.001649616725749396,6.816204785204365e-06,0.004131993013169691
45,0.0,1024,8.0,0.025,32,320,12,static_0.8,0.006156078850966281,6.816204785204365e-06,0.0011072315592797304
45,0.0,1024,8.0,0.025,32,320,12,static_0.9,0.01703939401090393,6.816204785204365e-06,0.00040002624394051264
45,0.0,1024,8.0,0.025,32,320,12,static_1.0,0.05395004295864392,6.816204785204365e-06,0.00012634289819619628
45,0.0,1024,8.0,0.025,32,320,12,prepare_AB,5.495799887805817e-05,6.816204785204365e-06,0.12402570916616318
45,0.0,1024,8.0,0.025,32,320,12,prepare_BA,0.00021130660732113135,6.816204785204365e-06,0.032257414340316856
45,0.0,1024,8.0,0.025,32,320,12,matched_static,0.018513185125915703,6.816204785204365e-06,0.00036818109573499017
45,0.0,1024,8.0,0.025,32,320,12,greedy_oracle,6.272454792079289e-07,6.816204785204365e-06,10.86688547171629
45,0.0,1024,8.0,0.025,32,320,13,static_0.0,0.054431282288910365,1.825067721286439e-05,0.0003352975797261847
45,0.0,1024,8.0,0.025,32,320,13,static_0.1,0.017781105020756457,1.825067721286439e-05,0.0010264084932606712
45,0.0,1024,8.0,0.025,32,320,13,static_0.2,0.005418805668478034,1.825067721286439e-05,0.0033680257845434803
45,0.0,1024,8.0,0.025,32,320,13,static_0.3,0.0015767182628281958,1.825067721286439e-05,0.011575103582632277
45,0.0,1024,8.0,0.025,32,320,13,static_0.4,0.00023974799020480732,1.825067721286439e-05,0.07612442213706797
45,0.0,1024,8.0,0.025,32,320,13,static_0.5,1.825067721286439e-05,1.825067721286439e-05,1.0
45,0.0,1024,8.0,0.025,32,320,13,static_0.6,0.0005335349387058355,1.825067721286439e-05,0.03420708914983898
45,0.0,1024,8.0,0.025,32,320,13,static_0.7,0.0021631427199888765,1.825067721286439e-05,0.008437111913243634
45,0.0,1024,8.0,0.025,32,320,13,static_0.8,0.0069377430354813936,1.825067721286439e-05,0.0026306360900837282
45,0.0,1024,8.0,0.025,32,320,13,static_0.9,0.018593187803112886,1.825067721286439e-05,0.0009815787053906295
45,0.0,1024,8.0,0.025,32,320,13,static_1.0,0.051616628968651386,1.825067721286439e-05,0.00035358134728148704
45,0.0,1024,8.0,0.025,32,320,13,prepare_AB,5.047347317646082e-05,1.825067721286439e-05,0.36158948580887257
45,0.0,1024,8.0,0.025,32,320,13,prepare_BA,2.9485122464196644e-05,1.825067721286439e-05,0.6189791897600534
45,0.0,1024,8.0,0.025,32,320,13,matched_static,0.016231317055007494,1.825067721286439e-05,0.0011244113555919917
45,0.0,1024,8.0,0.025,32,320,13,greedy_oracle,2.4656779293846417e-07,1.825067721286439e-05,74.01890163902794
45,0.0,1024,8.0,0.025,32,320,14,static_0.0,0.05325670459951028,2.7007942295397275e-06,5.071275532066178e-05
45,0.0,1024,8.0,0.025,32,320,14,static_0.1,0.019117942932328724,2.7007942295397275e-06,0.00014127012718364405
45,0.0,1024,8.0,0.025,32,320,14,static_0.2,0.006704381883475434,2.7007942295397275e-06,0.0004028401538695888
45,0.0,1024,8.0,0.025,32,320,14,static_0.3,0.002261034461333443,2.7007942295397275e-06,0.0011944949427913347
45,0.0,1024,8.0,0.025,32,320,14,static_0.4,0.0004801348558189269,2.7007942295397275e-06,0.005625074282376776
45,0.0,1024,8.0,0.025,32,320,14,static_0.5,2.7007942295397275e-06,2.7007942295397275e-06,1.0
45,0.0,1024,8.0,0.025,32,320,14,static_0.6,0.0003652680166450248,2.7007942295397275e-06,0.00739400688389429
45,0.0,1024,8.0,0.025,32,320,14,static_0.7,0.001851133845585307,2.7007942295397275e-06,0.001458994570263377
45,0.0,1024,8.0,0.025,32,320,14,static_0.8,0.006319934176738304,2.7007942295397275e-06,0.0004273453099370092
45,0.0,1024,8.0,0.025,32,320,14,static_0.9,0.018653867139349394,2.7007942295397275e-06,0.00014478468241271741
45,0.0,1024,8.0,0.025,32,320,14,static_1.0,0.05511342008891039,2.7007942295397275e-06,4.900429378512051e-05
45,0.0,1024,8.0,0.025,32,320,14,prepare_AB,4.7111315147352994e-05,2.7007942295397275e-06,0.05732793111574757
45,0.0,1024,8.0,0.025,32,320,14,prepare_BA,3.3475140055991646e-05,2.7007942295397275e-06,0.08068059536188013
45,0.0,1024,8.0,0.025,32,320,14,matched_static,0.017421839253942435,2.7007942295397275e-06,0.0001550234846144937
45,0.0,1024,8.0,0.025,32,320,14,greedy_oracle,4.2821971164758354e-07,2.7007942295397275e-06,6.307029209721266
45,0.0,1024,8.0,0.025,32,320,15,static_0.0,0.05369678076402502,7.37017846905618e-06,0.00013725549956979813
45,0.0,1024,8.0,0.025,32,320,15,static_0.1,0.018846831828601723,7.37017846905618e-06,0.0003910566261790105
45,0.0,1024,8.0,0.025,32,320,15,static_0.2,0.005523019403292851,7.37017846905618e-06,0.0013344473250740427
45,0.0,1024,8.0,0.025,32,320,15,static_0.3,0.0014484326690697537,7.37017846905618e-06,0.005088381825707942
45,0.0,1024,8.0,0.025,32,320,15,static_0.4,0.00028617205934282445,7.37017846905618e-06,0.025754360806506813
45,0.0,1024,8.0,0.025,32,320,15,static_0.5,7.37017846905618e-06,7.37017846905618e-06,1.0
45,0.0,1024,8.0,0.025,32,320,15,static_0.6,0.00042966599140601785,7.37017846905618e-06,0.01715327397669611
45,0.0,1024,8.0,0.025,32,320,15,static_0.7,0.002202485054291551,7.37017846905618e-06,0.003346301240362725
45,0.0,1024,8.0,0.025,32,320,15,static_0.8,0.007172316596511012,7.37017846905618e-06,0.001027586884918245
45,0.0,1024,8.0,0.025,32,320,15,static_0.9,0.022107541945068657,7.37017846905618e-06,0.0003333784681883272
45,0.0,1024,8.0,0.025,32,320,15,static_1.0,0.05423480807436517,7.37017846905618e-06,0.00013589387942426954
45,0.0,1024,8.0,0.025,32,320,15,prepare_AB,0.0001622013144811778,7.37017846905618e-06,0.045438463261723024
45,0.0,1024,8.0,0.025,32,320,15,prepare_BA,2.2679592027362383e-05,7.37017846905618e-06,0.3249696229175656
45,0.0,1024,8.0,0.025,32,320,15,matched_static,0.01718914810521638,7.37017846905618e-06,0.00042876926907270977
45,0.0,1024,8.0,0.025,32,320,15,greedy_oracle,2.5185037736864236e-07,7.37017846905618e-06,29.26411524993742
45,0.0,1024,8.0,0.025,32,320,16,static_0.0,0.0543505147346597,5.640743504956987e-06,0.00010378454615370636
45,0.0,1024,8.0,0.025,32,320,16,static_0.1,0.016788622398620622,5.640743504956987e-06,0.00033598608456524926
45,0.0,1024,8.0,0.025,32,320,16,static_0.2,0.004987956139079367,5.640743504956987e-06,0.0011308727157328423
45,0.0,1024,8.0,0.025,32,320,16,static_0.3,0.001378696116570096,5.640743504956987e-06,0.00409136098750315
45,0.0,1024,8.0,0.025,32,320,16,static_0.4,0.00024334454791142532,5.640743504956987e-06,0.023180069384624774
45,0.0,1024,8.0,0.025,32,320,16,static_0.5,5.640743504956987e-06,5.640743504956987e-06,1.0
45,0.0,1024,8.0,0.025,32,320,16,static_0.6,0.00047223531560852265,5.640743504956987e-06,0.011944772698095062
45,0.0,1024,8.0,0.025,32,320,16,static_0.7,0.0019111858312022055,5.640743504956987e-06,0.002951436439547458
45,0.0,1024,8.0,0.025,32,320,16,static_0.8,0.0063067314566164915,5.640743504956987e-06,0.0008944004582657778
45,0.0,1024,8.0,0.025,32,320,16,static_0.9,0.018517425674684482,5.640743504956987e-06,0.00030461812586986926
45,0.0,1024,8.0,0.025,32,320,16,static_1.0,0.050665249333686956,5.640743504956987e-06,0.00011133357832320974
45,0.0,1024,8.0,0.025,32,320,16,prepare_AB,9.15661925034347e-05,5.640743504956987e-06,0.06160290551281139
45,0.0,1024,8.0,0.025,32,320,16,prepare_BA,0.0006279725571723508,5.640743504956987e-06,0.008982468167647733
45,0.0,1024,8.0,0.025,32,320,16,matched_static,0.015432481600298066,5.640743504956987e-06,0.0003655111116314592
45,0.0,1024,8.0,0.025,32,320,16,greedy_oracle,1.7135401561236066e-07,5.640743504956987e-06,32.91865372865
45,0.0,1024,8.0,0.025,32,320,17,static_0.0,0.052115361580101154,5.000773689387868e-05,0.0009595584752303203
45,0.0,1024,8.0,0.025,32,320,17,static_0.1,0.016228933773434238,5.000773689387868e-05,0.003081393860620607
45,0.0,1024,8.0,0.025,32,320,17,static_0.2,0.005301626620753475,5.000773689387868e-05,0.009432527122547817
45,0.0,1024,8.0,0.025,32,320,17,static_0.3,0.0014844798497140308,5.000773689387868e-05,0.033687043245155625
45,0.0,1024,8.0,0.025,32,320,17,static_0.4,0.00020520426566878613,5.000773689387868e-05,0.24369735556372216
45,0.0,1024,8.0,0.025,32,320,17,static_0.5,5.000773689387868e-05,5.000773689387868e-05,1.0
45,0.0,1024,8.0,0.025,32,320,17,static_0.6,0.0007389760543751808,5.000773689387868e-05,0.06767166080389604
45,0.0,1024,8.0,0.025,32,320,17,static_0.7,0.0025761825539763993,5.000773689387868e-05,0.019411565696961397
45,0.0,1024,8.0,0.025,32,320,17,static_0.8,0.007276622092081589,5.000773689387868e-05,0.0068723834027738
45,0.0,1024,8.0,0.025,32,320,17,static_0.9,0.019223158392294923,5.000773689387868e-05,0.0026014318705256524
45,0.0,1024,8.0,0.025,32,320,17,static_1.0,0.05197264557012887,5.000773689387868e-05,0.0009621934066527581
45,0.0,1024,8.0,0.025,32,320,17,prepare_AB,0.00018820696845016878,5.000773689387868e-05,0.2657060857293344
45,0.0,1024,8.0,0.025,32,320,17,prepare_BA,4.4022951668407754e-05,5.000773689387868e-05,1.135946932194594
45,0.0,1024,8.0,0.025,32,320,17,matched_static,0.014809970514982257,5.000773689387868e-05,0.0033766263641976327
45,0.0,1024,8.0,0.025,32,320,17,greedy_oracle,4.6701694460201076e-07,5.000773689387868e-05,107.07906313012901
45,0.0,1024,8.0,0.025,32,320,18,static_0.0,0.05292984971384432,2.533430694658593e-06,4.786393138002713e-05
45,0.0,1024,8.0,0.025,32,320,18,static_0.1,0.01778920436591528,2.533430694658593e-06,0.00014241394064327758
45,0.0,1024,8.0,0.025,32,320,18,static_0.2,0.006240129408635158,2.533430694658593e-06,0.00040599008910821696
45,0.0,1024,8.0,0.025,32,320,18,static_0.3,0.0018254872363857688,2.533430694658593e-06,0.0013878106864633367
45,0.0,1024,8.0,0.025,32,320,18,static_0.4,0.00036667616536804936,2.533430694658593e-06,0.00690917745394134
45,0.0,1024,8.0,0.025,32,320,18,static_0.5,2.533430694658593e-06,2.533430694658593e-06,1.0
45,0.0,1024,8.0,0.025,32,320,18,static_0.6,0.00038434252819896864,2.533430694658593e-06,0.0065915960602389335
45,0.0,1024,8.0,0.025,32,320,18,static_0.7,0.001879305639493544,2.533430694658593e-06,0.0013480674145911304
45,0.0,1024,8.0,0.025,32,320,18,static_0.8,0.006483364026694566,2.533430694658593e-06,0.00039075866852878534
45,0.0,1024,8.0,0.025,32,320,18,static_0.9,0.019012137251810137,2.533430694658593e-06,0.00013325333501983772
45,0.0,1024,8.0,0.025,32,320,18,static_1.0,0.0516731717733229,2.533430694658593e-06,4.902796959652701e-05
45,0.0,1024,8.0,0.025,32,320,18,prepare_AB,2.2114144097104517e-05,2.533430694658593e-06,0.11456155316408126
45,0.0,1024,8.0,0.025,32,320,18,prepare_BA,3.862976523602166e-06,2.533430694658593e-06,0.6558234768396181
45,0.0,1024,8.0,0.025,32,320,18,matched_static,0.01616567633581758,2.533430694658593e-06,0.00015671665336051434
45,0.0,1024,8.0,0.025,32,320,18,greedy_oracle,3.010240231339473e-07,2.533430694658593e-06,8.416041577955015
45,0.0,1024,8.0,0.025,32,320,19,static_0.0,0.050494286538718125,3.2485630053824277e-05,0.0006433525905730913
45,0.0,1024,8.0,0.025,32,320,19,static_0.1,0.018318162268734915,3.2485630053824277e-05,0.0017734109774357727
45,0.0,1024,8.0,0.025,32,320,19,static_0.2,0.0055094336206865,3.2485630053824277e-05,0.005896364724651392
45,0.0,1024,8.0,0.025,32,320,19,static_0.3,0.0014927204277872812,3.2485630053824277e-05,0.02176270214374906
45,0.0,1024,8.0,0.025,32,320,19,static_0.4,0.00021208180328233814,3.2485630053824277e-05,0.1531749992269593
45,0.0,1024,8.0,0.025,32,320,19,static_0.5,3.2485630053824277e-05,3.2485630053824277e-05,1.0
45,0.0,1024,8.0,0.025,32,320,19,static_0.6,0.0005962284439550405,3.2485630053824277e-05,0.0544852067746602
45,0.0,1024,8.0,0.025,32,320,19,static_0.7,0.0022645144825636505,3.2485630053824277e-05,0.014345516579362913
45,0.0,1024,8.0,0.025,32,320,19,static_0.8,0.006721676723548708,3.2485630053824277e-05,0.004832965254043561
45,0.0,1024,8.0,0.025,32,320,19,static_0.9,0.01943751184678517,3.2485630053824277e-05,0.0016712854150207077
45,0.0,1024,8.0,0.025,32,320,19,static_1.0,0.05140357352165674,3.2485630053824277e-05,0.0006319722118178772
45,0.0,1024,8.0,0.025,32,320,19,prepare_AB,4.5419308728892975e-05,3.2485630053824277e-05,0.7152383196259197
45,0.0,1024,8.0,0.025,32,320,19,prepare_BA,0.00013161056261824694,3.2485630053824277e-05,0.24683148075320482
45,0.0,1024,8.0,0.025,32,320,19,matched_static,0.01703048363188455,3.2485630053824277e-05,0.0019074989739577641
45,0.0,1024,8.0,0.025,32,320,19,greedy_oracle,5.894283187750061e-07,3.2485630053824277e-05,55.113792498701685
45,0.1,128,4.0,0.025,32,160,0,static_0.0,0.06144936776257279,0.00021559283171740357,0.003508462976387457
45,0.1,128,4.0,0.025,32,160,0,static_0.1,0.0307713121957828,0.00021559283171740357,0.007006293080571017
45,0.1,128,4.0,0.025,32,160,0,static_0.2,0.015331821276328577,0.00021559283171740357,0.014061788735449592
45,0.1,128,4.0,0.025,32,160,0,static_0.3,0.00648621666383427,0.00021559283171740357,0.03323861087149651
45,0.1,128,4.0,0.025,32,160,0,static_0.4,0.0021077858477691917,0.00021559283171740357,0.10228403039406476
45,0.1,128,4.0,0.025,32,160,0,static_0.5,0.00021559283171740357,0.00021559283171740357,1.0
45,0.1,128,4.0,0.025,32,160,0,static_0.6,0.0011580535896797866,0.00021559283171740357,0.1861682685833366
45,0.1,128,4.0,0.025,32,160,0,static_0.7,0.005565103758360821,0.00021559283171740357,0.0387401279614067
45,0.1,128,4.0,0.025,32,160,0,static_0.8,0.015245056560199246,0.00021559283171740357,0.01414181907860274
45,0.1,128,4.0,0.025,32,160,0,static_0.9,0.03229163070309993,0.00021559283171740357,0.0066764306113753225
45,0.1,128,4.0,0.025,32,160,0,static_1.0,0.05667853411239087,0.00021559283171740357,0.0038037827740903304
45,0.1,128,4.0,0.025,32,160,0,prepare_AB,0.00013730846793099486,0.00021559283171740357,1.57013500307753
45,0.1,128,4.0,0.025,32,160,0,prepare_BA,0.00046310317486304134,0.00021559283171740357,0.4655395242780688
45,0.1,128,4.0,0.025,32,160,0,matched_static,0.013499925295809317,0.00021559283171740357,0.015969927758365334
45,0.1,128,4.0,0.025,32,160,0,greedy_oracle,0.00016993786580850217,0.00021559283171740357,1.2686568157820024
45,0.1,128,4.0,0.025,32,160,1,static_0.0,0.0657379989711543,0.0002531661148667352,0.003851138136678361
45,0.1,128,4.0,0.025,32,160,1,static_0.1,0.032691173793350806,0.0002531661148667352,0.0077441732887005635
45,0.1,128,4.0,0.025,32,160,1,static_0.2,0.01479623794617525,0.0002531661148667352,0.017110167853996786
45,0.1,128,4.0,0.025,32,160,1,static_0.3,0.0058443262292077955,0.0002531661148667352,0.043318272276024555
45,0.1,128,4.0,0.025,32,160,1,static_0.4,0.001015690395926282,0.0002531661148667352,0.24925520205973256
45,0.1,128,4.0,0.025,32,160,1,static_0.5,0.0002531661148667352,0.0002531661148667352,1.0
45,0.1,128,4.0,0.025,32,160,1,static_0.6,0.0017587504548216234,0.0002531661148667352,0.14394658103580243
45,0.1,128,4.0,0.025,32,160,1,static_0.7,0.00732559346642051,0.0002531661148667352,0.03455912698776052
45,0.1,128,4.0,0.025,32,160,1,static_0.8,0.016342526799969562,0.0002531661148667352,0.015491246731026117
45,0.1,128,4.0,0.025,32,160,1,static_0.9,0.0336487373704905,0.0002531661148667352,0.007523792410967508
45,0.1,128,4.0,0.025,32,160,1,static_1.0,0.06631317540661531,0.0002531661148667352,0.0038177347610695127
45,0.1,128,4.0,0.025,32,160,1,prepare_AB,0.00043884251460689106,0.0002531661148667352,0.5768951421981479
45,0.1,128,4.0,0.025,32,160,1,prepare_BA,0.0001062184227771251,0.0002531661148667352,2.3834482592341444
45,0.1,128,4.0,0.025,32,160,1,matched_static,0.012445126671941231,0.0002531661148667352,0.020342590440443103
45,0.1,128,4.0,0.025,32,160,1,greedy_oracle,0.0002592984399173411,0.0002531661148667352,0.9763503203005743
45,0.1,128,4.0,0.025,32,160,2,static_0.0,0.06171684700068529,0.000384460740457888,0.006229429388277387
45,0.1,128,4.0,0.025,32,160,2,static_0.1,0.036425664752454866,0.000384460740457888,0.01055466641640295
45,0.1,128,4.0,0.025,32,160,2,static_0.2,0.016971356753559836,0.000384460740457888,0.022653506495716392
45,0.1,128,4.0,0.025,32,160,2,static_0.3,0.00747088593502339,0.000384460740457888,0.0514611980160937
45,0.1,128,4.0,0.025,32,160,2,static_0.4,0.0027068090701316944,0.000384460740457888,0.1420346727444588
45,0.1,128,4.0,0.025,32,160,2,static_0.5,0.000384460740457888,0.000384460740457888,1.0
45,0.1,128,4.0,0.025,32,160,2,static_0.6,0.0008032478937151386,0.000384460740457888,0.4786327402362689
45,0.1,128,4.0,0.025,32,160,2,static_0.7,0.0038308687899876984,0.000384460740457888,0.1003586292129631
45,0.1,128,4.0,0.025,32,160,2,static_0.8,0.009932436786825578,0.000384460740457888,0.03870759499500044
45,0.1,128,4.0,0.025,32,160,2,static_0.9,0.0250909502692156,0.000384460740457888,0.015322685523377236
45,0.1,128,4.0,0.025,32,160,2,static_1.0,0.05646322810987423,0.000384460740457888,0.006809046406446144
45,0.1,128,4.0,0.025,32,160,2,prepare_AB,0.00015641255783615076,0.000384460740457888,2.4579915179229284
45,0.1,128,4.0,0.025,32,160,2,prepare_BA,0.0013165657170384028,0.000384460740457888,0.2920178882697382
45,0.1,128,4.0,0.025,32,160,2,matched_static,0.014468061129300939,0.000384460740457888,0.026573065804876388
45,0.1,128,4.0,0.025,32,160,2,greedy_oracle,9.30935224898412e-05,0.000384460740457888,4.129833421007806
45,0.1,128,4.0,0.025,32,160,3,static_0.0,0.060722687986210264,0.0004347034821175225,0.0071588313451512705
45,0.1,128,4.0,0.025,32,160,3,static_0.1,0.03171831132958838,0.0004347034821175225,0.013705126909199922
