angle_deg,label_noise,samples_per_source,budget,step_size,batch_size,steps,seed,method,target_risk,hindsight_static_grid,gain_vs_hindsight_static
45,0.0,128,4.0,0.025,32,160,4,prepare_BA,0.0002762863521869326,0.00043158611472013104,1.5620971188186819
45,0.0,128,4.0,0.025,32,160,4,matched_static,0.013875757972368825,0.00043158611472013104,0.031103606417722206
45,0.0,128,4.0,0.025,32,160,4,greedy_oracle,0.00039039150096308153,0.00043158611472013104,1.105521287362619
45,0.0,128,4.0,0.025,32,160,5,static_0.0,0.06347845146278021,0.0009780296738064536,0.01540727051887693
45,0.0,128,4.0,0.025,32,160,5,static_0.1,0.035051189305419894,0.0009780296738064536,0.027902895541841798
45,0.0,128,4.0,0.025,32,160,5,static_0.2,0.016357949758321298,0.0009780296738064536,0.059789257716049
45,0.0,128,4.0,0.025,32,160,5,static_0.3,0.007735393722755585,0.0009780296738064536,0.1264356681586014
45,0.0,128,4.0,0.025,32,160,5,static_0.4,0.003142774112284852,0.0009780296738064536,0.31119948137010994
45,0.0,128,4.0,0.025,32,160,5,static_0.5,0.0009780296738064536,0.0009780296738064536,1.0
45,0.0,128,4.0,0.025,32,160,5,static_0.6,0.001376277385707685,0.0009780296738064536,0.7106341235880648
45,0.0,128,4.0,0.025,32,160,5,static_0.7,0.004836058525836002,0.0009780296738064536,0.20223693914816365
45,0.0,128,4.0,0.025,32,160,5,static_0.8,0.012557829199284597,0.0009780296738064536,0.07788206530649187
45,0.0,128,4.0,0.025,32,160,5,static_0.9,0.02924066753526514,0.0009780296738064536,0.03344758366500764
45,0.0,128,4.0,0.025,32,160,5,static_1.0,0.055749760906237185,0.0009780296738064536,0.01754320839960828
45,0.0,128,4.0,0.025,32,160,5,prepare_AB,0.0015472423236374494,0.0009780296738064536,0.6321115050079421
45,0.0,128,4.0,0.025,32,160,5,prepare_BA,0.000548795337610148,0.0009780296738064536,1.782139181548995
45,0.0,128,4.0,0.025,32,160,5,matched_static,0.014555506024944851,0.0009780296738064536,0.0671931070022802
45,0.0,128,4.0,0.025,32,160,5,greedy_oracle,0.0006659488305392335,0.0009780296738064536,1.4686258597594073
45,0.0,128,4.0,0.025,32,160,6,static_0.0,0.06124055737528952,0.0003169544713691532,0.005175564771999347
45,0.0,128,4.0,0.025,32,160,6,static_0.1,0.027646966014537887,0.0003169544713691532,0.011464349151457914
45,0.0,128,4.0,0.025,32,160,6,static_0.2,0.011134937502302968,0.0003169544713691532,0.028464863076564154
45,0.0,128,4.0,0.025,32,160,6,static_0.3,0.00367814460514555,0.0003169544713691532,0.0861723791190126
45,0.0,128,4.0,0.025,32,160,6,static_0.4,0.0005528662159833093,0.0003169544713691532,0.5732932528811308
45,0.0,128,4.0,0.025,32,160,6,static_0.5,0.0003169544713691532,0.0003169544713691532,1.0
45,0.0,128,4.0,0.025,32,160,6,static_0.6,0.002129950013653065,0.0003169544713691532,0.1488084083370325
45,0.0,128,4.0,0.025,32,160,6,static_0.7,0.005740410757581741,0.0003169544713691532,0.05521459783178938
45,0.0,128,4.0,0.025,32,160,6,static_0.8,0.01415021137211012,0.0003169544713691532,0.02239927468460763
45,0.0,128,4.0,0.025,32,160,6,static_0.9,0.027969472599244864,0.0003169544713691532,0.011332157595910856
45,0.0,128,4.0,0.025,32,160,6,static_1.0,0.05838447312399931,0.0003169544713691532,0.005428745938941548
45,0.0,128,4.0,0.025,32,160,6,prepare_AB,0.0005317734326451578,0.0003169544713691532,0.5960329191184902
45,0.0,128,4.0,0.025,32,160,6,prepare_BA,0.0003045649524197743,0.0003169544713691532,1.0406793981084954
45,0.0,128,4.0,0.025,32,160,6,matched_static,0.008899772361067877,0.0003169544713691532,0.035613772859592795
45,0.0,128,4.0,0.025,32,160,6,greedy_oracle,0.00015662984471914666,0.0003169544713691532,2.023589258723234
45,0.0,128,4.0,0.025,32,160,7,static_0.0,0.06931744838378202,0.0005410563655486046,0.007805485893724757
45,0.0,128,4.0,0.025,32,160,7,static_0.1,0.03147202570770907,0.0005410563655486046,0.01719166000223725
45,0.0,128,4.0,0.025,32,160,7,static_0.2,0.011399966121329515,0.0005410563655486046,0.04746122574314319
45,0.0,128,4.0,0.025,32,160,7,static_0.3,0.003083089162446974,0.0005410563655486046,0.17549163745857452
45,0.0,128,4.0,0.025,32,160,7,static_0.4,0.0005410563655486046,0.0005410563655486046,1.0
45,0.0,128,4.0,0.025,32,160,7,static_0.5,0.0014119325393388666,0.0005410563655486046,0.38320270301437537
45,0.0,128,4.0,0.025,32,160,7,static_0.6,0.004793490454143775,0.0005410563655486046,0.11287314968592117
45,0.0,128,4.0,0.025,32,160,7,static_0.7,0.011005988560759385,0.0005410563655486046,0.04916017880280925
45,0.0,128,4.0,0.025,32,160,7,static_0.8,0.020127090355449944,0.0005410563655486046,0.02688199615510243
45,0.0,128,4.0,0.025,32,160,7,static_0.9,0.035668694801942145,0.0005410563655486046,0.015168942080805946
45,0.0,128,4.0,0.025,32,160,7,static_1.0,0.06283378055123993,0.0005410563655486046,0.008610915351613799
45,0.0,128,4.0,0.025,32,160,7,prepare_AB,0.0016347770875548239,0.0005410563655486046,0.330966447760701
45,0.0,128,4.0,0.025,32,160,7,prepare_BA,0.00030048151360382685,0.0005410563655486046,1.800631123889925
45,0.0,128,4.0,0.025,32,160,7,matched_static,0.008662579224656106,0.0005410563655486046,0.06245903806670049
45,0.0,128,4.0,0.025,32,160,7,greedy_oracle,0.0003621944162991586,0.0005410563655486046,1.4938285660972557
45,0.0,128,4.0,0.025,32,160,8,static_0.0,0.06421564905545074,0.00025125956908223727,0.0039127467023695826
45,0.0,128,4.0,0.025,32,160,8,static_0.1,0.03803965023838202,0.00025125956908223727,0.006605201875087598
45,0.0,128,4.0,0.025,32,160,8,static_0.2,0.019899890652801327,0.00025125956908223727,0.012626178377862956
45,0.0,128,4.0,0.025,32,160,8,static_0.3,0.009616146019478683,0.00025125956908223727,0.02612892613873377
45,0.0,128,4.0,0.025,32,160,8,static_0.4,0.003558364852400308,0.00025125956908223727,0.0706109630418447
45,0.0,128,4.0,0.025,32,160,8,static_0.5,0.0007470056602862077,0.00025125956908223727,0.3363556428554634
45,0.0,128,4.0,0.025,32,160,8,static_0.6,0.00025125956908223727,0.00025125956908223727,1.0
45,0.0,128,4.0,0.025,32,160,8,static_0.7,0.002442341245054105,0.00025125956908223727,0.10287652046619356
45,0.0,128,4.0,0.025,32,160,8,static_0.8,0.00879107874401832,0.00025125956908223727,0.02858119878100294
45,0.0,128,4.0,0.025,32,160,8,static_0.9,0.023998646527464036,0.00025125956908223727,0.010469739149443115
45,0.0,128,4.0,0.025,32,160,8,static_1.0,0.06208512399472248,0.00025125956908223727,0.004047017271055068
45,0.0,128,4.0,0.025,32,160,8,prepare_AB,6.725598968695888e-05,0.00025125956908223727,3.735869031914003
45,0.0,128,4.0,0.025,32,160,8,prepare_BA,0.0023709428569718286,0.00025125956908223727,0.10597453597137568
45,0.0,128,4.0,0.025,32,160,8,matched_static,0.016904700180510622,0.00025125956908223727,0.014863296384984908
45,0.0,128,4.0,0.025,32,160,8,greedy_oracle,0.0001526093612841076,0.00025125956908223727,1.6464230435672682
45,0.0,128,4.0,0.025,32,160,9,static_0.0,0.06622178888935967,0.00076946211904226,0.011619470448432647
45,0.0,128,4.0,0.025,32,160,9,static_0.1,0.028679320361604775,0.00076946211904226,0.026829858913686062
45,0.0,128,4.0,0.025,32,160,9,static_0.2,0.011413473358387216,0.00076946211904226,0.0674169987418264
45,0.0,128,4.0,0.025,32,160,9,static_0.3,0.0029062802415946976,0.00076946211904226,0.26475840424117203
45,0.0,128,4.0,0.025,32,160,9,static_0.4,0.00076946211904226,0.00076946211904226,1.0
45,0.0,128,4.0,0.025,32,160,9,static_0.5,0.0018005166789002958,0.00076946211904226,0.4273562850371514
45,0.0,128,4.0,0.025,32,160,9,static_0.6,0.0055066500917948374,0.00076946211904226,0.1397332509266921
45,0.0,128,4.0,0.025,32,160,9,static_0.7,0.012545780038868918,0.00076946211904226,0.06133234574959374
45,0.0,128,4.0,0.025,32,160,9,static_0.8,0.02319748966033773,0.00076946211904226,0.03317005979133423
45,0.0,128,4.0,0.025,32,160,9,static_0.9,0.04269014132632094,0.00076946211904226,0.018024351645044616
45,0.0,128,4.0,0.025,32,160,9,static_1.0,0.07260520581768941,0.00076946211904226,0.010597891850542617
45,0.0,128,4.0,0.025,32,160,9,prepare_AB,0.001275035452752471,0.00076946211904226,0.6034829207150207
45,0.0,128,4.0,0.025,32,160,9,prepare_BA,0.002231991067508844,0.00076946211904226,0.34474247242443823
45,0.0,128,4.0,0.025,32,160,9,matched_static,0.00899450102096828,0.00076946211904226,0.08554806067045458
45,0.0,128,4.0,0.025,32,160,9,greedy_oracle,0.0007074382941099617,0.00076946211904226,1.087673830281313
45,0.0,128,4.0,0.025,32,160,10,static_0.0,0.06458257141534378,0.0007933626515973089,0.01228446985325237
45,0.0,128,4.0,0.025,32,160,10,static_0.1,0.03200676876801045,0.0007933626515973089,0.024787339745155554
45,0.0,128,4.0,0.025,32,160,10,static_0.2,0.012662429854868224,0.0007933626515973089,0.06265485066377612
45,0.0,128,4.0,0.025,32,160,10,static_0.3,0.005026959748369765,0.0007933626515973089,0.15782156438682352
45,0.0,128,4.0,0.025,32,160,10,static_0.4,0.0015353421878784592,0.0007933626515973089,0.5167334408322225
45,0.0,128,4.0,0.025,32,160,10,static_0.5,0.0007933626515973089,0.0007933626515973089,1.0
45,0.0,128,4.0,0.025,32,160,10,static_0.6,0.0023670182577563512,0.0007933626515973089,0.3351738623044342
45,0.0,128,4.0,0.025,32,160,10,static_0.7,0.0073317267264926145,0.0007933626515973089,0.10820952296688251
45,0.0,128,4.0,0.025,32,160,10,static_0.8,0.016518671803832898,0.0007933626515973089,0.048028235019066216
45,0.0,128,4.0,0.025,32,160,10,static_0.9,0.03307100632597167,0.0007933626515973089,0.02398967372741412
45,0.0,128,4.0,0.025,32,160,10,static_1.0,0.06461472406503144,0.0007933626515973089,0.01227835703204164
45,0.0,128,4.0,0.025,32,160,10,prepare_AB,0.0006106929367623501,0.0007933626515973089,1.2991187613916098
45,0.0,128,4.0,0.025,32,160,10,prepare_BA,0.000848035728424416,0.0007933626515973089,0.9355297483412811
45,0.0,128,4.0,0.025,32,160,10,matched_static,0.010826975744657059,0.0007933626515973089,0.0732764781512345
45,0.0,128,4.0,0.025,32,160,10,greedy_oracle,0.000685623545396593,0.0007933626515973089,1.1571403241969982
45,0.0,128,4.0,0.025,32,160,11,static_0.0,0.0699090976363139,0.0009397941767614116,0.013443088360980942
45,0.0,128,4.0,0.025,32,160,11,static_0.1,0.03290108091650934,0.0009397941767614116,0.028564234079307558
45,0.0,128,4.0,0.025,32,160,11,static_0.2,0.016027953224730183,0.0009397941767614116,0.05863469674414602
45,0.0,128,4.0,0.025,32,160,11,static_0.3,0.0065470249951514094,0.0009397941767614116,0.1435452251148275
45,0.0,128,4.0,0.025,32,160,11,static_0.4,0.0017209781809849568,0.0009397941767614116,0.5460814013478922
45,0.0,128,4.0,0.025,32,160,11,static_0.5,0.0009397941767614116,0.0009397941767614116,1.0
45,0.0,128,4.0,0.025,32,160,11,static_0.6,0.003313170475619912,0.0009397941767614116,0.28365403581763204
45,0.0,128,4.0,0.025,32,160,11,static_0.7,0.0086897537442297,0.0009397941767614116,0.1081496903621081
45,0.0,128,4.0,0.025,32,160,11,static_0.8,0.018707449802810062,0.0009397941767614116,0.050236359667807005
45,0.0,128,4.0,0.025,32,160,11,static_0.9,0.034543746238594346,0.0009397941767614116,0.027205913633982674
45,0.0,128,4.0,0.025,32,160,11,static_1.0,0.05984676603397089,0.0009397941767614116,0.01570334103313043
45,0.0,128,4.0,0.025,32,160,11,prepare_AB,0.0007759265682962313,0.0009397941767614116,1.211189583087738
45,0.0,128,4.0,0.025,32,160,11,prepare_BA,0.00036205067639545917,0.0009397941767614116,2.595753130799008
45,0.0,128,4.0,0.025,32,160,11,matched_static,0.013148108522344474,0.0009397941767614116,0.07147751900315426
45,0.0,128,4.0,0.025,32,160,11,greedy_oracle,0.0007378961346205991,0.0009397941767614116,1.2736130908784629
45,0.0,128,4.0,0.025,32,160,12,static_0.0,0.06682602197601603,0.0014725728010216653,0.022035918905215907
45,0.0,128,4.0,0.025,32,160,12,static_0.1,0.03990559215767676,0.0014725728010216653,0.03690141459881537
45,0.0,128,4.0,0.025,32,160,12,static_0.2,0.023327386088000265,0.0014725728010216653,0.06312635266834139
45,0.0,128,4.0,0.025,32,160,12,static_0.3,0.011263427717018396,0.0014725728010216653,0.13073931293550115
45,0.0,128,4.0,0.025,32,160,12,static_0.4,0.004849957520500072,0.0014725728010216653,0.3036259172987211
45,0.0,128,4.0,0.025,32,160,12,static_0.5,0.001721502850507483,0.0014725728010216653,0.8553995717100118
45,0.0,128,4.0,0.025,32,160,12,static_0.6,0.0014725728010216653,0.0014725728010216653,1.0
45,0.0,128,4.0,0.025,32,160,12,static_0.7,0.005562304457770089,0.0014725728010216653,0.26474149558005594
45,0.0,128,4.0,0.025,32,160,12,static_0.8,0.015321133581079756,0.0014725728010216653,0.09611382821178209
45,0.0,128,4.0,0.025,32,160,12,static_0.9,0.03595438272544766,0.0014725728010216653,0.040956698165740255
45,0.0,128,4.0,0.025,32,160,12,static_1.0,0.07166224508429786,0.0014725728010216653,0.020548795244824468
45,0.0,128,4.0,0.025,32,160,12,prepare_AB,0.0021303136796279884,0.0014725728010216653,0.6912469347137729
45,0.0,128,4.0,0.025,32,160,12,prepare_BA,0.0008526724218117815,0.0014725728010216653,1.7270088293611077
45,0.0,128,4.0,0.025,32,160,12,matched_static,0.02092721601292129,0.0014725728010216653,0.07036639752332277
45,0.0,128,4.0,0.025,32,160,12,greedy_oracle,0.0008011800913895943,0.0014725728010216653,1.8380047343258172
45,0.0,128,4.0,0.025,32,160,13,static_0.0,0.06523423592055036,0.0007386478554140402,0.011323009229596085
45,0.0,128,4.0,0.025,32,160,13,static_0.1,0.03550214071476794,0.0007386478554140402,0.020805727219338706
45,0.0,128,4.0,0.025,32,160,13,static_0.2,0.014996727720276229,0.0007386478554140402,0.04925393520450172
45,0.0,128,4.0,0.025,32,160,13,static_0.3,0.0056222274440776866,0.0007386478554140402,0.13137993131034095
45,0.0,128,4.0,0.025,32,160,13,static_0.4,0.001868327688327233,0.0007386478554140402,0.39535241062309184
45,0.0,128,4.0,0.025,32,160,13,static_0.5,0.0007386478554140402,0.0007386478554140402,1.0
45,0.0,128,4.0,0.025,32,160,13,static_0.6,0.0028682293424890943,0.0007386478554140402,0.25752747329926906
45,0.0,128,4.0,0.025,32,160,13,static_0.7,0.00811886757818332,0.0007386478554140402,0.09097917268645983
45,0.0,128,4.0,0.025,32,160,13,static_0.8,0.017604874360045583,0.0007386478554140402,0.04195700805967738
45,0.0,128,4.0,0.025,32,160,13,static_0.9,0.03609259049171741,0.0007386478554140402,0.02046535993540132
45,0.0,128,4.0,0.025,32,160,13,static_1.0,0.06369648118406296,0.0007386478554140402,0.011596368302977026
45,0.0,128,4.0,0.025,32,160,13,prepare_AB,0.0003627386181183934,0.0007386478554140402,2.036308842012941
45,0.0,128,4.0,0.025,32,160,13,prepare_BA,0.0008654400615611899,0.0007386478554140402,0.8534939485948617
45,0.0,128,4.0,0.025,32,160,13,matched_static,0.012790149007523855,0.0007386478554140402,0.057751309619577355
45,0.0,128,4.0,0.025,32,160,13,greedy_oracle,0.0006678606620991471,0.0007386478554140402,1.1059909608875635
45,0.0,128,4.0,0.025,32,160,14,static_0.0,0.06660182354326727,0.001115937173582378,0.016755354646669992
45,0.0,128,4.0,0.025,32,160,14,static_0.1,0.03648708630071611,0.001115937173582378,0.030584441969006344
45,0.0,128,4.0,0.025,32,160,14,static_0.2,0.019543594065532525,0.001115937173582378,0.05709989523116771
45,0.0,128,4.0,0.025,32,160,14,static_0.3,0.010170042246398883,0.001115937173582378,0.10972787984017678
45,0.0,128,4.0,0.025,32,160,14,static_0.4,0.0034260073750349046,0.001115937173582378,0.3257252689279482
45,0.0,128,4.0,0.025,32,160,14,static_0.5,0.001115937173582378,0.001115937173582378,1.0
45,0.0,128,4.0,0.025,32,160,14,static_0.6,0.0019910452679143265,0.001115937173582378,0.560478052189819
45,0.0,128,4.0,0.025,32,160,14,static_0.7,0.006842869271064361,0.001115937173582378,0.16308029999947696
45,0.0,128,4.0,0.025,32,160,14,static_0.8,0.01615731091990512,0.001115937173582378,0.06906701115762964
45,0.0,128,4.0,0.025,32,160,14,static_0.9,0.031836461761661584,0.001115937173582378,0.035052173257714925
45,0.0,128,4.0,0.025,32,160,14,static_1.0,0.06582433465370859,0.001115937173582378,0.016953261729923244
45,0.0,128,4.0,0.025,32,160,14,prepare_AB,0.0012260938488996148,0.001115937173582378,0.9101564081606809
45,0.0,128,4.0,0.025,32,160,14,prepare_BA,0.000704325502038613,0.001115937173582378,1.5844054635994131
45,0.0,128,4.0,0.025,32,160,14,matched_static,0.017694695289237637,0.001115937173582378,0.06306619895631203
45,0.0,128,4.0,0.025,32,160,14,greedy_oracle,0.0010489321288240448,0.001115937173582378,1.0638792948724456
45,0.0,128,4.0,0.025,32,160,15,static_0.0,0.07604855355159994,0.0011066116326261932,0.014551383043404536
45,0.0,128,4.0,0.025,32,160,15,static_0.1,0.04296304672425849,0.0011066116326261932,0.02575728950808696
45,0.0,128,4.0,0.025,32,160,15,static_0.2,0.02269080723222451,0.0011066116326261932,0.048769161066012263
45,0.0,128,4.0,0.025,32,160,15,static_0.3,0.01122681225104225,0.0011066116326261932,0.09856864155926896
45,0.0,128,4.0,0.025,32,160,15,static_0.4,0.004251601048671339,0.0011066116326261932,0.26028115525374107
45,0.0,128,4.0,0.025,32,160,15,static_0.5,0.0011066116326261932,0.0011066116326261932,1.0
45,0.0,128,4.0,0.025,32,160,15,static_0.6,0.001427597515922545,0.0011066116326261932,0.7751565972087562
45,0.0,128,4.0,0.025,32,160,15,static_0.7,0.005136644875210582,0.0011066116326261932,0.21543471653387883
45,0.0,128,4.0,0.025,32,160,15,static_0.8,0.013365837733617143,0.0011066116326261932,0.082794034663678
45,0.0,128,4.0,0.025,32,160,15,static_0.9,0.028709489675479358,0.0011066116326261932,0.038545151625294996
45,0.0,128,4.0,0.025,32,160,15,static_1.0,0.06046760340563065,0.0011066116326261932,0.018300901148715732
45,0.0,128,4.0,0.025,32,160,15,prepare_AB,0.001473669869957593,0.0011066116326261932,0.7509223437254895
45,0.0,128,4.0,0.025,32,160,15,prepare_BA,0.0006135814412456728,0.0011066116326261932,1.803528526514079
45,0.0,128,4.0,0.025,32,160,15,matched_static,0.019979590870028742,0.0011066116326261932,0.05538710175923643
45,0.0,128,4.0,0.025,32,160,15,greedy_oracle,0.0006497505686507142,0.0011066116326261932,1.7031329959806056
45,0.0,128,4.0,0.025,32,160,16,static_0.0,0.06471899815001883,0.0007025609238399261,0.01085555932450295
45,0.0,128,4.0,0.025,32,160,16,static_0.1,0.036738018952543854,0.0007025609238399261,0.019123538608531273
45,0.0,128,4.0,0.025,32,160,16,static_0.2,0.020434241805534322,0.0007025609238399261,0.03438155085595823
45,0.0,128,4.0,0.025,32,160,16,static_0.3,0.01050570706554051,0.0007025609238399261,0.06687421602915024
45,0.0,128,4.0,0.025,32,160,16,static_0.4,0.004310654614616388,0.0007025609238399261,0.16298242068796506
45,0.0,128,4.0,0.025,32,160,16,static_0.5,0.0011409723655574243,0.0007025609238399261,0.6157563014216287
45,0.0,128,4.0,0.025,32,160,16,static_0.6,0.0007025609238399261,0.0007025609238399261,1.0
45,0.0,128,4.0,0.025,32,160,16,static_0.7,0.0035294354096487143,0.0007025609238399261,0.19905759485476804
