case,sampling,angle_deg,budget,step_size,steps,batch_size,label_sigma,epsilon,ridge,examples,static_lower,static_upper,static_p,grid_points,relative_bracket_width,candidate_risk,candidate_method,candidate_schedule,pure_two_phase_risk,flow_preparation_risk,certified_gain,candidate_gain,prep_gain
458,batch,30,1.0,0.05,20,1,0.0,0.01,0.02,20,0.08483966433502066,0.08483974871004615,0.5,1025,9.945223409672431e-07,0.08358101679392108,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.08358101679392108,0.08963743228690149,1.0150590120745113,1.0150600215743801,0.9464767848157515
459,batch,30,1.0,0.05,20,1,0.0,0.1,0.02,20,0.12287009783410595,0.12287018972769807,0.5,1025,7.478916759893794e-07,0.1218143905371523,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.1218143905371523,0.12827337413917927,1.0086665236537193,1.0086672780275805,0.9578775841226517
460,batch,30,1.0,0.05,20,1,0.1,0.0,0.02,20,0.08074838621887932,0.08074846981060925,0.5,1025,1.0352113188392316e-06,0.07946692209348208,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.07946692209348208,0.08547576761639838,1.016125755114685,1.016126807020657,0.9446942924571968
461,batch,30,1.0,0.05,20,1,0.1,0.0001,0.02,20,0.08079064225610053,0.08079072585618441,0.5,1025,1.034773273755737e-06,0.07950940361986342,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.07950940361986342,0.08551869644067872,1.0161143031881203,1.0161153546371324,0.9447141878761688
462,batch,30,1.0,0.05,20,1,0.1,0.01,0.02,20,0.08497398994099989,0.08497407436812611,0.5,1025,9.935633526873382e-07,0.08371507473161889,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.08371507473161889,0.08976865004442927,1.0150380945536623,1.0150391030593167,0.9465896426655611
463,batch,30,1.0,0.05,20,1,0.1,0.1,0.02,20,0.12300442344008519,0.12300451538577803,0.5,1025,7.474985170165965e-07,0.12194844847485012,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.12194844847485012,0.12840459189670708,1.0086591914734597,1.0086599454452732,0.9579448333493162
464,batch,30,1.0,0.05,20,8,0.0,0.0,0.02,160,0.07266118271761002,0.07266127374125655,0.5,1025,1.2527119585175863e-06,0.07109203973227879,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.07109203973227879,0.07776898281710515,1.0220719927468724,1.0220732731102842,0.9343220280010508
465,batch,30,1.0,0.05,20,8,0.0,0.0001,0.02,160,0.07270327071879991,0.07270336175154882,0.5,1025,1.2521119617482733e-06,0.07113436158795418,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.07113436158795418,0.07781174258001165,1.0220555733659864,1.0220568530955978,0.9343494868629882
466,batch,30,1.0,0.05,20,8,0.0,0.01,0.02,160,0.07686998283660185,0.07687007477048485,0.5,1025,1.1959645321123362e-06,0.07532422529981897,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.07532422529981897,0.08204495910775639,1.0205213864547584,1.0205226069636006,0.9369262366201568
467,batch,30,1.0,0.05,20,8,0.0,0.1,0.02,160,0.11474918390752846,0.11474928403353965,0.5,1025,8.725632759608825e-07,0.11341389540768068,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.11341389540768068,0.12052874572361753,1.0117735881925924,1.0117744710298393,0.9520491011884362
468,batch,30,1.0,0.05,20,8,0.1,0.0,0.02,160,0.07267751548926245,0.07267760651982191,0.5,1025,1.2525255553170621e-06,0.07110834739720182,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.07110834739720182,0.07778493357405497,1.022067283933565,1.022068564100561,0.9343404073313164
469,batch,30,1.0,0.05,20,8,0.1,0.0001,0.02,160,0.07271960349045234,0.07271969453011418,0.5,1025,1.2519258011911528e-06,0.0711506692528772,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.0711506692528772,0.07782769333696149,1.0220508711168825,1.0220521506503402,0.934367850467676
470,batch,30,1.0,0.05,20,8,0.1,0.01,0.02,160,0.07688631560825428,0.07688640754905021,0.5,1025,1.1958003874252009e-06,0.075340532964742,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.075340532964742,0.08206090986470622,1.0205172777877172,1.0205184981241326,0.9369431520539169
471,batch,30,1.0,0.05,20,8,0.1,0.1,0.02,160,0.11476551667918088,0.114765616812105,0.5,1025,8.724993329924967e-07,0.11343020307260371,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.11343020307260371,0.12054469648056737,1.0117721168648748,1.0117729996361422,0.9520586152921792
472,batch,30,1.0,0.05,20,64,0.0,0.0,0.02,1280,0.07171092367585277,0.07171101567590818,0.5,1025,1.2829277976343516e-06,0.07010418748997777,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.07010418748997777,0.07686418831317746,1.0229192612225155,1.022920573555754,0.9329574311476099
473,batch,30,1.0,0.05,20,64,0.0,0.0001,0.02,1280,0.07175299132250842,0.07175308333176385,0.5,1025,1.282303855815401e-06,0.0701464900321703,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.0701464900321703,0.0769069274493735,1.022902090890098,1.0229034025630754,0.9329859573313166
474,batch,30,1.0,0.05,20,64,0.0,0.01,0.02,1280,0.07591768834142054,0.07591778126147651,0.5,1025,1.2239564226597086e-06,0.07433444170923373,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.07433444170923373,0.08113810193278029,1.0212989644609134,1.0213002144878705,0.9356612917118938
475,batch,30,1.0,0.05,20,64,0.0,0.1,0.02,1280,0.11377857033153053,0.11377867153159149,0.5,1025,8.894466739151951e-07,0.11240672968253757,pure_two_phase,"[[9, 0.0], [11, 1.0]]",0.11240672968253757,0.11960332450920558,1.0122042572795007,1.0122051575820115,0.9513002418493327
476,batch,30,1.0,0.05,20,64,0.1,0.0,0.02,1280,0.07171295828695494,0.07171305028788093,0.5,1025,1.282903538746109e-06,0.07010621909320924,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.07010621909320924,0.0768661752807902,1.022918639951321,1.0229199522589476,0.9329597840131235
477,batch,30,1.0,0.05,20,64,0.1,0.0001,0.02,1280,0.07175502593361062,0.07175511794373661,0.5,1025,1.2822796286477703e-06,0.07014852163540178,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.07014852163540178,0.07690891441698625,1.0229014704908348,1.0229027821382344,0.9329883081523335
478,batch,30,1.0,0.05,20,64,0.1,0.01,0.02,1280,0.07591972295252272,0.07591981587344927,0.5,1025,1.2239350883744725e-06,0.07433647331246522,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.07433647331246522,0.08114008890039304,1.0212984228267392,1.0212996728312447,0.9356634544318514
479,batch,30,1.0,0.05,20,64,0.1,0.1,0.02,1280,0.11378060494263269,0.11378070614356423,0.5,1025,8.894384203412903e-07,0.11240876128576906,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.11240876128576906,0.11960531147681835,1.0122040634659792,1.0122049637599633,0.9513014492305132
480,batch,30,4.0,0.01,400,1,0.0,0.0,0.02,400,0.0005576901911745271,0.0005577483558237358,0.5,4097,0.00010428475243606574,0.0005577483558237358,static,"[[400, 0.5]]",0.0005642576996118392,0.0005642576996117161,0.9998957152475639,1.0,0.9884638813214962
481,batch,30,4.0,0.01,400,1,0.0,0.0001,0.02,400,0.000582659663202587,0.0005827178336682607,0.5,4097,9.98261290673806e-05,0.0005827178336682607,static,"[[400, 0.5]]",0.0005984970309818507,0.000598497030981731,0.9999001738709327,1.0,0.9736352955877037
482,batch,30,4.0,0.01,400,1,0.0,0.01,0.02,400,0.0030537561976407028,0.003054696140276115,0.5,1025,0.00030770413561565814,0.003054696140276115,static,"[[400, 0.5]]",0.003986871083760151,0.003988190836613715,0.9996922958643844,1.0,0.7659352988408624
483,batch,30,4.0,0.01,400,1,0.0,0.1,0.02,400,0.02552620250044759,0.025527226200347544,0.5,1025,4.010227714985071e-05,0.025527226200347544,static,"[[400, 0.5]]",0.03457239160054862,0.03480358906963175,0.9999598977228501,1.0,0.7334653374189389
484,batch,30,4.0,0.01,400,1,0.1,0.0,0.02,400,0.000595736148326497,0.0005957943371550129,0.5,4097,9.766596438927291e-05,0.0005957943371550129,static,"[[400, 0.5]]",0.0005975877929035676,0.0005975877929034444,0.9999023340356107,1.0,0.9969988413924624
485,batch,30,4.0,0.01,400,1,0.1,0.0001,0.02,400,0.0006207056203545569,0.0006207638149995378,0.5,4097,9.374683828967463e-05,0.0006207638149995378,static,"[[400, 0.5]]",0.000631827124273579,0.0006318271242734593,0.9999062531617103,1.0,0.982489974157657
486,batch,30,4.0,0.01,400,1,0.1,0.01,0.02,400,0.0030918017921030645,0.003092742121607392,0.5,1025,0.0003040439413806692,0.003092742121607392,static,"[[400, 0.5]]",0.0040202240534841106,0.004021520929905443,0.9996959560586194,1.0,0.7690478740539866
487,batch,30,4.0,0.01,400,1,0.1,0.1,0.02,400,0.025564248094909956,0.025565272181678825,0.5,1025,4.005772993891876e-05,0.025565272181678825,static,"[[400, 0.5]]",0.034605949597686564,0.03483691916292348,0.9999599422700611,1.0,0.7338557138797636
488,batch,30,4.0,0.01,400,8,0.0,0.0,0.02,3200,0.00035442951663553293,0.0003544884222599332,0.5,4097,0.0001661707991046469,0.00021942510281635838,pure_two_phase,"[[76, 1.0], [324, 0.0]]",0.00021942510281635838,0.00022055286399469756,1.6152642158366113,1.6155326701913966,1.6072719067862826
489,batch,30,4.0,0.01,400,8,0.0,0.0001,0.02,3200,0.00037936687214767603,0.00037942578366263876,0.5,4097,0.00015526492267882048,0.0002537014276591167,pure_two_phase,"[[76, 1.0], [324, 0.0]]",0.0002537014276591167,0.0002547833648333109,1.4953280935313,1.4955603015858872,1.4892094070226043
490,batch,30,4.0,0.01,400,8,0.0,0.01,0.02,3200,0.0028472726456939116,0.0028482245625305316,0.5,1025,0.00033421410978010904,0.0028482245625305316,static,"[[400, 0.5]]",0.003643602947856142,0.003643602947856206,0.9996657858902199,1.0,0.7817055269994079
491,batch,30,4.0,0.01,400,8,0.0,0.1,0.02,3200,0.025290813083856768,0.02529184982496596,0.5,1025,4.0991114385290744e-05,0.02529184982496596,static,"[[400, 0.5]]",0.0342443575647503,0.034451053702609855,0.9999590088856147,1.0,0.734138643284805
492,batch,30,4.0,0.01,400,8,0.1,0.0,0.02,3200,0.00035914692774560123,0.0003592058364385313,0.5,4097,0.00016399703722565914,0.0002235553589869134,pure_two_phase,"[[76, 1.0], [324, 0.0]]",0.0002235553589869134,0.0002246859970318569,1.6065234551886773,1.6067869634901426,1.59870148199579
493,batch,30,4.0,0.01,400,8,0.1,0.0001,0.02,3200,0.00038408428325774433,0.00038414319784123687,0.5,4097,0.00015336620256096433,0.00025783168382967174,pure_two_phase,"[[76, 1.0], [324, 0.0]]",0.00025783168382967174,0.0002589164978704702,1.4896706159336,1.4898991161032358,1.4836567039981152
494,batch,30,4.0,0.01,400,8,0.1,0.01,0.02,3200,0.002851990010776033,0.0028529419767091297,0.5,1025,0.0003336786870775968,0.0028529419767091297,static,"[[400, 0.5]]",0.0036477360808933063,0.003647736080893367,0.9996663213129224,1.0,0.7821130458567649
495,batch,30,4.0,0.01,400,8,0.1,0.1,0.02,3200,0.02529553044893889,0.025296567239144557,0.5,1025,4.0985411019061256e-05,0.025296567239144557,static,"[[400, 0.5]]",0.03424851645809496,0.034455186835647016,0.999959014588981,1.0,0.734187492867488
496,batch,30,4.0,0.01,400,64,0.0,0.0,0.02,25600,0.0003293659470717472,0.0003294249457824329,0.5,4097,0.00017909606252045773,0.00017660030979335314,pure_two_phase,"[[76, 1.0], [324, 0.0]]",0.00017660030979335314,0.00017799632954636387,1.8650360662285987,1.8653701466770118,1.8507401058324937
497,batch,30,4.0,0.01,400,64,0.0,0.0001,0.02,25600,0.0003542993252967309,0.0003543583299072876,0.5,4097,0.00016651114303471603,0.00021087554140002476,pure_two_phase,"[[76, 1.0], [324, 0.0]]",0.00021087554140002476,0.00021222573699198471,1.6801347512589684,1.6804145590079609,1.669723639224167
498,batch,30,4.0,0.01,400,64,0.0,0.01,0.02,25600,0.002821809937151865,0.0028227633582681684,0.5,1025,0.0003377616170022785,0.0028227633582681684,static,"[[400, 0.5]]",0.0036009370741092363,0.0036009370741091912,0.9996622383829977,1.0,0.7838968857756201
499,batch,30,4.0,0.01,400,64,0.0,0.1,0.02,25600,0.025261770691206217,0.025262809070639814,0.5,1025,4.110308678239047e-05,0.025262809070639814,static,"[[400, 0.5]]",0.034203577951313485,0.03440740377517475,0.9999588969132176,1.0,0.7342259600786026
500,batch,30,4.0,0.01,400,64,0.1,0.0,0.02,25600,0.0003299550300147951,0.0003300140291097732,0.5,4097,0.00017877753602544056,0.00017711607968683846,pure_two_phase,"[[76, 1.0], [324, 0.0]]",0.00017711607968683846,0.0001785124584126642,1.86293096932923,1.8632640790902546,1.848689060944337
501,batch,30,4.0,0.01,400,64,0.1,0.0001,0.02,25600,0.00035488840823977877,0.00035494741323462793,0.5,4097,0.000166235877904979,0.00021139131129351008,pure_two_phase,"[[76, 1.0], [324, 0.0]]",0.00021139131129351008,0.00021274186585828504,1.6788221146281057,1.6791012414970774,1.668441760640903
502,batch,30,4.0,0.01,400,64,0.1,0.01,0.02,25600,0.002822399014330527,0.0028233524415955088,0.5,1025,0.0003376933219300813,0.0028233524415955088,static,"[[400, 0.5]]",0.003601453202975533,0.0036014532029754846,0.9996623066780699,1.0,0.7839481127404024
503,batch,30,4.0,0.01,400,64,0.1,0.1,0.02,25600,0.025262359768384878,0.025263398153967154,0.5,1025,4.110237173747738e-05,0.025263398153967154,static,"[[400, 0.5]]",0.03420409729413509,0.03440791990404104,0.9999588976282625,1.0,0.7342320670480315
504,batch,30,4.0,0.05,80,1,0.0,0.0,0.02,80,0.001935239200232089,0.0019360909580684832,0.5,1025,0.00043993689079769525,0.0019360909580684832,static,"[[80, 0.5]]",0.002299979807828428,0.0023042539743774893,0.9995600631092023,1.0,0.8402246365188681
505,batch,30,4.0,0.05,80,1,0.0,0.0001,0.02,80,0.001960376867657339,0.001961228710669517,0.5,1025,0.00043434149599366425,0.001961228710669517,static,"[[80, 0.5]]",0.00233404906371568,0.0023385507379648177,0.9995656585040064,1.0,0.8386513402639812
506,batch,30,4.0,0.05,80,1,0.0,0.01,0.02,80,0.004449005942757576,0.004449866218172334,0.5,1025,0.00019332612995077246,0.004449866218172334,static,"[[80, 0.5]]",0.005706905396553724,0.0057339303331110075,0.9998066738700492,1.0,0.7760586473254218
507,batch,30,4.0,0.05,80,1,0.0,0.1,0.02,80,0.02707290662548704,0.027073843559107073,0.5,1025,3.460659798770265e-05,0.027073843559107073,static,"[[80, 0.5]]",0.036204104115118554,0.03660101756171271,0.9999653934020123,1.0,0.7397019362496702
508,batch,30,4.0,0.05,80,1,0.1,0.0,0.02,80,0.0021367355443951317,0.0021375890054730518,0.5,1025,0.0003992634111304327,0.0021375890054730518,static,"[[80, 0.5]]",0.0024769783005789015,0.002480632127772678,0.9996007365888696,1.0,0.861711408774005
509,batch,30,4.0,0.05,80,1,0.1,0.0001,0.02,80,0.002161873211820382,0.0021627267580740855,0.5,1025,0.0003946620859602682,0.0021627267580740855,static,"[[80, 0.5]]",0.0025110475564661533,0.0025149288913600062,0.9996053379140397,1.0,0.859955430749591
510,batch,30,4.0,0.05,80,1,0.1,0.01,0.02,80,0.004650502286920618,0.004651364265576902,0.5,1025,0.00018531738368960965,0.004651364265576902,static,"[[80, 0.5]]",0.005883903889304197,0.005910308486506201,0.9998146826163103,1.0,0.7869917917476578
511,batch,30,4.0,0.05,80,1,0.1,0.1,0.02,80,0.027274402969650082,0.02727534160651164,0.5,1025,3.441338609430535e-05,0.02727534160651164,static,"[[80, 0.5]]",0.03638217431009247,0.03677739571510791,0.9999655866139057,1.0,0.7416333069855491
512,batch,30,4.0,0.05,80,8,0.0,0.0,0.02,640,0.0008131953041506543,0.0008132520886574195,0.5,4097,6.98239913025897e-05,0.0004023862791180718,pure_two_phase,"[[15, 1.0], [65, 0.0]]",0.0004023862791180718,0.00040238627911809953,2.020931990854587,2.0210731102458586,2.021073110245719
513,batch,30,4.0,0.05,80,8,0.0,0.0001,0.02,640,0.0008381590306774196,0.0008382158208626355,0.5,4097,6.775126859027864e-05,0.0004366357513572606,pure_two_phase,"[[15, 1.0], [65, 0.0]]",0.0004366357513572606,0.0004366357513572901,1.9195840653726677,1.9197141284402002,1.9197141284400705
514,batch,30,4.0,0.05,80,8,0.0,0.01,0.02,640,0.0033087076697475987,0.0033096253091794993,0.5,1025,0.0002772638429357949,0.0033096253091794993,static,"[[80, 0.5]]",0.0038273335030375513,0.003827333503037565,0.9997227361570642,1.0,0.8647339738104384
515,batch,30,4.0,0.05,80,8,0.0,0.1,0.02,640,0.025775984884596034,0.025776984293878303,0.5,1025,3.87713811233796e-05,0.025776984293878303,static,"[[80, 0.5]]",0.03441252432591019,0.034651858518312845,0.9999612286188766,1.0,0.7438846109871902
516,batch,30,4.0,0.05,80,8,0.1,0.0,0.02,640,0.000837341701840306,0.0008373985007009504,0.5,4097,6.782775535993031e-05,0.0004235339556651011,pure_two_phase,"[[15, 1.0], [65, 0.0]]",0.0004235339556651011,0.0004235339556651202,1.9770355850816672,1.9771696920638455,1.9771696920637565
517,batch,30,4.0,0.05,80,8,0.1,0.0001,0.02,640,0.0008623054283670714,0.0008623622329061663,0.5,4097,6.587085673214325e-05,0.00045778342790428993,pure_two_phase,"[[15, 1.0], [65, 0.0]]",0.00045778342790428993,0.00045778342790431074,1.8836536576141765,1.8837777436680447,1.8837777436679592
518,batch,30,4.0,0.05,80,8,0.1,0.01,0.02,640,0.0033328538521290633,0.00333377172122303,0.5,1025,0.0002753245185096898,0.00333377172122303,static,"[[80, 0.5]]",0.0038484811795845807,0.003848481179584593,0.9997246754814904,1.0,0.8662564699310493
519,batch,30,4.0,0.05,80,8,0.1,0.1,0.02,640,0.0258001310669775,0.025801130705921833,0.5,1025,3.874399752967269e-05,0.025801130705921833,static,"[[80, 0.5]]",0.03443380878773001,0.03467300619485987,0.9999612560024703,1.0,0.7441273064389422
520,batch,30,4.0,0.05,80,64,0.0,0.0,0.02,5120,0.0006825276795932888,0.0006825849209726531,0.5,4097,8.385971855746273e-05,0.00017583751432683446,pure_two_phase,"[[15, 1.0], [65, 0.0]]",0.00017583751432683446,0.00017583751432684314,3.881581710286544,3.8819072459356545,3.881907245935463
521,batch,30,4.0,0.05,80,64,0.0,0.0001,0.02,5120,0.000707470690387814,0.0007075279374913162,0.5,4097,8.091143892533253e-05,0.00021008136042461462,pure_two_phase,"[[15, 1.0], [65, 0.0]]",0.00021008136042461462,0.00021008136042461462,3.367603336906617,3.3678758365866774,3.3678758365866774
522,batch,30,4.0,0.05,80,64,0.0,0.01,0.02,5120,0.0031759615503208897,0.003176886572839258,0.5,1025,0.00029117266139649315,0.003176886572839258,static,"[[80, 0.5]]",0.0036002221241048307,0.003600222124104829,0.9997088273386036,1.0,0.8824140465025251
523,batch,30,4.0,0.05,80,64,0.0,0.1,0.02,5120,0.025624593989371194,0.025625601439638723,0.5,1025,3.93142096548237e-05,0.025625601439638723,static,"[[80, 0.5]]",0.034195894817522096,0.03441968361210672,0.9999606857903451,1.0,0.7445042705338877
524,batch,30,4.0,0.05,80,64,0.1,0.0,0.02,5120,0.0006855304786549104,0.0006855877218455621,0.5,4097,8.349506391054882e-05,0.00017846759278689409,pure_two_phase,"[[15, 1.0], [65, 0.0]]",0.00017846759278689409,0.00017846759278690276,3.8412042654348664,3.8415250138114088,3.841525013811222
525,batch,30,4.0,0.05,80,64,0.1,0.0001,0.02,5120,0.0007104734894494356,0.0007105307383642252,0.5,4097,8.057204523119237e-05,0.00021271143888467424,pure_two_phase,"[[15, 1.0], [65, 0.0]]",0.00021271143888467424,0.00021271143888467424,3.340081253620935,3.3403503924838462,3.3403503924838462
526,batch,30,4.0,0.05,80,64,0.1,0.01,0.02,5120,0.0031789643222131995,0.003179889373712167,0.5,1025,0.0002909068178958901,0.003179889373712167,static,"[[80, 0.5]]",0.0036028522025648903,0.003602852202564892,0.9997090931821041,1.0,0.8826033361702667
527,batch,30,4.0,0.05,80,64,0.1,0.1,0.02,5120,0.025627596761263503,0.02562860424051163,0.5,1025,3.931073415756045e-05,0.02562860424051163,static,"[[80, 0.5]]",0.03419854182783099,0.03442231369056678,0.9999606892658425,1.0,0.744534619924023
528,batch,30,8.0,0.01,800,1,0.0,0.0,0.02,800,0.00015187117292087796,0.00015198833522238092,0.5,4097,0.0007708637727463761,0.00015198833522238092,static,"[[800, 0.5]]",0.0003233232354087571,0.000323323235408627,0.9992291362272536,1.0,0.4700816971297867
529,batch,30,8.0,0.01,800,1,0.0,0.0001,0.02,800,0.00016432552106433333,0.00016444269508206644,0.5,4097,0.0007125522825725655,0.00016444269508206644,static,"[[800, 0.5]]",0.000352492058122586,0.00035249205812246803,0.9992874477174274,1.0,0.466514610167283
530,batch,30,8.0,0.01,800,1,0.0,0.01,0.02,800,0.0013973059872665352,0.0013974243211910531,0.5,4097,8.468002361449957e-05,0.0013974243211910531,static,"[[800, 0.5]]",0.003238280222513011,0.0032402055067925605,0.9999153199763855,1.0,0.43127644782455365
531,batch,30,8.0,0.01,800,1,0.0,0.1,0.02,800,0.012604286130026754,0.01260634819490913,0.5,1025,0.0001635735306128413,0.01260634819490913,static,"[[800, 0.5]]",0.02928331993390955,0.029492145949247966,0.9998364264693872,1.0,0.4274476403515352
532,batch,30,8.0,0.01,800,1,0.1,0.0,0.02,800,0.0001962793784826052,0.00019639670162810972,0.5,4097,0.0005973783904308177,0.00019639670162810972,static,"[[800, 0.5]]",0.00035920822247781543,0.00035920822247768186,0.9994026216095692,1.0,0.5467489031109586
533,batch,30,8.0,0.01,800,1,0.1,0.0001,0.02,800,0.00020873372662606057,0.00020885106148779524,0.5,4097,0.0005618111820874028,0.00020885106148779524,static,"[[800, 0.5]]",0.00038837704519164434,0.0003883770451915229,0.9994381888179126,1.0,0.5377533612595542
534,batch,30,8.0,0.01,800,1,0.1,0.01,0.02,800,0.0014417141928282624,0.001441832687596782,0.5,4097,8.218343885445426e-05,0.001441832687596782,static,"[[800, 0.5]]",0.00327418485397654,0.0032760904938616154,0.9999178165611455,1.0,0.44010771079075267
535,batch,30,8.0,0.01,800,1,0.1,0.1,0.02,800,0.01264869192292846,0.01265075656131486,0.5,1025,0.00016320275996094128,0.01265075656131486,static,"[[800, 0.5]]",0.029319400958016315,0.029528030936317028,0.999836797240039,1.0,0.42843210875112836
536,batch,30,8.0,0.01,800,8,0.0,0.0,0.02,6400,5.838808003937299e-05,5.839545434407553e-05,0.5,16385,0.0001262821701684692,4.0573851554502605e-05,pure_two_phase,"[[76, 1.0], [724, 0.0]]",4.0573851554502605e-05,4.0798890815568756e-05,1.4390568753607391,1.4392386255377623,1.4313000470540236
537,batch,30,8.0,0.01,800,8,0.0,0.0001,0.02,6400,7.081970476349945e-05,7.082707980563246e-05,0.5,16385,0.00010412743477849343,6.977407949030137e-05,pure_two_phase,"[[76, 1.0], [724, 0.0]]",6.977407949030137e-05,6.995986897650498e-05,1.0149858698364256,1.0150915687175415,1.01239583266542
538,batch,30,8.0,0.01,800,8,0.0,0.01,0.02,6400,0.0013014388317052802,0.0013015580004998068,0.5,4097,9.155857401729474e-05,0.0013015580004998068,static,"[[800, 0.5]]",0.002956851068410272,0.002956896706909889,0.9999084414259827,1.0,0.44017702663005864
539,batch,30,8.0,0.01,800,8,0.0,0.1,0.02,6400,0.012487944302651995,0.012490020915901413,0.5,1025,0.00016626179118520322,0.012490020915901413,static,"[[800, 0.5]]",0.029014985909875772,0.029201777051758873,0.9998337382088148,1.0,0.4277144125086428
540,batch,30,8.0,0.01,800,8,0.1,0.0,0.02,6400,6.389303877334684e-05,6.390041435540088e-05,0.5,16385,0.00011542307085862395,4.502228183372349e-05,pure_two_phase,"[[76, 1.0], [724, 0.0]]",4.502228183372349e-05,4.5249789884935915e-05,1.4191426149682267,1.4193064356755218,1.412170410468004
541,batch,30,8.0,0.01,800,8,0.1,0.0001,0.02,6400,7.632466349747331e-05,7.633203981695781e-05,0.5,16385,9.66346438820295e-05,7.422250976952226e-05,pure_two_phase,"[[76, 1.0], [724, 0.0]]",7.422250976952226e-05,7.441076804587041e-05,1.028322320741763,1.0284217019066875,1.0258198083629917
542,batch,30,8.0,0.01,800,8,0.1,0.01,0.02,6400,0.0013069437712789817,0.0013070629605111321,0.5,4097,9.11885928614868e-05,0.0013070629605111321,static,"[[800, 0.5]]",0.0029613043872219347,0.0029613476059792577,0.9999088114071385,1.0,0.441374378972614
543,batch,30,8.0,0.01,800,8,0.1,0.1,0.02,6400,0.012493448935661339,0.012495525875912739,0.5,1025,0.00016621471333216374,0.012495525875912739,static,"[[800, 0.5]]",0.029019460933678323,0.029206227950828233,0.9998337852866679,1.0,0.42783771656340813
544,batch,30,8.0,0.01,800,64,0.0,0.0,0.02,51200,4.68331860726396e-05,4.6840566836087215e-05,0.5,16385,0.0001575720352284248,5.323947724384867e-06,pure_two_phase,"[[76, 1.0], [724, 0.0]]",5.323947724384867e-06,5.781653664898093e-06,8.796702841039023,8.798089173856269,8.101586423356409
545,batch,30,8.0,0.01,800,64,0.0,0.0001,0.02,51200,5.9261995860390144e-05,5.92693773619141e-05,0.5,16385,0.00012454157361706838,3.4523200824884345e-05,pure_two_phase,"[[76, 1.0], [724, 0.0]]",3.4523200824884345e-05,3.494165833048922e-05,1.716584628435555,1.7167984412150075,1.696238249522265
546,batch,30,8.0,0.01,800,64,0.0,0.01,0.02,51200,0.0012896023462510937,0.0012897216194190024,0.5,4097,9.2479777118422e-05,0.0012897216194190024,static,"[[800, 0.5]]",0.0029217821202246336,0.002921782120224675,0.9999075202228815,1.0,0.44141608318139314
547,batch,30,8.0,0.01,800,64,0.0,0.1,0.02,51200,0.012473572660614923,0.012475651092665255,0.5,1025,0.00016659908448017437,0.012475651092665255,static,"[[800, 0.5]]",0.028981761653128872,0.029165786319262747,0.9998334009155199,1.0,0.42774951980038417
548,batch,30,8.0,0.01,800,64,0.1,0.0,0.02,51200,4.752059279198082e-05,4.752797371542438e-05,0.5,16385,0.00015529640476057065,5.8794647337136186e-06,pure_two_phase,"[[76, 1.0], [724, 0.0]]",5.8794647337136186e-06,6.337478714164152e-06,8.082469228787364,8.083724602155154,7.499508220706162
549,batch,30,8.0,0.01,800,64,0.1,0.0001,0.02,51200,5.9949402579731356e-05,5.9956784241251265e-05,0.5,16385,0.0001231163681195178,3.50787178342131e-05,pure_two_phase,"[[76, 1.0], [724, 0.0]]",3.50787178342131e-05,3.549748337976048e-05,1.7089964024073108,1.7092068337450466,1.689043237229507
550,batch,30,8.0,0.01,800,64,0.1,0.01,0.02,51200,0.0012902897505704957,0.0012904090262983395,0.5,4097,9.243249652860312e-05,0.0012904090262983395,static,"[[800, 0.5]]",0.0029223379452738996,0.0029223379452739413,0.9999075675034714,1.0,0.4415673513685208
551,batch,30,8.0,0.01,800,64,0.1,0.1,0.02,51200,0.012474260026535296,0.012476338499544591,0.5,1025,0.00016659318832778044,0.012476338499544591,static,"[[800, 0.5]]",0.02898232048788382,0.02916634214431201,0.9998334068116722,1.0,0.42776493664556814
552,batch,30,8.0,0.05,160,1,0.0,0.0,0.02,160,0.0008174134915459768,0.0008175250873901049,0.5,4097,0.0001365044887910749,0.0008175250873901049,static,"[[160, 0.5]]",0.0017689877626571367,0.0017768934825167174,0.9998634955112089,1.0,0.4600867161897609
553,batch,30,8.0,0.05,160,1,0.0,0.0001,0.02,160,0.0008299706096839119,0.0008300822166876244,0.5,4097,0.00013445295112796964,0.0008300822166876244,static,"[[160, 0.5]]",0.0017980111728811837,0.0018061120465792217,0.999865547048872,1.0,0.45959619075671476
