angle_deg,epsilon,budget,static,candidate,gain,global_gain_upper,epsilon_critical
30,0.0,3.775757575757576,0.00037453060408773977,0.00028094629529337023,1.333103907622796,1.6584038383389617,0.0014447717067966844
30,0.0,3.894949494949495,0.000298416658717679,0.00022030479425508222,1.3545627081186173,1.6850989495789246,0.0011752781709541038
30,0.0,4.014141414141414,0.00023777096244813635,0.00017275259786249785,1.3763669281395685,1.7122237685581245,0.0009560533145985841
30,0.0,4.133333333333334,0.00018944998186913776,0.00013546441496723523,1.398522127858892,1.73978521222624,0.0007777205115729429
30,0.0,4.252525252525253,0.00015094902784037583,0.0001062247859046466,1.4210339569512171,1.7677903088741964,0.0006326521595453464
30,0.0,4.371717171717172,0.00012027242642701153,8.32964520107895e-05,1.4439081560332543,1.7962461999263977,0.0005146434342690606
30,0.0,4.490909090909091,9.583007433434878e-05,6.531713722458318e-05,1.4671505581276696,1.8251601417618335,0.0004186468985209699
30,0.0,4.61010101010101,7.635501685417369e-05,5.121860910309128e-05,1.4907670901505468,1.8545395075644835,0.0003405566144842663
30,0.0,4.72929292929293,6.083777602488444e-05,4.016321029862775e-05,1.5147637744227602,1.8843917892035154,0.0002770325256886517
30,0.0,4.848484848484849,4.8474024944854535e-05,3.149408954556017e-05,1.5391467302057025,1.9147245991437283,0.00022535759701997933
30,0.0,4.967676767676768,3.8622895968341617e-05,2.4696175154545614e-05,1.5639221752617278,1.945545672386803,0.00018332160243052502
30,0.0,5.086868686868687,3.077376171420411e-05,1.936557227290849e-05,1.5890964274396957,1.9768628684437106,0.00014912658974933996
30,0.0,5.206060606060606,2.451976700087099e-05,1.5185565663928903e-05,1.6146759062860674,2.008684173338976,0.0001213099791591444
30,0.0,5.325252525252526,1.953673975123743e-05,1.1907802221579398e-05,1.6406671346818997,2.0410177016470983,9.868200612867001e-05
30,0.0,5.444444444444445,1.5566387726850094e-05,9.337535188765911e-06,1.6670767405062292,2.0738716985618555,8.027483312649497e-05
30,0.0,5.563636363636364,1.2402910104142686e-05,7.3220533713128e-06,1.6939114583261934,2.1072545419988136,6.530115353638324e-05
30,0.0,5.682828282828283,9.882329911781861e-06,5.741607874940592e-06,1.7211781311143812,2.141174744731773,5.3120517192017396e-05
30,0.0,5.802020202020202,7.873994382389273e-06,4.502297281625687e-06,1.7488837119938325,2.1756409565635453,4.321193721601298e-05
30,0.0,5.921212121212122,6.273802644453363e-06,3.5304885414773735e-06,1.7770352660110937,2.2106619665316933,3.515160651036066e-05
30,0.0,6.040404040404041,4.998809715889921e-06,2.768442100074394e-06,1.8056399719378606,2.2462467051497814,2.859477079406074e-05
30,0.0,6.15959595959596,3.982927100483034e-06,2.170881330281023e-06,1.8347051241015737,2.282404246684679,2.326098286642652e-05
30,0.0,6.278787878787879,3.173497130193928e-06,1.7023024429646087e-06,1.8642381342455172,2.319143811470562,1.892210739540435e-05
30,0.0,6.397979797979798,2.528563486418753e-06,1.334865046238224e-06,1.8942465334188532,2.356474768260126,1.5392563174963594e-05
30,0.0,6.517171717171718,2.014696419296724e-06,1.0467380218085123e-06,1.9247379738970518,2.394406636613661,1.252138549603565e-05
30,0.0,6.636363636363637,1.6052599366116322e-06,8.20802439458037e-07,1.95572023113328,2.4329490893265833,1.0185769124881523e-05
30,0.0,6.7555555555555555,1.2790311430592052e-06,6.436344439425671e-07,1.9872012057411519,2.4721119548960395,8.285815710908143e-06
30,0.0,6.874747474747475,1.0191001641568553e-06,5.047076830117486e-07,2.019188925509447,2.5119052200272223,6.740260961484403e-06
30,0.0,6.993939393939394,8.119936330091822e-07,3.957678891930435e-07,2.051691547449208,2.552339032180021,5.482998827635208e-06
30,0.0,7.113131313131314,6.469763063898069e-07,3.103424564128754e-07,2.084717359873824,2.593423702156654,4.460254034026035e-06
30,0.0,7.232323232323233,5.154946098266579e-07,2.4335587318302967e-07,2.1182747845126,2.635169706731016,3.6282820174568086e-06
30,0.0,7.351515151515152,4.1073326818282446e-07,1.9082816349783147e-07,2.15237237865831,2.6775876913202312,2.951497896257176e-06
30,0.0,7.470707070707071,3.2726203994426303e-07,1.496384184513466e-07,2.187018837349373,2.720688472699361,2.4009544433694842e-06
30,0.0,7.58989898989899,2.607542438973026e-07,1.1733936891802032e-07,2.2222229955870967,2.7644830417596515,1.9531039633962823e-06
30,0.0,7.70909090909091,2.077624881945796e-07,9.201198222070185e-08,2.2579938305886746,2.8089825663113377,1.5887911169529952e-06
30,0.0,7.828282828282829,1.6553997685960356e-07,7.21514437161983e-08,2.294340464076385,2.854198393931408,1.292433613681929e-06
30,0.0,7.947474747474748,1.318981312594473e-07,5.657774894844583e-08,2.3312721646036874,2.900142054857348,1.0513557307510712e-06
30,0.0,8.066666666666666,1.050931464397215e-07,4.436559424457802e-08,2.3687983499187566,2.946825264927373,8.552461502716283e-07
30,0.0,8.185858585858586,8.373560203727019e-08,3.478940023697426e-08,2.4069285893660157,2.994259928568022,6.957169264031181e-07
30,0.0,8.305050505050504,6.67184425062943e-08,2.728020190998121e-08,2.4456726063264043,3.042458141829851,5.659447184065976e-07
30,0.0,8.424242424242424,5.315959355596933e-08,2.139184381392101e-08,2.485040280696845,3.091432195471947,4.603789445633451e-07
30,0.0,8.543434343434344,4.235624035691854e-08,1.6774471951095094e-08,2.5250416514096816,3.1411945780961843,3.745043741975296e-07
30,0.0,8.662626262626262,3.374839755469886e-08,1.3153747366786755e-08,2.565686918992655,3.191757979331817,3.0464800345313264e-07
30,0.0,8.781818181818181,2.688988276373225e-08,1.031454643065253e-08,2.6069864481700833,3.243135293071432,2.478219545682193e-07
30,0.0,8.901010101010101,2.1425188970093433e-08,8.088179368468147e-09,2.6489507705058766,3.2953396207588828,2.0159567917687276e-07
30,0.0,9.020202020202019,1.7071057037978005e-08,6.342367639366518e-09,2.69159058708919,3.348384274730334,1.6399199955303935e-07
30,0.0,9.139393939393939,1.360179314173986e-08,4.973384669200525e-09,2.7349167712632125,3.4022827816088492,1.3340254130054412e-07
30,0.0,9.258585858585858,1.0837570061367194e-08,3.899892985438688e-09,2.7789403713979364,3.4570488857538133,1.0851894039920856e-07
30,0.0,9.377777777777778,8.635105946039864e-09,3.0581115898921147e-09,2.8236726137074992,3.5126965527657283,8.827688221348007e-08
30,0.0,9.496969696969696,6.880237385051485e-09,2.398026441020541e-09,2.8691249051129835,3.5692399730476287,7.181057891521273e-08
30,0.0,9.616161616161616,5.482001815666149e-09,1.8804188934245172e-09,2.915308836151196,3.6266935654235866,5.841573824126889e-08
30,0.0,9.735353535353536,4.367922533059804e-09,1.4745355406686272e-09,2.9622361839302784,3.685071980815588,4.75194396956678e-08
30,0.0,9.854545454545454,3.4802519036548835e-09,1.156261016254358e-09,3.0099189151329884,3.744390105979632,3.8655629749363355e-08
30,0.0,9.973737373737373,2.7729780510573005e-09,9.066851905809756e-10,3.0583691890682174,3.8046630673019375,3.144518792497646e-08
30,0.0,10.092929292929293,2.2094398579511646e-09,7.109796345827996e-10,3.1075993607716437,3.8659062346561153,2.5579711158459925e-08
30,0.0,10.212121212121211,1.7604266590000523e-09,5.575165956638043e-10,3.1576219841563806,3.9281352253226927,2.0808322866804152e-08
30,0.0,10.33131313131313,1.4026641234724096e-09,4.371781403034808e-10,3.2084498152142436,3.991365907971506,1.6926942522803368e-08
30,0.0,10.45050505050505,1.1176078442223657e-09,3.4281441637023983e-10,3.260095815268598,4.055614406708362,1.3769556778041969e-08
30,0.0,10.569696969696968,8.904820994317906e-10,2.688188480551364e-10,3.312573154279521,4.120897105186626,1.120111878493703e-08
30,0.0,10.688888888888888,7.095139619033266e-10,2.107950238348365e-10,3.3658952142022556,4.1872306507852555,9.111772009564302e-09
30,0.0,10.808080808080808,5.653230564173932e-10,1.6529548577046015e-10,3.420075592399643,4.254631958853893,7.412151477754899e-09
30,0.0,10.927272727272728,4.504353335905844e-10,1.2961690043262302e-10,3.4751281051094725,4.3231182170263684,6.029561480633579e-09
30,0.0,11.046464646464646,3.5889565699415084e-10,1.0163944163055286e-10,3.531066790967756,4.392706889603622,4.904866253455502e-09
30,0.0,11.165656565656565,2.8595912221739435e-10,7.970084194645995e-11,3.587905914588594,4.463415722007177,3.989960636699332e-09
30,0.0,11.284848484848485,2.2784510758422378e-10,6.249762990694264e-11,3.6456599702017383,4.535262745304303,3.2457125352183812e-09
30,0.0,11.404040404040403,1.815413078887564e-10,4.9007684844898616e-11,3.7043436853486393,4.608266280806019,2.6402891708697374e-09
30,0.0,11.523232323232323,1.4464759335583871e-10,3.8429508085875336e-11,3.7639720246381074,4.682444944739105,2.1477955395525937e-09
30,0.0,11.642424242424243,1.1525160034903546e-10,3.013460228525948e-11,3.8245601935623177,4.757817652993349,1.7471668371091496e-09
30,0.0,11.76161616161616,9.182960514481056e-11,2.3630129557253866e-11,3.886123642374239,4.8344036259450895,1.4212674812286295e-09
30,0.0,11.88080808080808,7.316754262425615e-11,1.8529629746125338e-11,3.948678070027597,4.912222393358668,1.1561581929635597e-09
30,0.0,12.0,5.829807593346572e-11,1.453005907972662e-11,4.012239428180122,4.99129379936644,9.40499789667483e-10
30,0.0001,0.2,0.34156718884658926,0.341542662926609,1.0000718092427168,1.0271996492515645,0.7072223522189248
30,0.0001,0.3191919191919192,0.2721610530275631,0.27208220693678264,1.0002897877507984,1.0437681847205897,0.5753040349998251
30,0.0001,0.43838383838383843,0.21685979130216704,0.21669881123827509,1.0007428746977063,1.0606118499815131,0.46799246608741907
30,0.0001,0.5575757575757576,0.17279694572881843,0.17253681141501861,1.0015077032644013,1.0777371731487133,0.3806977441321973
30,0.0001,0.6767676767676768,0.137688593924383,0.13732452332564207,1.0026511695793592,1.0951513103544395,0.309686122939149
30,0.0001,0.795959595959596,0.10971496333387222,0.10925295802458324,1.0042287670525591,1.1128621861158867,0.2519203126871656
30,0.0001,0.9151515151515153,0.0874261044285657,0.08688019079224171,1.0062835225308084,1.1308786684076737,0.20492956979176444
30,0.0001,1.0343434343434343,0.06966673345918463,0.06905589483141207,1.0088455682062163,1.1492107870803248,0.16670401892994002
30,0.0001,1.1535353535353536,0.05551634903316669,0.05486172118961697,1.0119323242026468,1.1678700064175713,0.13560868719742272
30,0.0001,1.2727272727272727,0.044241518494635125,0.043564130752493546,1.015549208269301,1.1868695653136014,0.11031357349061281
30,0.0001,1.391919191919192,0.03525786090010032,0.03457701379872035,1.019690743259187,1.2062249019093432,0.08973676205973997
30,0.0001,1.511111111111111,0.02809975600017588,0.02743200858133822,1.0243419076243627,1.2259541837212158,0.072998147101559
30,0.0001,1.6303030303030304,0.022396209110493167,0.02175488446493242,1.0294795702819992,1.2460789695349552,0.05938178911239717
30,0.0001,1.7494949494949494,0.017851620841835107,0.017246711995312216,1.0350738649017452,1.2666250358812603,0.048305292917686996
30,0.0001,1.8686868686868687,0.014230464899954571,0.013668821458116886,1.041089383130699,1.2876234090842658,0.039294897623359006
30,0.0001,1.9878787878787878,0.011345079737999059,0.010817573029861745,1.0487638684463825,1.3091116540842227,0.03196521304324598
30,0.0001,2.107070707070707,0.009045941249150551,0.008490464777988824,1.0654235646323835,1.3311354839894038,0.026002735894461386
30,0.0001,2.2262626262626264,0.0072139122903264324,0.0066656193042279235,1.0822568708283014,1.3537507702427543,0.021152440719927394
30,0.0001,2.3454545454545457,0.005754067295642817,0.005234624718162479,1.0992320568231067,1.377026053187373,0.017206872008623704
30,0.0001,2.464646464646465,0.004590771882178113,0.004112469543044021,1.1163053815056478,1.4010456776700573,0.013997270964680151
30,0.0001,2.5838383838383843,0.0036637624023497647,0.003232491799540929,1.1334173849629205,1.4259137093683911,0.011386357401884876
30,0.0001,2.703030303030303,0.002925022228852134,0.0025424183161540763,1.1504881829504847,1.4517588263064791,0.009262458032755607
30,0.0001,2.8222222222222224,0.0023362928562591753,0.002001258943810082,1.1674115753412908,1.4787404284636039,0.007534730008945334
30,0.0001,2.9414141414141417,0.0018670908087378307,0.0015768711458683934,1.184047798470947,1.5070562688850004,0.006129275415546636
30,0.0001,3.060606060606061,0.0014931275614751846,0.0012440502648148931,1.2002148174433713,1.5369519852799622,0.004985980529497818
30,0.0001,3.1797979797979803,0.0011950505733973554,0.0009830319997453313,1.2156782014287943,1.5687330054938309,0.004055944651707944
30,0.0001,3.298989898989899,0.0009574401733696701,0.0007783181200499762,1.2301398987192953,1.602779418156042,0.0032993885396049006
30,0.0001,3.4181818181818184,0.0007680103040798832,0.0006177556456361726,1.2432266859964938,1.6395645470937015,0.0026839529801502855
30,0.0001,3.5373737373737377,0.0006169716946471777,0.0004918147836193817,1.2544797659532245,1.6796781520751962,0.0021833147303470454
30,0.0001,3.656565656565657,0.0004965244523954474,0.0003930227204343766,1.2633479607659288,1.7238554082496849,0.0017760606266222561
30,0.0001,3.775757575757576,0.00040045377259428124,0.00031551962839399293,1.2691881472877182,1.773013103690805,0.0014447717067966844
30,0.0001,3.894949494949495,0.00032380781002915287,0.00025471050703614376,1.2712777882508164,1.8282948529948702,0.0011752781709541038
30,0.0001,4.014141414141414,0.0002626410150715059,0.00020699217357821194,1.2688451477720584,1.7077126385355252,0.0009560533145985841
30,0.0001,4.133333333333334,0.0002138096302325292,0.00016953918174641858,1.2611222257302526,1.5736729338916144,0.0007777205115729429
30,0.0001,4.252525252525253,0.000174808746891814,0.000140135949449176,1.2474225748562329,1.4564156632690628,0.0006326521595453464
30,0.0001,4.371717171717172,0.00014364247613877603,0.00011704512123991865,1.22724018410249,1.3546903365784948,0.0005146434342690606
30,0.0001,4.490909090909091,0.00011872050411488825,9.890434438771819e-05,1.200356817992626,1.2674121041369046,0.0004186468985209699
30,0.0001,4.61010101010101,9.877566986947471e-05,8.464532555497599e-05,1.166935908413764,1.1936501872888925,0.0003405566144842663
30,0.0001,4.72929292929293,8.279829343115394e-05,7.343035887317825e-05,1.1275757697733042,1.1326179521182647,0.0002770325256886517
30,0.0001,4.848484848484849,6.998385003433537e-05,6.460255426250322e-05,1.0832984985387115,1.0836645203911341,0.00022535759701997933
30,0.0001,4.967676767676768,5.969127823004418e-05,5.764680883455087e-05,1.0354654392294471,1.0462678282654008,0.00018332160243052502
30,0.0001,5.086868686868687,5.14097608113003e-05,5.063417619309003e-05,1.015317413583518,1.0200290587412268,0.00014912658974933996
30,0.0001,5.206060606060606,4.473225666646062e-05,4.455182906462805e-05,1.004049836013934,1.0046683884773995,0.0001213099791591444
30,0.0001,5.325252525252526,3.933441160416245e-05,3.933441160416116e-05,1.0000000000000326,1.0,9.868200612867001e-05
30,0.0001,5.444444444444445,3.495775500919749e-05,3.4957755009196314e-05,1.0000000000000338,1.0,8.027483312649497e-05
30,0.0001,5.563636363636364,3.1396311342043146e-05,3.1396311342042895e-05,1.000000000000008,1.0,6.530115353638324e-05
30,0.0001,5.682828282828283,2.8485932501078422e-05,2.848593250107666e-05,1.000000000000062,1.0,5.3120517192017396e-05
30,0.0001,5.802020202020202,2.6095798100717875e-05,2.609579810071607e-05,1.0000000000000693,1.0,4.321193721601298e-05
30,0.0001,5.921212121212122,2.41216430912455e-05,2.4121643091244118e-05,1.0000000000000573,1.0,3.515160651036066e-05
30,0.0001,6.040404040404041,2.2480361681776646e-05,2.248036168177508e-05,1.0000000000000697,1.0,2.859477079406074e-05
30,0.0001,6.15959595959596,2.1105707867549193e-05,2.110570786754758e-05,1.0000000000000764,1.0,2.326098286642652e-05
30,0.0001,6.278787878787879,1.9944869704501827e-05,1.9944869704500004e-05,1.0000000000000915,1.0,1.892210739540435e-05
30,0.0001,6.397979797979798,1.8955739764191172e-05,1.895573976418976e-05,1.0000000000000746,1.0,1.5392563174963594e-05
30,0.0001,6.517171717171718,1.810474028812091e-05,1.8104740288119506e-05,1.0000000000000775,1.0,1.252138549603565e-05
30,0.0001,6.636363636363637,1.7365090312997726e-05,1.7365090312996763e-05,1.0000000000000555,1.0,1.0185769124881523e-05
30,0.0001,6.7555555555555555,1.671542494765933e-05,1.671542494765815e-05,1.0000000000000708,1.0,8.285815710908143e-06
30,0.0001,6.874747474747475,1.613869523592423e-05,1.613869523592423e-05,1.0,1.0,6.740260961484403e-06
30,0.0001,6.993939393939394,1.5621291583550445e-05,1.562129158354923e-05,1.000000000000078,1.0,5.482998827635208e-06
30,0.0001,7.113131313131314,1.5152345315737825e-05,1.5152345315737825e-05,1.0,1.0,4.460254034026035e-06
30,0.0001,7.232323232323233,1.4723172164836208e-05,1.4723172164836208e-05,1.0,1.0,3.6282820174568086e-06
30,0.0001,7.351515151515152,1.4326828844726527e-05,1.4326828844725428e-05,1.0000000000000768,1.0,2.951497896257176e-06
30,0.0001,7.470707070707071,1.3957759730062276e-05,1.3957759730062276e-05,1.0,1.0,2.4009544433694842e-06
30,0.0001,7.58989898989899,1.3611515329030402e-05,1.3611515329029524e-05,1.0000000000000644,1.0,1.9531039633962823e-06
30,0.0001,7.70909090909091,1.3284527959607168e-05,1.3284527959606911e-05,1.0000000000000193,1.0,1.5887911169529952e-06
30,0.0001,7.828282828282829,1.297393300433649e-05,1.297393300433649e-05,1.0,1.0,1.292433613681929e-06
30,0.0001,7.947474747474748,1.2677426481137915e-05,1.2677426481137014e-05,1.000000000000071,1.0,1.0513557307510712e-06
30,0.0001,8.066666666666666,1.2393151550016722e-05,1.239315155001619e-05,1.0000000000000429,1.0,8.552461502716283e-07
30,0.0001,8.185858585858586,1.2119608075370129e-05,1.211960807536947e-05,1.0000000000000544,1.0,6.957169264031181e-07
30,0.0001,8.305050505050504,1.185558055860455e-05,1.1855580558603911e-05,1.000000000000054,1.0,5.659447184065976e-07
30,0.0001,8.424242424242424,1.1600080707941318e-05,1.1600080707940948e-05,1.0000000000000318,1.0,4.603789445633451e-07
30,0.0001,8.543434343434344,1.1352301670948371e-05,1.135230167094781e-05,1.0000000000000493,1.0,3.745043741975296e-07
30,0.0001,8.662626262626262,1.111158155981629e-05,1.1111581559815925e-05,1.0000000000000329,1.0,3.0464800345313264e-07
30,0.0001,8.781818181818181,1.087737438103288e-05,1.0877374381032204e-05,1.0000000000000622,1.0,2.478219545682193e-07
30,0.0001,8.901010101010101,1.0649226864866012e-05,1.0649226864865397e-05,1.0000000000000577,1.0,2.0159567917687276e-07
30,0.0001,9.020202020202019,1.0426759995830872e-05,1.0426759995830633e-05,1.0000000000000229,1.0,1.6399199955303935e-07
30,0.0001,9.139393939393939,1.0209654288945607e-05,1.0209654288945163e-05,1.0000000000000435,1.0,1.3340254130054412e-07
30,0.0001,9.258585858585858,9.997638050695457e-06,9.997638050694827e-06,1.000000000000063,1.0,1.0851894039920856e-07
30,0.0001,9.377777777777778,9.79047801829268e-06,9.790478018292192e-06,1.0000000000000497,1.0,8.827688221348007e-08
30,0.0001,9.496969696969696,9.587971894054547e-06,9.58797189405395e-06,1.0000000000000624,1.0,7.181057891521273e-08
30,0.0001,9.616161616161616,9.3899423899124e-06,9.389942389911906e-06,1.0000000000000524,1.0,5.841573824126889e-08
30,0.0001,9.735353535353536,9.19623247530055e-06,9.196232475299985e-06,1.0000000000000615,1.0,4.75194396956678e-08
30,0.0001,9.854545454545454,9.006701584010426e-06,9.006701584009806e-06,1.0000000000000688,1.0,3.8655629749363355e-08
30,0.0001,9.973737373737373,8.821222585263498e-06,8.821222585263002e-06,1.0000000000000562,1.0,3.144518792497646e-08
30,0.0001,10.092929292929293,8.639679363831045e-06,8.639679363830746e-06,1.0000000000000344,1.0,2.5579711158459925e-08
30,0.0001,10.212121212121211,8.461964885560832e-06,8.46196488556044e-06,1.0000000000000462,1.0,2.0808322866804152e-08
30,0.0001,10.33131313131313,8.28797964979465e-06,8.287979649794363e-06,1.0000000000000346,1.0,1.6926942522803368e-08
30,0.0001,10.45050505050505,8.117630450179065e-06,8.117630450178447e-06,1.0000000000000762,1.0,1.3769556778041969e-08
30,0.0001,10.569696969696968,7.9508293813216e-06,7.950829381321125e-06,1.0000000000000597,1.0,1.120111878493703e-08
30,0.0001,10.688888888888888,7.787493041453352e-06,7.787493041452848e-06,1.0000000000000648,1.0,9.111772009564302e-09
30,0.0001,10.808080808080808,7.627541891385093e-06,7.627541891384699e-06,1.0000000000000517,1.0,7.412151477754899e-09
30,0.0001,10.927272727272728,7.470899738111972e-06,7.47089973811159e-06,1.000000000000051,1.0,6.029561480633579e-09
30,0.0001,11.046464646464646,7.317493317850627e-06,7.317493317850067e-06,1.0000000000000766,1.0,4.904866253455502e-09
30,0.0001,11.165656565656565,7.167251958414707e-06,7.1672519584142715e-06,1.0000000000000608,1.0,3.989960636699332e-09
30,0.0001,11.284848484848485,7.02010730491605e-06,7.020107304915634e-06,1.0000000000000593,1.0,3.2457125352183812e-09
30,0.0001,11.404040404040403,6.875993096030703e-06,6.875993096030132e-06,1.000000000000083,1.0,2.6402891708697374e-09
30,0.0001,11.523232323232323,6.734844980659997e-06,6.734844980659739e-06,1.0000000000000382,1.0,2.1477955395525937e-09
30,0.0001,11.642424242424243,6.596600366881602e-06,6.596600366881157e-06,1.0000000000000675,1.0,1.7471668371091496e-09
30,0.0001,11.76161616161616,6.4611982967303514e-06,6.461198296729785e-06,1.0000000000000877,1.0,1.4212674812286295e-09
30,0.0001,11.88080808080808,6.32857934165945e-06,6.328579341659189e-06,1.0000000000000413,1.0,1.1561581929635597e-09
30,0.0001,12.0,6.1986855145772235e-06,6.198685514576782e-06,1.0000000000000713,1.0,9.40499789667483e-10
30,0.001,0.2,0.34200180040523376,0.34197730570320845,1.0000716266887213,1.02758193123369,0.7072223522189248
30,0.001,0.3191919191919192,0.2725867451201201,0.2725080224326075,1.0002888820916531,1.0444608409089258,0.5753040349998251
30,0.001,0.43838383838383843,0.21727674698146546,0.21711607679599867,1.0007400197527414,1.061695654702167,0.46799246608741907
30,0.001,0.5575757575757576,0.1732053442909222,0.17294582604580636,1.0015005753596338,1.0793130765386325,0.3806977441321973
30,0.001,0.6767676767676768,0.13808861098569045,0.1377256015912605,1.0026357437559597,1.0973454648480447,0.309686122939149
30,0.001,0.795959595959596,0.11010677090663344,0.10964642380003391,1.0041984689572647,1.1158322249928454,0.2519203126871656
30,0.001,0.9151515151515153,0.08780987099484988,0.08726637119659672,1.006228055444505,1.13482154827774,0.20492956979176444
30,0.001,1.0343434343434343,0.07004262404332937,0.06943511459161202,1.0087493115736967,1.1543725838662977,0.16670401892994002
30,0.001,1.1535353535353536,0.05588452527274053,0.05523429765752462,1.011772171328177,1.174558151433128,0.13560868719742272
30,0.001,1.2727272727272727,0.04460213870994368,0.04393036973339538,1.015291675909516,1.1954681292390572,0.11031357349061281
30,0.001,1.391919191919192,0.03561108016226595,0.0349372062779905,1.0192881445331814,1.217213685865965,0.08973676205973997
30,0.001,1.511111111111111,0.028445726197820178,0.027786428365102523,1.023727332784723,1.2399325657538638,0.072998147101559
30,0.001,1.6303030303030304,0.022735079015050945,0.02210378668914416,1.0285603699847878,1.2637956910271568,0.05938178911239717
30,0.001,1.7494949494949494,0.018183536171527927,0.017590332411501444,1.0337232831165042,1.2890154074797298,0.048305292917686996
30,0.001,1.8686868686868687,0.014555568382451376,0.014007376375379276,1.0391359518286134,1.3158557842574683,0.039294897623359006
30,0.001,1.9878787878787878,0.01166351117179082,0.011156854373071028,1.045412154876082,1.3446454787886317,0.03196521304324598
30,0.001,2.107070707070707,0.009357837563665344,0.008827034877685868,1.060133747440073,1.37579380593441,0.026002735894461386
30,0.001,2.2262626262626264,0.007519407604810763,0.006999727950486328,1.0742428360074092,1.409810809493447,0.021152440719927394
30,0.001,2.3454545454545457,0.006053292976834549,0.005566469379930923,1.0874564402813023,1.4473323330010468,0.017206872008623704
30,0.001,2.464646464646465,0.004883856600795781,0.004442206653931931,1.0994212969522552,1.4891513350914776,0.013997270964680151
30,0.001,2.5838383838383843,0.003950832188422563,0.0035602456076338196,1.1097077628440166,1.536257004875396,0.011386357401884876
30,0.001,2.703030303030303,0.003206200525914375,0.002868287823655997,1.1178099002029949,1.5898836202316375,0.009262458032755607
30,0.001,2.8222222222222224,0.0026117005744325282,0.0023253233488186873,1.123155872390533,1.554626061613931,0.007534730008945334
30,0.001,2.9414141414141417,0.002136846376724158,0.001899194109593104,1.125133216205041,1.4398287083510017,0.006129275415546636
