angle_deg,epsilon,ridge,budget,analytic,grid_min,minimum_margin,grid_points
10,0.0,0.0,0.1,0.4099877671857667,0.40998776718576674,5.551115123125783e-17,101
10,0.0,0.0,1.0,0.06870351383254021,0.06870351383254024,2.7755575615628914e-17,101
10,0.0,0.0,4.0,0.00017824025107199552,0.00017824025107199585,3.2526065174565133e-19,101
10,0.0,0.0,8.0,6.3539174204416e-08,6.353917420472787e-08,3.118669432671927e-19,101
10,0.0,0.0,16.0,8.074453317158249e-15,8.074416960827643e-15,-3.635633060537534e-20,101
10,0.0,0.07,0.1,0.4042879303996985,0.4042879303996985,0.0,101
10,0.0,0.07,1.0,0.059727965551154595,0.059727965551154616,2.0816681711721685e-17,101
10,0.0,0.07,4.0,0.00010181244695501223,0.00010181244695501238,1.4907779871675686e-19,101
10,0.0,0.07,8.0,2.0731548709934363e-08,2.0731548709976887e-08,4.2523700930126047e-20,101
10,0.0,0.07,16.0,8.595942238247622e-16,8.596291432499742e-16,3.491942521200665e-20,101
10,0.001,0.0,0.1,0.4104870081501361,0.4104870081501361,0.0,101
10,0.001,0.0,1.0,0.06919597511904181,0.06919597511904184,2.7755575615628914e-17,101
10,0.001,0.0,4.0,0.0006487605542651984,0.0006487605542651989,5.421010862427522e-19,101
10,0.001,0.0,8.0,0.0004428422506082514,0.0004428422506082515,5.421010862427522e-20,101
10,0.001,0.0,16.0,0.00039210597460646445,0.00039210597460646494,4.87890977618477e-19,101
10,0.001,0.07,0.1,0.40478023068865865,0.40478023068865865,0.0,101
10,0.001,0.07,1.0,0.06015609082618985,0.060156090826189876,2.7755575615628914e-17,101
10,0.001,0.07,4.0,0.0003705779088638621,0.00037057790886386207,-5.421010862427522e-20,101
10,0.001,0.07,8.0,0.00014449047857886485,0.00014449047857886485,0.0,101
10,0.001,0.07,16.0,4.174301561477349e-05,4.1743015614773516e-05,2.710505431213761e-20,101
10,0.1,0.0,0.1,0.45991186362271064,0.4599118636227107,5.551115123125783e-17,101
10,0.1,0.0,1.0,0.11794964248270014,0.11794964248270015,1.3877787807814457e-17,101
10,0.1,0.0,4.0,0.04723027057039227,0.04723027057039228,6.938893903907228e-18,101
10,0.1,0.0,8.0,0.04427793468257891,0.04427793468257892,1.3877787807814457e-17,101
10,0.1,0.0,16.0,0.039210597459847084,0.039210597459847105,2.0816681711721685e-17,101
10,0.1,0.07,0.1,0.45351795929571126,0.4535179592957113,5.551115123125783e-17,101
10,0.1,0.07,1.0,0.1025404930546802,0.10254049305468024,4.163336342344337e-17,101
10,0.1,0.07,4.0,0.02697835863784,0.02697835863784,0.0,101
10,0.1,0.07,8.0,0.0144469954345642,0.014446995434564203,3.469446951953614e-18,101
10,0.1,0.07,16.0,0.004174301561392249,0.0041743015613922504,1.734723475976807e-18,101
10,1.0,0.0,0.1,0.9092287315552063,0.9092287315552063,0.0,101
10,1.0,0.0,1.0,0.5611648003341395,0.5611648003341395,0.0,101
10,1.0,0.0,4.0,0.47069854344427475,0.47069854344427486,1.1102230246251565e-16,101
10,1.0,0.0,8.0,0.44277877497322116,0.44277877497322127,1.1102230246251565e-16,101
10,1.0,0.0,16.0,0.3921059745983981,0.3921059745983983,2.220446049250313e-16,101
10,1.0,0.07,0.1,0.8965882193598258,0.896588219359826,2.220446049250313e-16,101
10,1.0,0.07,1.0,0.48785324058641066,0.48785324058641066,0.0,101
10,1.0,0.07,4.0,0.2688672743558049,0.2688672743558048,-5.551115123125783e-17,101
10,1.0,0.07,8.0,0.1444697677617036,0.14446976776170364,5.551115123125783e-17,101
10,1.0,0.07,16.0,0.041743015613914754,0.04174301561391477,1.3877787807814457e-17,101
25,0.0,0.0,0.1,0.4132188351071336,0.41321883510713386,2.7755575615628914e-16,101
25,0.0,0.0,1.0,0.0743140707550485,0.07431407075504855,4.163336342344337e-17,101
25,0.0,0.0,4.0,0.0002439912171254198,0.0002439912171254203,5.149960319306146e-19,101
25,0.0,0.0,8.0,1.190634280686875e-07,1.1906342806789908e-07,-7.884288552161434e-19,101
25,0.0,0.0,16.0,2.8352199806935045e-14,2.835247301937112e-14,2.7321243607477083e-19,101
25,0.0,0.07,0.1,0.4074740785423049,0.4074740785423051,2.220446049250313e-16,101
25,0.0,0.07,1.0,0.06460554941691096,0.064605549416911,4.163336342344337e-17,101
25,0.0,0.07,4.0,0.0001393699947215439,0.00013936999472154393,2.710505431213761e-20,101
25,0.0,0.07,8.0,3.8847990857366354e-08,3.884799085733562e-08,-3.0731414117570084e-20,101
25,0.0,0.07,16.0,3.0183327873080395e-15,3.0183294946612525e-15,-3.2926467870945836e-21,101
25,0.001,0.0,0.1,0.4137141723736849,0.41371417237368524,3.3306690738754696e-16,101
25,0.001,0.0,1.0,0.07476935224434647,0.0747693522443465,2.7755575615628914e-17,101
25,0.001,0.0,4.0,0.0005877152985234732,0.0005877152985234756,2.3852447794681098e-18,101
25,0.001,0.0,8.0,0.00023641155169393997,0.00023641155169394195,1.9786689647860456e-18,101
25,0.001,0.0,16.0,0.00011166828005010606,0.0001116682800501065,4.472333961502706e-19,101
25,0.001,0.07,0.1,0.40796252940443306,0.4079625294044333,2.220446049250313e-16,101
25,0.001,0.07,1.0,0.06500135212905679,0.06500135212905683,4.163336342344337e-17,101
25,0.001,0.07,4.0,0.0003357083054792198,0.00033570830547922166,1.8431436932253575e-18,101
25,0.001,0.07,8.0,7.713631253321281e-05,7.713631253321329e-05,4.743384504624082e-19,101
25,0.001,0.07,16.0,1.1888038080737845e-05,1.1888038080737928e-05,8.300922883092143e-20,101
25,0.1,0.0,0.1,0.46275256176226737,0.4627525617622677,3.3306690738754696e-16,101
25,0.1,0.0,1.0,0.11984221968484546,0.11984221968484549,2.7755575615628914e-17,101
25,0.1,0.0,4.0,0.03461639935693077,0.034616399356930776,6.938893903907228e-18,101
25,0.1,0.0,8.0,0.0236293678900152,0.023629367890015206,6.938893903907228e-18,101
25,0.1,0.0,16.0,0.011166828002203739,0.011166828002203743,3.469446951953614e-18,101
25,0.1,0.07,0.1,0.45631916475512013,0.45631916475512035,2.220446049250313e-16,101
25,0.1,0.07,1.0,0.10418582063149329,0.10418582063149334,5.551115123125783e-17,101
25,0.1,0.07,4.0,0.01977320107048914,0.019773201070489143,3.469446951953614e-18,101
25,0.1,0.07,8.0,0.007709785302226402,0.007709785302226406,3.469446951953614e-18,101
25,0.1,0.07,16.0,0.0011888038077749697,0.0011888038077749693,-4.336808689942018e-19,101
25,1.0,0.0,0.1,0.9085561016584712,0.9085561016584718,5.551115123125783e-16,101
25,1.0,0.0,1.0,0.5295955600530181,0.5295955600530183,2.220446049250313e-16,101
25,1.0,0.0,4.0,0.34396807261517887,0.343968072615179,1.1102230246251565e-16,101
25,1.0,0.0,8.0,0.23629260732929935,0.23629260732929946,1.1102230246251565e-16,101
25,1.0,0.0,16.0,0.11166828002178221,0.11166828002178228,6.938893903907228e-17,101
25,1.0,0.07,0.1,0.8959249406704576,0.895924940670458,4.440892098500626e-16,101
25,1.0,0.07,1.0,0.46040826156273407,0.4604082615627343,2.220446049250313e-16,101
25,1.0,0.07,4.0,0.1964776807523975,0.19647768075239755,5.551115123125783e-17,101
25,1.0,0.07,8.0,0.0770975033903463,0.07709750339034635,5.551115123125783e-17,101
25,1.0,0.07,16.0,0.01188803807772253,0.011888038077722528,-1.734723475976807e-18,101
45,0.0,0.0,0.1,0.4215327277366968,0.4215327277366968,0.0,101
45,0.0,0.0,1.0,0.09069491732480758,0.09069491732480757,-1.3877787807814457e-17,101
45,0.0,0.0,4.0,0.0005412797551389162,0.0005412797551389133,-2.927345865710862e-18,101
45,0.0,0.0,8.0,5.859675466464903e-07,5.859675466455748e-07,-9.15430857745085e-19,101
45,0.0,0.0,16.0,6.867159314458135e-13,6.867158165083727e-13,-1.1493744081671077e-19,101
45,0.0,0.07,0.1,0.4156723876475823,0.4156723876475822,-1.1102230246251565e-16,101
45,0.0,0.07,1.0,0.0788463732851353,0.07884637328513525,-5.551115123125783e-17,101
45,0.0,0.07,4.0,0.00030918390221321596,0.0003091839022132143,-1.6805133673525319e-18,101
45,0.0,0.07,8.0,1.9118937077558296e-07,1.9118937077529206e-07,-2.9090287782264877e-19,101
45,0.0,0.07,16.0,7.310675099512667e-14,7.310674419282823e-14,-6.802298436530946e-21,101
45,0.001,0.0,0.1,0.42201829546323727,0.4220182954632372,-5.551115123125783e-17,101
45,0.001,0.0,1.0,0.09106796822784753,0.09106796822784753,0.0,101
45,0.001,0.0,4.0,0.0006962193333873293,0.0006962193333873302,8.673617379884035e-19,101
45,0.001,0.0,8.0,4.8598513362238744e-05,4.8598513362238994e-05,2.507217523872729e-19,101
45,0.001,0.0,16.0,4.6104097981046205e-06,4.610409798104678e-06,5.759824041329242e-20,101
45,0.001,0.07,0.1,0.4161512047902971,0.41615120479029705,-5.551115123125783e-17,101
45,0.001,0.07,1.0,0.07917068815991604,0.07917068815991601,-2.7755575615628914e-17,101
45,0.001,0.07,4.0,0.0003976867936576222,0.0003976867936576224,1.6263032587282567e-19,101
45,0.001,0.07,8.0,1.5856712958816295e-05,1.5856712958816417e-05,1.2197274440461925e-19,101
45,0.001,0.07,16.0,4.908173316816708e-07,4.908173316816754e-07,4.552802091491864e-21,101
45,0.1,0.0,0.1,0.47008950039074016,0.47008950039074016,0.0,101
45,0.1,0.0,1.0,0.1280000076288027,0.12800000762880268,-2.7755575615628914e-17,101
45,0.1,0.0,4.0,0.016035237579980224,0.01603523757998022,-3.469446951953614e-18,101
45,0.1,0.0,8.0,0.004801840549105872,0.00480184054910587,-1.734723475976807e-18,101
45,0.1,0.0,16.0,0.0004610409118255849,0.0004610409118255849,0.0,101
45,0.1,0.07,0.1,0.46355410191906454,0.4635541019190645,-5.551115123125783e-17,101
45,0.1,0.07,1.0,0.11127786076320959,0.11127786076320953,-5.551115123125783e-17,101
45,0.1,0.07,4.0,0.009159473046653842,0.009159473046653833,-8.673617379884035e-18,101
45,0.1,0.07,8.0,0.0015667435481748469,0.0015667435481748467,-2.168404344971009e-19,101
45,0.1,0.07,16.0,4.908172593059874e-05,4.9081725930598714e-05,-2.710505431213761e-20,101
45,1.0,0.0,0.1,0.9071004542771304,0.9071004542771305,1.1102230246251565e-16,101
45,1.0,0.0,1.0,0.46374582036475864,0.46374582036475875,1.1102230246251565e-16,101
45,1.0,0.0,4.0,0.15548085800355202,0.15548085800355202,0.0,101
45,1.0,0.0,8.0,0.048013131783138895,0.048013131783138895,0.0,101
45,1.0,0.0,16.0,0.004610409112075406,0.0046104091120754065,8.673617379884035e-19,101
45,1.0,0.07,0.1,0.8944895303624048,0.8944895303624048,0.0,101
45,1.0,0.07,1.0,0.40316124806587816,0.4031612480658781,-5.551115123125783e-17,101
45,1.0,0.07,4.0,0.08881207534661946,0.08881207534661943,-2.7755575615628914e-17,101
45,1.0,0.07,8.0,0.015665714777411487,0.015665714777411494,6.938893903907228e-18,101
45,1.0,0.07,16.0,0.0004908172586480267,0.0004908172586480266,-1.0842021724855044e-19,101
65,0.0,0.0,0.1,0.43369706013409376,0.4336970601340939,1.6653345369377348e-16,101
65,0.0,0.0,1.0,0.120540987061091,0.12054098706109108,8.326672684688674e-17,101
65,0.0,0.0,4.0,0.0016889973206294965,0.0016889973206295006,4.119968255444917e-18,101
65,0.0,0.0,8.0,5.705423898187236e-06,5.705423898187392e-06,1.5585406229479126e-19,101
65,0.0,0.0,16.0,6.510372371601207e-11,6.5103723718668e-11,2.655921850542918e-21,101
65,0.0,0.07,0.1,0.4276676059522526,0.42766760595225284,2.220446049250313e-16,101
65,0.0,0.07,1.0,0.10479329980466036,0.10479329980466043,6.938893903907228e-17,101
65,0.0,0.07,4.0,0.0009647705783599317,0.000964770578359932,3.2526065174565133e-19,101
65,0.0,0.07,8.0,1.861564537737914e-06,1.861564537737958e-06,4.404571325722362e-20,101
65,0.0,0.07,16.0,6.930845056326748e-12,6.930845056520197e-12,1.9344878782516988e-22,101
65,0.001,0.0,0.1,0.43416900866011376,0.4341690086601139,1.1102230246251565e-16,101
65,0.001,0.0,1.0,0.12082167018501469,0.12082167018501476,6.938893903907228e-17,101
65,0.001,0.0,4.0,0.0017386514295799895,0.001738651429579993,3.469446951953614e-18,101
65,0.001,0.0,8.0,1.0636484969522116e-05,1.0636484969522157e-05,4.0657581468206416e-20,101
65,0.001,0.0,16.0,4.86958303021846e-08,4.869583030218562e-08,1.0190865146653301e-21,101
65,0.001,0.07,0.1,0.42813299323477944,0.42813299323477966,2.220446049250313e-16,101
65,0.001,0.07,1.0,0.1050373139899809,0.10503731398998095,5.551115123125783e-17,101
65,0.001,0.07,4.0,0.0009931334554497899,0.0009931334554497899,0.0,101
65,0.001,0.07,8.0,3.470470131366723e-06,3.47047013136673e-06,6.776263578034403e-21,101
65,0.001,0.07,16.0,5.1840852634764706e-09,5.1840852634763845e-09,-8.602678370551488e-23,101
65,0.1,0.0,0.1,0.48089191273609433,0.4808919127360945,1.6653345369377348e-16,101
65,0.1,0.0,1.0,0.14860929945346088,0.14860929945346096,8.326672684688674e-17,101
65,0.1,0.0,4.0,0.006654408215678808,0.00665440821567881,2.6020852139652106e-18,101
65,0.1,0.0,8.0,0.0004988115310316752,0.0004988115310316753,1.0842021724855044e-19,101
65,0.1,0.0,16.0,4.863137761570575e-06,4.863137761570569e-06,-5.929230630780102e-21,101
65,0.1,0.07,0.1,0.47420633420493313,0.4742063342049334,2.7755575615628914e-16,101
65,0.1,0.07,1.0,0.12919471833671348,0.12919471833671353,5.551115123125783e-17,101
65,0.1,0.07,4.0,0.003801058287345755,0.0038010582873457543,-4.336808689942018e-19,101
65,0.1,0.07,8.0,0.00016275212390061885,0.00016275212390061866,-1.8973538018496328e-19,101
65,0.1,0.07,16.0,5.177223726870707e-07,5.177223726870693e-07,-1.376428539288238e-21,101
65,1.0,0.0,0.1,0.9056455861540997,0.9056455861540998,1.1102230246251565e-16,101
65,1.0,0.0,1.0,0.4012241109847898,0.4012241109847899,1.1102230246251565e-16,101
65,1.0,0.0,4.0,0.05134310627112261,0.05134310627112259,-2.0816681711721685e-17,101
65,1.0,0.0,8.0,0.004936766495233067,0.004936766495233065,-1.734723475976807e-18,101
65,1.0,0.0,16.0,4.86307916821923e-05,4.8630791682192215e-05,-8.809142651444724e-20,101
65,1.0,0.07,0.1,0.8930548884790579,0.8930548884790582,3.3306690738754696e-16,101
65,1.0,0.07,1.0,0.34880748512519144,0.3488074851251915,5.551115123125783e-17,101
65,1.0,0.07,4.0,0.02932764766821816,0.029327647668218142,-1.734723475976807e-17,101
65,1.0,0.07,8.0,0.0016107671581665473,0.0016107671581665445,-2.8189256484623115e-18,101
65,1.0,0.07,16.0,5.1771613492652e-06,5.177161349265182e-06,-1.7787691892340307e-20,101
80,0.0,0.0,0.1,0.4446303579355488,0.4446303579355485,-2.7755575615628914e-16,101
80,0.0,0.0,1.0,0.15461836519018918,0.15461836519018918,0.0,101
80,0.0,0.0,4.0,0.004572295551962157,0.00457229555196216,2.6020852139652106e-18,101
80,0.0,0.0,8.0,4.1811773228985855e-05,4.181177322898592e-05,6.776263578034403e-20,101
80,0.0,0.0,16.0,3.4964487611042767e-09,3.4964487611042945e-09,1.7784383169890095e-23,101
80,0.0,0.07,0.1,0.43844890406496195,0.438448904064962,5.551115123125783e-17,101
80,0.0,0.07,1.0,0.13441874912199098,0.13441874912199095,-2.7755575615628914e-17,101
80,0.0,0.07,4.0,0.002611736661876403,0.002611736661876404,8.673617379884035e-19,101
80,0.0,0.07,8.0,1.3642336781978593e-05,1.3642336781978601e-05,8.470329472543003e-21,101
80,0.0,0.07,16.0,3.7222670574585203e-10,3.7222670574585275e-10,7.237830359838992e-25,101
80,0.001,0.0,0.1,0.44509070142001045,0.4450907014200102,-2.220446049250313e-16,101
80,0.001,0.0,1.0,0.15483718667861673,0.15483718667861673,0.0,101
80,0.001,0.0,4.0,0.00459063768580336,0.004590637685803364,3.469446951953614e-18,101
80,0.001,0.0,8.0,4.2484640976683076e-05,4.248464097668316e-05,8.131516293641283e-20,101
80,0.001,0.0,16.0,4.401950772886544e-09,4.401950772886556e-09,1.1580528575742387e-23,101
80,0.001,0.07,0.1,0.43890284764450704,0.43890284764450715,1.1102230246251565e-16,101
80,0.001,0.07,1.0,0.1346089833850377,0.13460898338503768,-2.7755575615628914e-17,101
80,0.001,0.07,4.0,0.0026222138549768263,0.002622213854976827,8.673617379884035e-19,101
