case,angle,budget,epsilon,sigma,stages,risk,noise_risk,noise_lower,total_lower,violation
17,0.2894798756564876,2.7978286265910803,0.0,0.1,5,0.017755326348180608,0.015016966407329704,0.014999705950589215,0.016660071353161065,False
18,0.23339173310483297,11.4446649903594,1.0,0.3,2,0.6539823342155883,0.3994399973239992,0.38181770829583683,0.6137692953059212,False
19,0.2522021672738341,1.4779666566866463,0.1,0.1,1,0.08022462226545755,0.00937692233680915,0.009373731675686387,0.08004602139965145,False
20,0.835771869469174,2.104246670068199,0.001,0.1,5,0.026657761278132353,0.01038499498907687,0.01015707891176842,0.01699815055135061,False
21,0.3158963828310262,4.20066776838988,0.1,0.01,1,0.041201968323635506,0.0002071074467191656,0.00020018658047565708,0.03465116734782047,False
22,0.8311600299245807,0.6420764630489617,0.1,0.3,20,0.25123797597872805,0.04335375093327345,0.043269136769651426,0.20544854990580563,False
23,0.6169153136445877,6.613412716255349,0.001,0.1,2,0.020869875070333888,0.020166947267649,0.019927336885267304,0.02004308569256516,False
24,0.20497302873825918,1.3903894713694993,0.0,0.3,1,0.1146279937915157,0.08147675861860124,0.08093247818017688,0.11025082750507206,False
25,0.3882144034166495,7.359274268886608,0.001,0.1,20,0.028424050556547512,0.027738521018569676,0.02741636167165137,0.02763204658226005,False
26,1.095326952688757,10.266727235948371,0.001,0.01,5,0.00038943260432206444,0.00014834312091505087,0.00011904024128849503,0.00012041241869469922,False
27,1.3187660706192654,11.973975890650708,1.0,0.01,5,0.0002448497915605877,0.00015088319624736679,0.00010201446420854392,0.0001407955239327393,False
28,0.8399890857896091,12.651780605042225,0.1,0.3,5,0.15744015475723938,0.156724556930027,0.14606640372804938,0.14651522420316726,False
29,1.3623061691167644,14.279233310176638,0.0,0.3,20,0.1331480535349228,0.13311025923013076,0.09010723627668539,0.0901072362767971,False
30,1.0558655096367693,9.486584776242406,0.0,0.01,5,0.0013265895940533744,0.00012516908056077583,0.00012344019191400544,0.0001234421608350761,False
31,1.076157091650342,2.1392430097283928,1.0,0.01,2,0.28480976234663963,0.00010973197655765796,9.377332161313285e-05,0.16887449602662463,False
32,1.1757422021887929,15.207696506939174,0.001,0.01,1,0.0021881566012590453,0.000208193313042985,0.00011140696693604916,0.00011143071208990303,False
33,0.9122462491515142,6.167965134806997,0.0,0.3,2,0.1275613161935695,0.12685355702651344,0.12487027221939129,0.12487198773640755,False
34,1.2273606316289534,0.3183149252896508,0.001,0.01,20,0.32902829036127773,2.7270895458235276e-05,2.7146613521582927e-05,0.2614776931832263,False
35,0.8231070358261734,8.624684906636093,1.0,0.3,1,0.19475788128273014,0.16040407102905596,0.14554466372705155,0.16794925198055022,False
36,0.5551017983397056,1.9954854718092947,0.0,0.1,5,0.025218287629319158,0.011223803808329236,0.010887602895444198,0.019419551151769483,False
37,0.997473183966701,2.2966148769634422,0.1,0.01,20,0.02935889445818892,0.00010002117210542859,9.920032459488649e-05,0.029248687630271733,False
38,0.37845752049454007,4.3080645200946055,0.1,0.01,5,0.03306420644453835,0.00020212527802722848,0.00019668102440760195,0.03132664260435479,False
39,0.32927113215608844,16.44585416763567,0.001,0.1,5,0.04660238767102377,0.0464676324960094,0.044444831340681966,0.044551879016722286,False
40,1.3992398944886961,3.325143929752576,1.0,0.01,1,0.05681661217554423,0.00010119199373276136,9.488426722191683e-05,0.036793789148657614,False
41,1.1316132727095785,9.580468988165002,0.0,0.3,1,0.30023619422932185,0.2642154061910219,0.1037045461851582,0.10370454781089629,False
42,0.8418246500627939,15.070262878525087,0.1,0.3,20,0.1748909882922498,0.17456675208991945,0.14630003767864794,0.14647862046088628,False
43,0.2702625284286181,6.726223110700264,0.001,0.3,5,0.26324033735192587,0.2613022097675453,0.25921293590248184,0.2595129240740169,False
44,1.3456861011894028,8.450767152676129,0.0,0.1,2,0.010335656183836014,0.010241196068978178,0.010073465693819806,0.010073481983856334,False
45,0.30958459883919937,17.406900651052755,0.0,0.01,2,0.0005265837575780705,0.000491276132970836,0.0004718153808302221,0.0004718153808304114,False
46,1.0821309555267908,10.10246999901129,0.0,0.1,20,0.013036060658886395,0.01290898472215982,0.012048405241645459,0.012048405802148762,False
47,1.130516135744452,11.578243522447302,1.0,0.1,2,0.012159158027387523,0.011717604462016362,0.011549398953251926,0.011959173712995343,False
48,0.22943860051448262,1.9630420670647548,1.0,0.1,2,0.46256023068358343,0.011671305002876792,0.011639370332910237,0.4602995274192534,False
49,0.9586445151577843,4.888009486854166,0.001,0.3,5,0.11778823643007372,0.11659194569510968,0.11461415161293202,0.11481014933795644,False
50,0.7723059653120186,18.308345159838368,0.0,0.3,5,0.16750279413950156,0.16746162093331066,0.1642701744931256,0.16427017449312561,False
51,1.137045590859933,2.0960857139766604,0.0,0.3,2,0.12160940304051657,0.08708530590571245,0.08217619584984436,0.08912516442360226,False
52,1.379059383516877,12.970139008638768,0.0,0.3,1,0.31450341227870604,0.28494373669398576,0.08954406136254986,0.08954406136416398,False
53,0.5107278259918824,8.963074952077859,1.0,0.01,1,0.1384234111480354,0.00027796381254487556,0.00025804672905591254,0.11156570030291761,False
54,0.4921419567218314,9.728717909256565,0.001,0.01,1,0.013057648475086312,0.00038318888135954586,0.00027382747495441394,0.00038062319289620706,False
55,1.045864094574262,8.477046758966905,0.0,0.1,20,0.013113341035174881,0.012944661253369207,0.012427087449884933,0.012427102889602746,False
56,0.7554443992931035,11.439594167178273,1.0,0.01,20,0.01826620161570438,0.0001921720605470244,0.00018400670641074694,0.014268528698320331,False
57,0.6740533201427207,6.833642230706548,0.1,0.01,5,0.023533591636460974,0.0002044503991474981,0.00018773481466476417,0.00872446200728773,False
58,1.2261814605593593,14.670820075469248,0.001,0.01,2,0.0005810230290734252,0.0001240255277308133,0.00010749469871858471,0.00010751232468344804,False
59,1.2014526828805427,6.00083873985302,0.0,0.3,1,0.10300433945075096,0.10200518052375546,0.09726027619731513,0.0972626886702805,False
60,1.2863035105460148,3.365881729444268,0.0,0.1,5,0.025628988977024793,0.010034084508363777,0.009815118158311313,0.010336229980861473,False
61,0.8772279655906245,8.227232315727234,0.1,0.3,2,0.20570682314143943,0.20040204073025852,0.13494107272845518,0.13679169036366626,False
62,1.1451311813989289,9.176848095158272,1.0,0.1,5,0.023423700559531975,0.012314880413543703,0.01138961070850068,0.012974575868319816,False
63,0.33597662120053773,4.6869753461379995,1.0,0.3,2,0.5670851577591096,0.19897827527595693,0.19255781077245837,0.5115663757737494,False
64,1.217251493051427,0.5965883177731729,1.0,0.3,20,0.5905214762050304,0.0402712637191329,0.04024863215206128,0.5894613041056121,False
65,0.2750205266163019,5.428627221294189,0.001,0.3,1,0.2236640299584997,0.2229397133965807,0.22184009144930983,0.22217774213245178,False
66,0.6569660552406751,18.44962341939879,0.0,0.3,5,0.22554400330630853,0.22545507539484932,0.20404356462197712,0.20404356462197715,False
67,0.25270671072410594,18.732187112137684,0.001,0.3,2,0.48615876377513606,0.4860018717127748,0.4859862222838852,0.4861165916609641,False
68,1.3333334321772965,13.324591622928505,0.0,0.3,1,0.14639673772731687,0.14531844783098152,0.09120342863563859,0.09120342863642185,False
69,0.7805399252578555,16.689379838996988,0.0,0.1,2,0.023838537474247176,0.023837092959472415,0.017970222742653905,0.017970222742654723,False
70,0.8121507542696842,15.408788172406856,0.0,0.3,1,0.41899722201036,0.4012585407791095,0.15329822632333284,0.153298226323344,False
71,0.4330564831744547,12.877688193096713,1.0,0.01,2,0.13268458605477698,0.00036324507285543327,0.0003347969009412008,0.09132274073156615,False
72,0.8961000320175567,11.975725223849857,0.0,0.01,2,0.0004930378070005544,0.000190387579078149,0.00014958700718617707,0.0001495870194590881,False
73,0.6344415777465617,12.319559267421988,0.1,0.3,20,0.24823554567841133,0.23995448321856827,0.205543978935812,0.2083224174885376,False
74,0.42890284329463263,13.615510778115027,0.001,0.01,1,0.005142649427531292,0.0004413751581653603,0.0003438520466611826,0.00042835020842191295,False
75,0.4528023765267587,0.4793041470684961,0.1,0.01,20,0.24415964205824287,3.8781938991177083e-05,3.87797899809602e-05,0.20691855288065353,False
76,0.2861652776823064,9.379608250858096,1.0,0.3,20,0.5731873210774394,0.325116369222266,0.31858765480655293,0.5532122499325023,False
77,0.723961532039205,7.296992175505586,1.0,0.1,2,0.08740002468124153,0.01914133834251483,0.017928283999967716,0.07782194059077113,False
78,0.31903733976937537,12.016248475919852,0.0,0.01,1,0.0029274856528600677,0.000434475013566602,0.00039146062059427914,0.000391460631893424,False
79,0.9706940752751558,14.589502215418515,0.1,0.3,5,0.17891492850872193,0.17870344100982263,0.122632322610196,0.12268102755135482,False
80,0.7321176458488787,7.525539454142972,1.0,0.3,1,0.21511765398149132,0.16102175740350805,0.160787260228268,0.214586540894281,False
81,0.20492302858369957,0.6004045468352683,0.1,0.01,2,0.1973085073985644,4.691432759673955e-05,4.6873800652354146e-05,0.16940947806089754,False
82,1.244295171552564,18.699092010742262,1.0,0.3,20,0.11100866964785973,0.11100556879625754,0.09563388884828435,0.09563460971016613,False
83,1.001429871560244,3.0695636984957653,0.001,0.3,1,0.10596829698557086,0.10015100194599633,0.09880473651052521,0.10010365422845305,False
84,0.7399055861897821,17.86124937734053,0.1,0.3,1,0.2866128809999168,0.2821307873400669,0.1738867870974061,0.17411612283720013,False
85,0.28484288549578707,5.636169243734092,0.1,0.01,1,0.041087728858112,0.0002668513455936008,0.0002516678159476412,0.0320582004694696,False
86,1.099939162940959,17.109253172312194,1.0,0.01,1,0.00014820734943767435,0.00012046553137577507,0.00011874463752736234,0.00014072960144689335,False
87,0.924407261565849,2.5872825901251058,0.0,0.1,20,0.018162896878849723,0.010804643482797516,0.0107433650131318,0.0132945338321816,False
88,0.6974643366733,12.866443983873538,0.001,0.01,2,0.0054670063330719745,0.0002850261980625927,0.00020506131435736493,0.00021987118888363091,False
89,1.181199577881368,16.093220942495233,1.0,0.1,5,0.011926996228811482,0.01177574981947654,0.011095039802139389,0.011107196397772492,False
90,0.6939955038812338,17.417178768587775,0.0,0.01,1,0.0022922597577240446,0.00031999943309158826,0.00021030544129528424,0.0002103054412954696,False
91,0.3040488165959625,11.208356337894177,0.001,0.01,1,0.004525853882074819,0.00043828833422930884,0.00038495172448160337,0.0005759322012343326,False
92,1.0375894913828865,3.839013891093135,0.0,0.1,1,0.09490810244648527,0.018337305141305386,0.011403367621174857,0.011601864830174726,False
93,0.9434120660209422,19.838834228377085,1.0,0.01,5,0.0006200018411506331,0.00022938365628591097,0.00014109942847392434,0.00020364840569535842,False
94,1.055870393745518,0.45210524304902844,1.0,0.3,5,0.6733800277615318,0.032732524783597325,0.03269982092868439,0.6731362558137101,False
95,0.5414040265460748,10.724909850273429,0.1,0.1,2,0.03425982927658035,0.026159781716617456,0.02611856932145177,0.033141735904823284,False
96,0.630982514413158,17.844774508303143,1.0,0.01,1,0.20833519550565505,0.0006183751578877619,0.0002386802789407895,0.00812220424332472,False
97,0.28991495225087555,16.151212463603883,0.1,0.01,5,0.01970458056182486,0.000548279902667258,0.0004733678025861744,0.013829227318156171,False
98,0.9469860496465514,11.901599062348135,0.1,0.1,20,0.01688938474944883,0.016437563956659268,0.013998367367157576,0.014218499885967703,False
99,0.5264483771493207,13.935659545514127,1.0,0.3,1,0.31326990616389644,0.2653397655355323,0.2579150992501591,0.301306133877713,False
100,0.7583695718563013,19.256484122907104,0.0,0.01,2,0.0004398034702540431,0.0001899026719088574,0.0001871513500235075,0.00018715135002351184,False
101,0.7731869836600549,0.33316059653871244,0.001,0.1,20,0.2818598324890866,0.0028403655907936025,0.0028401600818264124,0.2564913313904147,False
102,0.8855794579017116,18.407814771943883,0.001,0.1,5,0.022882861297301126,0.022539079382652462,0.015262313823322722,0.015262591777138249,False
103,0.33169070178126303,18.672850982393243,0.1,0.01,5,0.011948027957532524,0.00048633703769234896,0.0004636502733170524,0.009025449293500454,False
104,1.268526770260478,15.682192763411994,0.1,0.01,20,0.00011143975098946502,0.00010616389928954622,0.00010473443020453486,0.00010517467405452343,False
105,0.942321755926733,8.258834951628945,0.1,0.1,5,0.04224614061907546,0.026797885861196833,0.013866827618327205,0.015062734221260518,False
106,1.1937988433552305,11.15074000470803,0.1,0.3,20,0.10820246217648662,0.10815842166977396,0.09889720317116531,0.09892515972784575,False
107,1.3908819464478632,6.107818579088267,1.0,0.1,20,0.013744339586631783,0.009979100002311392,0.009876148741867445,0.012768119018347467,False
108,0.8086559459447407,19.172128425788127,1.0,0.3,5,0.4282691189242084,0.41374271921362743,0.15459098383228992,0.1552056959640351,False
109,0.707300059051194,8.636736907450187,1.0,0.1,1,0.22177427018141604,0.030300533968767755,0.01904940790638071,0.06363236752968104,False
110,0.4510032068595909,17.21153740404661,0.1,0.1,20,0.045287956813601836,0.03888358627038801,0.03508448881372569,0.03957777739313421,False
111,1.0113657421660507,12.779386554919498,0.0,0.1,5,0.01585050462250115,0.013868353138816495,0.012986118714473005,0.012986118716854969,False
112,1.1976180592465553,12.252574258236963,0.001,0.1,2,0.028664443783475334,0.028600470071547507,0.010960672002930731,0.01096081610542504,False
113,1.0260640079045644,16.724748438494874,1.0,0.01,2,0.0008007665183761172,0.00016926172211602464,0.00012789316079816248,0.00020895469529500963,False
114,0.42290451571720494,11.403878127333055,0.1,0.1,1,0.049579658784777145,0.03466654998753369,0.03253664342599497,0.04413884312241443,False
115,0.2415740133650831,15.375963579846088,0.001,0.01,20,0.0010624962930310003,0.0005130597055227347,0.000498570220208462,0.0006715356815912286,False
116,0.8535138872450068,11.299638369151452,0.1,0.3,5,0.22891506701203304,0.22512120723721124,0.14255179351675099,0.14321418234252958,False
117,0.5655931795991515,10.798819430628999,0.1,0.1,20,0.03387789001003913,0.026382168812698545,0.02511323113137274,0.031153082611020896,False
118,0.732641658470518,18.11470756368926,1.0,0.1,2,0.05556948864590385,0.03497044274486732,0.01958366197727892,0.02190459652359056,False
119,1.0448183485355678,14.138769569723738,0.001,0.1,5,0.01594549733104513,0.015406076207178576,0.012532493656648453,0.012532742599315083,False
120,1.2452024213293245,17.8890456266682,0.1,0.3,5,0.22307210737754504,0.22296588268080758,0.095580053322389,0.0955801804548894,False
121,0.25809677521984004,19.889707769514338,1.0,0.01,5,0.12672491472062924,0.0005787458283173562,0.0005490048201927356,0.1173209836239251,False
122,0.8792256928692068,2.3905659641026924,0.1,0.1,5,0.0471201253589011,0.011129743197704501,0.010604493611628922,0.038778078493657664,False
123,0.7028680948209298,19.899369296623057,1.0,0.01,20,0.003422681004073471,0.00023144547529816104,0.00020750283491254438,0.0022259147155980572,False
124,0.9400149383832634,7.099663761719625,0.001,0.1,5,0.014993115886551028,0.014956181419651337,0.013719156666765285,0.013744329021606227,False
125,1.1705660632559918,12.002420698740524,0.0,0.01,5,0.00022895660730928505,0.00019208098189572187,0.00011182212563786762,0.00011182213726028436,False
126,0.330006184016455,14.2719104616664,0.0,0.3,2,0.3928522662018723,0.3928283828739862,0.3763049379806819,0.3763049379807953,False
127,1.0774247734219844,14.965872348607927,0.1,0.1,2,0.025095985235628077,0.01822172937775411,0.012129201517968894,0.012139614838726604,False
128,0.4329145006075405,0.6977884064539978,0.1,0.1,20,0.17928444129859814,0.005240524666429174,0.005240413754147637,0.15829012669101078,False
129,1.1365936089765996,10.915689542366382,0.1,0.01,1,0.00022262163377342376,0.00011824056002962157,0.00011487154107894964,0.0001728793942802267,False
130,0.5646958192836463,13.515828232483125,0.0,0.3,20,0.25693405156809646,0.256887225715186,0.2378869003045721,0.23788690030510234,False
131,0.9553944601362956,14.576783512924912,1.0,0.3,1,0.1429603034958304,0.14129151472102752,0.12496237117092034,0.12555082117324795,False
132,0.21802936288576658,3.9855858078274746,0.001,0.3,1,0.18596552859699472,0.18348825570191182,0.18071305917390265,0.1812627522663575,False
133,1.14503022409691,1.9949854298602114,0.001,0.3,1,0.10964828287424838,0.08081227023629373,0.08048994854861634,0.08903914521888248,False
134,0.3570090567540437,4.512144427050124,0.1,0.1,1,0.059365948819667856,0.021359024104879533,0.02057089349331339,0.052044684771569094,False
135,0.8043102141376244,9.575457217411698,0.1,0.3,2,0.17023930880490915,0.16148430015068774,0.15115673306099428,0.15297009223598926,False
136,0.8589979703724959,12.506704192851092,1.0,0.3,5,0.15127264719834668,0.14420441605942763,0.14199302888643595,0.14595591068864727,False
137,0.21049477947221518,15.780609968116403,0.1,0.01,2,0.022493497081822095,0.0005423793103248405,0.0005278328475145329,0.0193020314584386,False
138,0.8745039684322451,2.919382522490222,0.1,0.01,1,0.03419343506822131,0.000124182975634308,0.0001157751992998998,0.019423171058854848,False
139,0.25889665656604993,0.38683685742835094,1.0,0.1,20,0.7193706593876349,0.00325239204773626,0.003252206642310965,0.719331642829264,False
140,0.7504859107196338,17.747952966349132,0.001,0.01,2,0.00034609767086528955,0.00032066661100582915,0.00018954976024450852,0.00019163907619950259,False
141,1.3621182579572164,10.111636037513804,0.1,0.1,2,0.01614808861465598,0.01603851421291664,0.010011355144915716,0.010024029229718887,False
142,0.6221062530373627,4.109050362332921,0.001,0.1,20,0.01916695931314893,0.016465918951238025,0.01604916023495302,0.016489796853541638,False
143,0.6357745240443312,17.863734298471133,1.0,0.1,5,0.052085710327776896,0.03160748818787496,0.023635154606487033,0.031096232192557548,False
144,0.4442131676588109,6.0019860005129,0.0,0.01,1,0.0005618720697364161,0.00023166945944768017,0.00023029366031856446,0.00023270049370591108,False
145,0.3486905939752929,12.76101248642566,0.1,0.01,2,0.015191409203921327,0.00039197413022679605,0.0003853667453388524,0.014309677091118833,False
146,0.3253361171456151,12.43262746626743,0.1,0.1,20,0.05648565358526573,0.040076625487481615,0.039462618101430036,0.055302705303441106,False
147,1.156820761824424,12.319043673190567,1.0,0.01,1,0.09442173046169439,0.00032508509374304064,0.00011303854095308453,0.0003066726862096514,False
148,0.9422863681709188,3.8053702750513496,1.0,0.3,1,0.20382071680622788,0.11019090889000827,0.1093097723247153,0.19983988264107344,False
149,0.5981711291708366,13.092491746378847,0.001,0.1,5,0.03050428280526458,0.029186469960057096,0.0246560869232871,0.02468658363296312,False
150,1.1698563179156078,6.872019290532894,0.0,0.3,5,0.10331333520291504,0.1029244297334965,0.09992467927461554,0.09992508724692524,False
151,1.3385478964199815,12.93519595805726,0.001,0.01,1,0.00011219422413596992,0.00010606870601728431,0.00010110424367815539,0.000101149701477156,False
152,0.7550145978482852,3.664355775486802,1.0,0.3,2,0.34833442192230807,0.13587814763026748,0.12370201476173245,0.28400812399292674,False
153,1.0822351561441708,9.40933365108234,0.1,0.01,20,0.0006818327155680304,0.00012395687783538808,0.00012033892589739823,0.0003535292966095519,False
154,0.9004150083113225,0.8626075880577726,0.0,0.1,2,0.1262412140566339,0.0059128820018061155,0.005911667599394407,0.09195823393961305,False
155,1.1880055126495173,19.10488934283434,1.0,0.3,20,0.11290303121578324,0.11289625720151125,0.09935339539049774,0.09935487113215102,False
156,0.9520104846907329,14.775992614890658,1.0,0.1,2,0.018901092092062494,0.014711246533493868,0.013944843732624794,0.014503813123634064,False
157,0.5235589560162823,9.093350977510614,0.1,0.01,5,0.013195757655324845,0.0002737150416277804,0.0002545681382993432,0.01053449788051498,False
158,1.329179928571985,19.387330959396454,0.0,0.3,2,0.10383300131837964,0.10383282546764688,0.09137512175370187,0.09137512175370187,False
159,1.08725537651024,8.886995419159303,0.1,0.1,1,0.01284913439642555,0.012351299328749277,0.011964395100202127,0.012266747556539505,False
160,0.954500504569471,7.755901034983332,1.0,0.01,5,0.05862101210711702,0.00019062123492275695,0.00013612325931133923,0.014032621950477556,False
161,1.3563549269127613,10.015605880570007,0.1,0.3,20,0.0971228606147675,0.09707838801924706,0.09030613562638552,0.09032052738264516,False
162,0.3050555102974568,19.29444699666788,0.1,0.01,1,0.010010517754163404,0.0004957587404015276,0.0004952855714463292,0.00997757647570325,False
163,0.7616782201481669,15.196986499254614,0.1,0.01,1,0.0017424388985575355,0.0002223141111334985,0.00018512541423859255,0.0005936898820210222,False
164,1.0430983490798558,8.805006418337005,0.0,0.1,5,0.01336637635314819,0.013357619138883397,0.012476946334891988,0.012476954243134433,False
165,0.6914667941285528,7.072706293520355,0.0,0.01,20,0.001153319751296182,0.00018890324166106665,0.00018549388477072444,0.00018576479779279783,False
166,0.22420666546242987,3.3683634252939862,0.1,0.3,2,0.20003448767079018,0.15869475678540934,0.15843171631259878,0.19916020342765953,False
167,1.3261055049083696,17.638588535115286,0.0,0.3,20,0.10754464746685184,0.10754464161151131,0.09150344196972295,0.09150344196972307,False
168,0.6838699020521182,6.020217017199507,1.0,0.01,20,0.10987341818865676,0.00018229292769865576,0.00017799902548956014,0.10168654131459391,False
169,1.1563469087289158,4.846469794554743,0.001,0.3,20,0.10413695831880325,0.1027956990030346,0.09855503770345209,0.09875968834384342,False
170,0.3016749693466785,3.2115071717849584,0.0,0.01,20,0.0010024543570320145,0.00016564106129864352,0.00016551271748562341,0.0008795168477186979,False
171,0.9125528721213214,14.908200778213052,0.0,0.01,5,0.0004485455653861097,0.00015170728304379928,0.00014682266350881314,0.00014682266353977945,False
172,0.9546829288297622,14.240132370966606,0.0,0.1,1,0.015402542628514822,0.015329333633233508,0.013894893755912326,0.013894893756033323,False
173,0.7438245117732301,9.10457006836221,1.0,0.1,1,0.052047979570108205,0.018520619170762073,0.0182251852482584,0.04959252758346076,False
174,0.6327859628270285,12.379920252955836,1.0,0.3,1,0.3398760861129778,0.2686071051785481,0.2063128095830983,0.23404097661154233,False
175,0.37755628793156437,1.4114943428780953,0.0,0.3,1,0.11906595351867598,0.08146078511052018,0.08024466220713575,0.10832752819237913,False
176,0.2318204387833864,1.459302108266798,1.0,0.1,20,0.4901068190886688,0.009308651510272634,0.00930438317800291,0.48938431913976077,False
177,0.4385494790622632,9.918592822936597,0.001,0.1,1,0.032067278616572624,0.031081697667132327,0.029938815700749948,0.030070350226473305,False
178,0.40691438770245614,0.3529943900888006,0.001,0.01,20,0.2510544471076308,3.0019895556381337e-05,3.001820164581401e-05,0.2436230774394367,False
179,1.1031202624545404,16.19751125730516,1.0,0.1,5,0.020067900999870637,0.016984575146582942,0.011839537924938099,0.011875375705546434,False
180,0.7031746911346342,16.338690574412087,0.001,0.3,1,0.44800710936070054,0.4338706428348587,0.18554344164800773,0.18554883631608218,False
181,1.378702958569644,1.539942236095157,0.1,0.3,5,0.1626817433189751,0.0718692601735178,0.06972880514163005,0.13347584867054732,False
182,1.1270814935046853,1.0905042838032255,0.0,0.1,2,0.14939677596913084,0.007071563961713329,0.00669837949561295,0.06075215314854313,False
183,0.5710238231214958,1.9967858996470018,1.0,0.01,5,0.3631917660234547,0.00010938212943969622,0.00010837155437097893,0.34806882248083554,False
184,0.21998613693510205,15.83117931249063,0.1,0.1,2,0.08215812874470252,0.05762419796783996,0.05220877725773309,0.0703330472650819,False
185,0.3363887159851935,2.0714908714460027,1.0,0.3,5,0.5265490027732275,0.10713608574998582,0.10683914122240082,0.5248361575374516,False
186,0.45651544067410504,18.07936729853628,0.0,0.01,1,0.0009498179419088697,0.00038751426882534717,0.0003501653358696348,0.0003501653358696828,False
187,0.7532165119247467,2.717973073372779,0.001,0.1,20,0.016530732459829882,0.012189729084655097,0.011981023922339896,0.013937104036776551,False
188,0.4988545987612756,2.5259908724653406,0.0,0.01,1,0.015538348944061165,0.0001363315532565671,0.00012952786880349166,0.0030204823519819775,False
189,0.9211277231623689,1.474985832925315,0.0,0.01,20,0.04424330310626677,8.23981399332302e-05,8.213992381956682e-05,0.024753350478676227,False
190,1.2267949810238672,6.081454467023949,1.0,0.1,20,0.020912597927077368,0.011827320473723844,0.010645429938488549,0.01772568989403979,False
191,1.0256067179162602,5.92934647974474,0.1,0.01,1,0.05294728162702732,0.00021457777747590647,0.00012361343987628764,0.00244336826306936,False
192,0.7802032917499977,1.0035041598478245,0.001,0.01,1,0.11967875159439414,6.994278818384844e-05,6.635903131366513e-05,0.06468216870682776,False
193,1.3026776324890208,18.679644827715627,1.0,0.01,1,0.00010311520843669217,0.00010285487519064312,0.00010282584435758531,0.00010308357347542726,False
194,1.1828775928302682,1.9938990621589885,0.0,0.1,2,0.07223735708417371,0.010454308770050606,0.008853243754921903,0.01741284847578227,False
195,0.3839817031267776,0.3415509923061144,0.0,0.01,1,0.2565712152535848,2.92206507879129e-05,2.9188241800806854e-05,0.2491266105308694,False
196,0.64380336859671,18.276776894883746,0.1,0.1,5,0.0256521653257059,0.02483139251198102,0.02327703847774083,0.023897235100212556,False
197,0.6257921113134296,1.5439956167150453,0.001,0.3,1,0.11607875050332661,0.08238448234043048,0.08142476454556752,0.10287759388596258,False
198,0.20884027829370924,2.9225703533604035,0.0,0.01,20,0.0015940625169413444,0.00015871430634808417,0.00015841125386504318,0.0014457338794987263,False
199,0.7780242283038867,9.339027903098906,0.1,0.01,2,0.003951560820559687,0.00019421547573635092,0.0001739619038557777,0.00251748599986305,False
200,1.173135081664792,6.187967322376152,0.1,0.1,2,0.017309223247198205,0.013311007677384946,0.011027834365784164,0.011981490977507975,False
201,1.215739923125116,4.16642159781108,0.1,0.3,1,0.2920559607804539,0.17257582729977683,0.09369289089694842,0.09802864009283821,False
202,0.3958621686933642,1.0632556550736234,1.0,0.01,5,0.503638929704588,7.23340863794273e-05,7.229477906579225e-05,0.503468590988619,False
203,1.348561798151017,18.033851795251838,0.0,0.1,20,0.012465677491447866,0.012465597408135264,0.010067571001344833,0.010067571001344885,False
