case,angle,budget,epsilon,sigma,stages,risk,noise_risk,noise_lower,total_lower,violation
204,0.4044711146989347,11.262955217245706,0.0,0.3,2,0.3041073475381123,0.3039433406458628,0.3000620953676762,0.3000620954202094,False
205,0.7278580115375162,9.460784451192854,0.001,0.3,1,0.21026332164655603,0.20698596624334742,0.16900695868483784,0.16903813182126712,False
206,1.288144134007604,10.41980687451441,1.0,0.3,2,0.10081314751253795,0.10022433769262112,0.09322317900356328,0.09340352404231886,False
207,1.3279581909773746,14.265508798439482,0.001,0.1,5,0.010384984121517308,0.010379559806893954,0.010158365490300329,0.010158376886261929,False
208,0.201913572396343,5.579265177179156,1.0,0.1,2,0.387700072765732,0.02628679658314944,0.0261631912024146,0.383296974203924,False
209,0.6976042210583026,18.74996459033739,0.0,0.01,20,0.00029561506705658017,0.00023174462775842617,0.000209336212528621,0.00020933621252863322,False
210,1.396465415059017,15.377830673694387,0.001,0.1,2,0.011513982802612835,0.011513279869894144,0.009890478458800402,0.009890482042674254,False
211,1.279953021731201,4.895233380360444,0.001,0.3,1,0.10467671187363045,0.10030531104284823,0.09211194780292842,0.09230647854410637,False
212,1.1485848605450957,10.155312733123417,0.1,0.3,20,0.10946371483121065,0.10932715573409563,0.1023240689892287,0.10240734080478514,False
213,0.48817915564353964,12.759241091676174,0.0,0.1,5,0.036890537631922626,0.035284204270617306,0.030173456169498396,0.03017345617198029,False
214,0.39295560779613603,12.134826454836082,0.0,0.01,1,0.0009840815163125547,0.00036398985731921253,0.00035067920412914475,0.0003506792130005035,False
215,0.8362805725118245,10.303314257435042,0.001,0.01,5,0.00032623866673337995,0.00019238144416268725,0.0001614590687431086,0.00017254562581012458,False
216,1.021953738358079,3.829365556914682,0.0,0.1,20,0.01897339788042592,0.011994961035349395,0.011514851440964764,0.011717294294367058,False
217,0.411096605667096,2.593019732078403,1.0,0.1,1,0.3964672045535226,0.013850880675554558,0.013635922730160023,0.3799260475385821,False
218,0.892410693752743,0.6575395750082541,1.0,0.1,5,0.5561025166730442,0.004879839858876443,0.0048763962067871515,0.5531281173957333,False
219,0.294233164981712,18.442627003613318,0.1,0.3,5,0.4694026841440019,0.4570547818656792,0.4474632826348085,0.45828702982912906,False
220,1.386189474918961,6.203962256017011,1.0,0.01,5,0.003656131210151286,0.00011020532891660345,9.893737543443897e-05,0.002814216397833424,False
221,1.294907582405626,18.291925872180602,0.0,0.3,2,0.1259179698383455,0.12561840657632026,0.09291267293109885,0.09291267293109888,False
222,1.308944305679138,3.2056053520844716,1.0,0.3,5,0.14025320921788795,0.09036726095797906,0.08700562071552487,0.13565972355144157,False
223,0.9647731637575316,1.9139033502102145,0.1,0.1,5,0.06493099714764844,0.009416753632475884,0.009272713288669528,0.05247974479116275,False
224,1.179284867645654,7.060086202670269,0.001,0.3,20,0.12453137196372502,0.12318366650387486,0.09934494624208207,0.09936541998573278,False
225,0.91011436676619,8.743332715034997,0.0,0.1,20,0.014820048073662597,0.014726086659882485,0.014469172597086985,0.014469181565600255,False
226,0.4589475964318529,7.5168010801355205,0.1,0.3,1,0.24730820367736683,0.23027757010530497,0.23020265258147107,0.2472078749051269,False
227,0.9532441547479709,10.754853307492583,1.0,0.3,20,0.13047238105570855,0.12653705017901712,0.12473052861196766,0.128245627245882,False
228,0.5942435459720583,9.055560683597673,0.1,0.1,1,0.05936015646885051,0.03135932632001559,0.02283872698342797,0.030208812606773536,False
229,1.0565847097516472,14.87618633641165,0.1,0.3,1,0.5485901812325951,0.47753425840832336,0.11144677584796372,0.11146114925714222,False
230,1.2600335899509156,13.13535515404525,0.1,0.3,1,0.09682907103490059,0.09682183788930021,0.09472370584084518,0.09472695645001843,False
231,1.1529662862681405,6.367479004200651,0.1,0.01,5,0.0014691305868171347,0.00013448385299035084,0.00011202718651631245,0.0010435340276009023,False
232,0.6433372241074689,18.590517287692414,0.0,0.3,5,0.27617581776378936,0.2747177460606322,0.20986300253901854,0.20986300253901857,False
233,1.2229177390317505,15.036341855777573,0.001,0.1,5,0.015941853119860776,0.015865626992869412,0.01077271727179,0.010772731358084703,False
234,1.088367279283396,15.193029570095035,0.1,0.01,20,0.00014357687205639552,0.0001230197690653688,0.00012002781636274243,0.000127933430845639,False
235,0.6714820345426746,5.4337412835085415,0.1,0.01,5,0.014836061628201759,0.0001850876044943953,0.000173803676875979,0.012565503313364132,False
236,0.5654506923696898,0.8576900637958589,0.1,0.01,1,0.14595315125485991,6.107879584798053e-05,6.074259430839572e-05,0.12966233437969804,False
237,0.5997065195418978,14.208827897200305,0.001,0.1,5,0.02957866183470715,0.026885966053259745,0.024884005304055486,0.024907737507511962,False
238,0.7362564287761422,6.603781585458867,0.0,0.3,2,0.18695974286179404,0.17977838507435967,0.15487108485904266,0.15487179000458326,False
239,0.32308052396106085,4.403727201216128,0.001,0.3,2,0.19261989767750753,0.18958544881410008,0.18565532368383034,0.18606792458004331,False
240,0.20248189974124978,17.82304477960589,0.1,0.01,20,0.018505003755662813,0.0005795930126820912,0.0005703496349719705,0.017600494625212543,False
241,0.8660784905346257,11.266138390326136,0.001,0.1,20,0.02517030966106058,0.024549262077583914,0.015557937484584013,0.015563967196882526,False
242,0.5217900540493586,0.872385684885121,1.0,0.3,1,0.5809082903111173,0.05558585971257733,0.055564657268688734,0.5802248903887612,False
243,0.27398884645785837,2.651696433575468,0.0,0.1,20,0.017317186128273317,0.014490918501542969,0.014472207911162993,0.016709234065022966,False
244,0.9843943729941209,16.958011599527286,0.001,0.1,1,0.06356602072328374,0.043883698867142704,0.013410026986568208,0.013410157314478723,False
245,1.2906319623952762,13.948436970619294,1.0,0.3,1,0.0933899377475659,0.09337722544678659,0.09311993735538146,0.09313179968801223,False
246,1.3381543742614725,18.630062128863496,0.0,0.1,5,0.017872289017973508,0.017865053894811498,0.010112331596404272,0.010112331596404288,False
247,0.630660719057183,17.41995055284896,0.001,0.1,1,0.0322578523779273,0.031155594204272885,0.023848564738480182,0.023857295694004552,False
248,0.5975879570539864,3.612113471887949,0.001,0.01,20,0.005597379735748648,0.00015431982899135731,0.00015267905974437483,0.0008914847185194281,False
249,0.5817336228842572,18.488610616279114,1.0,0.1,20,0.04064913053249572,0.027207563403358115,0.02655952562827117,0.03796275553172253,False
250,0.7734360623226229,15.950534176624279,1.0,0.01,1,0.21925266169005303,0.0005672478488539578,0.00018170081453864164,0.0030077808309228976,False
251,0.553255243450308,17.770704540430863,0.001,0.1,1,0.02892071014500949,0.02883812126945571,0.028157698577847817,0.028175033449252897,False
252,0.31534561009837675,11.225281530690951,0.1,0.3,5,0.38541064430088934,0.36455058474514557,0.34157458804545576,0.3599219290253082,False
253,1.1550897922530765,15.016951080023224,0.0,0.1,5,0.01545234562176731,0.015444130819949803,0.011322051797146696,0.0113220517971715,False
254,0.6784852665494663,10.312155318746735,0.1,0.1,2,0.04028571682255526,0.03067909588405162,0.020581934080870695,0.023954405498790105,False
255,0.332410628617159,18.6594917415151,0.001,0.01,1,0.00446489684894081,0.0006098706666184607,0.00046284832896592603,0.0005481999031713595,False
256,1.0719170931979591,2.1206498632898723,0.0,0.3,5,0.1104833756060428,0.08778752601735654,0.08422845481493807,0.09083778541082248,False
257,1.292516512965398,14.573494462322437,0.1,0.01,2,0.0006594080696733767,0.00012814493334556025,0.0001033645250703142,0.00010408347709715253,False
258,0.6249495949243643,14.262490234487263,1.0,0.3,1,0.23450589033600633,0.21483822822608645,0.21331490260219557,0.23239016703683363,False
259,0.6017803243462496,15.230053823029664,0.0,0.1,1,0.03948720854878895,0.036065176918305936,0.024997116154884143,0.024997116154900204,False
260,1.2304604944829853,12.25696782378468,0.1,0.3,2,0.0973764888911035,0.09699491430218109,0.09646633328052313,0.09647506308431249,False
261,1.0641294552620153,18.8044563431299,0.0,0.1,1,0.11344342283934937,0.06349350630176603,0.012291173799156592,0.012291173799156603,False
262,1.3161880348980908,11.901581192137412,0.1,0.01,1,0.00010677397014742922,0.00010222836648858594,0.00010213934854199765,0.00010646404918754933,False
263,0.9578707905807737,11.76733852226589,0.001,0.01,2,0.0005886192530349488,0.0001387645130496753,0.0001380887678415615,0.00014019986467892883,False
264,1.388227445071848,5.4231044878520445,0.001,0.3,2,0.10572771898371103,0.09385349148407891,0.0887112950094273,0.08882364335255517,False
265,0.5706926420697507,16.42718209180429,1.0,0.01,5,0.06052421315694112,0.00034139937785356803,0.000268830064656958,0.01945627220389604,False
266,0.9705973653603246,13.212718255764186,1.0,0.3,5,0.1254581670405874,0.12387857949948745,0.1225614029172748,0.12349941998948182,False
267,1.1925287592434184,11.230993304987273,0.0,0.3,20,0.10322841497914369,0.10322612730651326,0.09898975597788306,0.09898975603395568,False
268,0.7656687361722492,1.0231755685419635,0.0,0.1,5,0.08914555596209682,0.006783941956388916,0.00673557810307804,0.06874770360882491,False
269,0.41631802122679196,19.35404994365864,0.001,0.1,20,0.04192909936396261,0.041493043506083425,0.03890618005812833,0.03895031724892535,False
270,1.1145041614968432,7.843293881934044,0.1,0.1,2,0.013593339421890558,0.012692708801976758,0.011643127469085484,0.012101918705503539,False
271,1.2059619991089823,12.231494346236477,0.0,0.3,5,0.15257203101129274,0.14570994460775005,0.09806713535951644,0.09806713536680005,False
272,0.2689120387241894,18.961133366934465,0.1,0.01,2,0.020004027246469935,0.000587023397067078,0.0005273548238274647,0.012374943810628126,False
273,1.3172439947289614,6.6192615478460555,0.001,0.1,5,0.012382031744327697,0.012307986881894002,0.010174429082936113,0.01020681102451414,False
274,0.719462242292521,5.860265106044899,0.1,0.1,20,0.02732625989264978,0.017515129931882093,0.016945162701270968,0.026214280909813766,False
275,0.34580993775568764,15.975866552707766,1.0,0.01,20,0.11402693155942166,0.0004432874472355212,0.00042595715168917335,0.10292174649068013,False
276,1.2767417549239368,11.121761080457361,1.0,0.3,5,0.11273948573048317,0.11252216933595975,0.09381130379623318,0.093930502638262,False
277,0.43142916030165623,8.944494192562905,0.0,0.1,20,0.02999585254111704,0.02998774282881356,0.02884854586668636,0.028848551816444107,False
278,0.2705363288685714,13.862626726321047,0.0,0.1,1,0.04608370020733977,0.04585629635337933,0.04525316767510124,0.045253167675362596,False
279,0.7677232143086892,11.137473021412802,1.0,0.3,1,0.27702110149813663,0.22382946956921143,0.1620237926558793,0.17610693617889173,False
280,0.598800826299626,11.406380565461484,0.1,0.01,2,0.00795474379574524,0.00029326064877444784,0.00024010420865010557,0.0045945438881404305,False
281,1.106933015796785,6.086950120524559,1.0,0.01,5,0.021703456223704166,0.00013269032061994496,0.0001156973448356905,0.013739554122162217,False
282,0.33518464343425125,5.550934625571539,0.1,0.1,2,0.06523756772909536,0.025469499771038184,0.02405400338096337,0.05346455704046775,False
283,0.909214472945113,16.229749596311287,0.0,0.01,20,0.0001678954864532685,0.0001605621071046974,0.00014757735854921546,0.000147577358551305,False
284,0.5493918324004554,2.8648924489447447,0.1,0.01,20,0.03197843008715762,0.00013791944847660494,0.0001371745041242901,0.03159331219637646,False
285,0.28136212650996195,16.45216914242395,0.0,0.3,2,0.45794240272858827,0.45642429275373214,0.4359652043227215,0.43596520432272284,False
286,1.3857138935557103,2.877298284513509,1.0,0.1,5,0.0946646086324165,0.009879420089228139,0.009307890700557991,0.06667391173741909,False
287,0.7520324786584243,12.899718097348046,0.0,0.3,20,0.18646531819046844,0.18628851616600042,0.1680476022645282,0.16804760226639168,False
288,0.9718193202814049,5.7052019646169505,1.0,0.3,1,0.1946962481112225,0.13352277837293353,0.11630832423947117,0.14940341029774773,False
289,0.6475619084545804,11.720166462821245,0.0,0.1,1,0.06093151997653195,0.04204312401410593,0.022141240446307827,0.022141240466978882,False
290,1.193962041212619,9.522193560668573,1.0,0.01,1,0.005491074427335945,0.00013500883643582473,0.00010979052037674634,0.0009420556252965681,False
291,0.7839511138673345,5.277733277197163,1.0,0.01,1,0.26462255061958295,0.00022067136159297927,0.00015311919024058843,0.08695688253576361,False
292,0.7826874745126449,18.9054161416874,0.1,0.1,2,0.025456845766436566,0.024626522468030695,0.017936486786830557,0.018032307721350442,False
293,0.30793651122809834,7.588414575185273,0.001,0.01,5,0.003544125542779615,0.00032511954862236446,0.00030278040611891595,0.0005612152342427514,False
294,1.2227027307227671,6.920397552361902,0.001,0.3,2,0.10431218805460776,0.10427809540848815,0.09645691364343639,0.09648058863929196,False
295,0.662876970556837,17.126294418779516,1.0,0.1,20,0.03954758991457193,0.025339613897523844,0.022327646383345067,0.029031188757709554,False
296,0.3589816980158246,19.248441091681446,0.0,0.01,1,0.0004645382619904869,0.000443412559354539,0.0004418259342368805,0.0004418259342368849,False
297,0.6394181146413549,11.63313151513935,0.001,0.1,20,0.029272017390252075,0.02897994305580938,0.022433934351801237,0.02246546895576064,False
298,1.0898567849058967,16.92179238848473,1.0,0.3,5,0.16037855423149916,0.15665035879593936,0.10788063156833314,0.10790918934921254,False
299,0.9784178120439695,15.119244511331656,1.0,0.3,5,0.2006704612249724,0.19847587088176072,0.12151614342059651,0.1218599108657611,False
300,0.6658279834079097,6.633467155283625,0.1,0.01,2,0.027969838020592795,0.00023374337135017816,0.00018787591822500458,0.009488739307380409,False
301,1.2616833946463624,19.84851302660367,1.0,0.3,1,0.09469913440408408,0.09469890227262429,0.09463585609768654,0.09463608330457932,False
302,0.6927540457169007,3.6729449040175908,0.001,0.01,5,0.0019993105553861266,0.00016102583474768796,0.00014399612860362135,0.0008375092903460233,False
303,1.0854875912489366,16.612659696443508,0.1,0.01,5,0.0003955354878937838,0.00019047895991972292,0.00012036471377563971,0.00012400518065542286,False
304,0.8823038330461188,2.667133403511057,0.1,0.1,2,0.05854354734167587,0.011789539681953032,0.011107473818370635,0.03383353712132231,False
305,0.35284968562830465,17.074086510599315,0.001,0.1,1,0.06339057564317346,0.058345488067928476,0.04305435491712609,0.04314256665452369,False
306,1.0317787507699234,1.6178490303906572,0.1,0.01,2,0.062061311832303484,8.48064380609472e-05,8.402310866850294e-05,0.05886978852721981,False
307,1.0988876463605368,7.897018360028078,1.0,0.3,2,0.12740005159983933,0.11066406018413288,0.10622216316562577,0.11113746839476446,False
308,0.5437284629320176,12.06281424624202,1.0,0.1,2,0.10003999649788889,0.029241856567610868,0.02683814735717764,0.08102651510336603,False
309,0.3235083221558815,10.050557116535696,0.1,0.1,2,0.06267612252132324,0.03776197691918902,0.03532223042101165,0.055180846062586844,False
310,0.33166489972811497,0.11091130532537,0.0,0.01,2,0.40120699874880167,1.049414788698412e-05,1.0494022032309477e-05,0.3987662286701973,False
311,0.8215397681881651,4.958817379542741,1.0,0.1,2,0.14308517001896753,0.018161110862713017,0.014485868818136505,0.09892461057436301,False
312,1.3233231467229851,8.285695654323533,0.1,0.1,1,0.012592983118597896,0.011602003895343877,0.010171383172721184,0.010252146077913728,False
313,0.20639051989879725,14.321833512182534,1.0,0.01,5,0.2117316981719803,0.0005054021192317079,0.0005016292887368445,0.20855239408250686,False
314,1.0886154972690936,19.413050649431483,0.001,0.1,2,0.019965182186096227,0.01800795964238067,0.01200120803745879,0.012001214960667535,False
315,0.6081543164386408,11.490805500676336,0.001,0.01,20,0.0003262239470026482,0.0002701383302116065,0.0002365268114746301,0.0002767613709759833,False
316,0.8569912253430971,2.611377240447928,0.0,0.01,2,0.007435783329106625,0.00011867061306969432,0.00011147472279344804,0.0025402776851764933,False
317,1.1054792602345216,0.7173090847124105,0.0,0.3,2,0.22613877164831878,0.046419128425508056,0.046143903555323294,0.16187826362041158,False
318,0.7860238222624003,6.7500944320721645,0.0,0.3,20,0.1636521904511427,0.16285632436864728,0.1465341045217652,0.14653462770199638,False
319,0.38336202867321256,18.711274996726317,0.0,0.3,2,0.5180139200494424,0.517322695865401,0.3739416438296717,0.3739416438296717,False
320,0.7892793842430375,13.094924096462481,0.0,0.01,5,0.007268509810968116,0.00033691235342355374,0.00017579397685230213,0.00017579397810365942,False
321,0.44269859124169564,14.476861665659184,0.1,0.01,20,0.008849851319887437,0.00036874231400806513,0.00034140900611633626,0.007281838351960062,False
322,0.28805704645714175,16.459384634571123,0.001,0.1,1,0.049484659988555335,0.04906001248928471,0.04789717297836357,0.04802854951474318,False
323,0.5704524693615336,15.863600769589262,1.0,0.01,20,0.03863033398028614,0.0003190189491734013,0.00026781947211800493,0.021770326219566025,False
324,1.3149723397146587,1.0829737973283722,0.001,0.01,5,0.1259614004828095,6.61942764785071e-05,6.55769347585015e-05,0.05501103667833803,False
325,0.5439816055367175,14.515532889204145,0.001,0.3,2,0.2722027868084777,0.27209679016765564,0.2510397027348533,0.25107412622969905,False
326,0.6513711001286681,4.806610965945867,0.0,0.3,2,0.15455668411322762,0.15384393879936173,0.15167871796495266,0.15170629206717312,False
327,1.0374790949138906,12.351232225699215,0.001,0.1,20,0.013870459727323656,0.013845909209465247,0.012621356388579244,0.01262206256601906,False
328,0.493405742489907,7.6897791343134445,0.001,0.01,2,0.002432413554781796,0.00027045271563455955,0.0002477176831198518,0.00039481986074920133,False
329,1.1021209867362212,18.993123259059484,0.1,0.3,1,0.40144409660468244,0.3809863070949098,0.10665796959626524,0.10665867162327448,False
330,1.2235577100875694,12.155677461102835,1.0,0.01,2,0.0054085784585679525,0.00011980231873769294,0.00010766893366230899,0.0002088915189460855,False
331,1.328233905880246,12.636548489150366,1.0,0.3,20,0.09626848110529279,0.09622304419096726,0.09141213112538853,0.09143257827636346,False
332,0.5869582343542717,0.48133707378270674,1.0,0.1,20,0.6595876566656114,0.003877237557794001,0.003876438051880093,0.6593860924863683,False
333,0.8794665882923764,2.964993201334061,0.0,0.01,2,0.0035457905102677643,0.00011869013460977918,0.000116166241051753,0.001296765277536453,False
334,0.5239337651641306,8.546167550800792,0.1,0.3,5,0.25289485136720086,0.23889384705885522,0.22368042306602584,0.2349688590886803,False
335,0.9670956854981447,14.555970212547056,0.0,0.3,20,0.1466406695227475,0.14639969322579133,0.12316894697928409,0.12316894697934762,False
336,1.1080091346505494,8.093817264045498,0.0,0.01,1,0.0048776958443689225,0.00016073965687254474,0.00011718475980702286,0.00011721850140500789,False
337,0.49259069263371325,11.113056050929996,0.0,0.3,1,0.4290580868822072,0.4122554209891453,0.2581932498588988,0.2581932499302233,False
338,1.2544478719252383,0.5318490119928221,0.001,0.3,1,0.2978968502892413,0.037541923576797795,0.03691107959979173,0.20603566148930866,False
339,1.3293486642324592,1.4611028962788999,1.0,0.1,20,0.2500230020575684,0.007643527906364728,0.007611616842296329,0.2399123444197587,False
340,0.36859401599618,11.247019700702491,0.1,0.3,2,0.40154612286299995,0.3701364732768233,0.31691429730959475,0.3318945740753063,False
341,1.1730454745893641,1.413110543855582,0.0,0.01,5,0.0889214096529475,7.878846971778194e-05,7.651805961391053e-05,0.028066945902053875,False
342,0.2011634416158218,10.96542419198277,0.1,0.01,20,0.02748609504789912,0.0004326241702445292,0.00042615981751909263,0.026275518461713283,False
343,0.7666833655736907,2.855093564655308,0.0,0.01,1,0.0034110456960212525,0.00012183109722309999,0.0001218270046858012,0.0015991286728242648,False
344,0.7800572732739448,19.209240566746075,0.1,0.01,2,0.0006336101641054877,0.00023638324267330252,0.0001802015175234817,0.0002699942027071826,False
345,0.26200719476419293,3.44370656300984,0.1,0.3,1,0.20038463464631273,0.15998050098500968,0.15917984072246055,0.19841507200790232,False
346,0.8515093528551823,2.3864764715355373,0.1,0.1,20,0.04017232891012739,0.010815980051599613,0.010727819048961251,0.03953603741959695,False
347,0.21770950014706442,13.644081587618246,0.001,0.3,1,0.44304998896264824,0.4423812904658352,0.4327599536270343,0.43296988334465986,False
348,0.3340087100521497,10.600178085218442,1.0,0.3,20,0.5184030931699515,0.3284323926935805,0.32296578798819847,0.5051084245179647,False
349,0.7114980835462383,14.000903387831379,1.0,0.1,1,0.05286991449761724,0.02545768515600676,0.02013538409549682,0.02969680286284911,False
350,0.24134966408792416,12.661858562104689,0.0,0.01,20,0.0018031426870076573,0.00045760069357223687,0.0004470614846722132,0.0004470614876995475,False
351,1.2351958399773952,16.97370355381619,0.001,0.3,2,0.10887650419534564,0.1088290255861212,0.09618335467574811,0.09618335760169891,False
352,1.1366348402523834,11.726241237134634,0.1,0.3,1,0.2663037788321833,0.24565414218015524,0.1034140516285439,0.10344913222340223,False
353,0.8500391260530473,5.6695400040243795,0.1,0.1,20,0.022195123455359324,0.015109248500390502,0.014572025086118847,0.02040159949504073,False
354,0.5877907979435113,13.86408739004459,1.0,0.1,1,0.22639606702689097,0.04596052106731303,0.02537997899808056,0.05340797366064657,False
355,1.244109689148527,8.63049790476374,0.1,0.1,20,0.012237840312019868,0.011927407092184213,0.010613167744761868,0.010717982048934538,False
356,0.3190919361670496,13.237332623869241,0.001,0.01,1,0.006940320153598592,0.0005212316390108227,0.00041091800505846295,0.0005618611384878557,False
357,0.6526383979747596,1.5160906523501043,0.0,0.1,1,0.061337762055663415,0.009344701367321915,0.008886220267530616,0.03157301822738377,False
358,0.4332633751256493,17.727118523931868,0.0,0.01,20,0.0010800203460073928,0.00041334529516446727,0.0003671958950651389,0.0003671958950652374,False
359,0.5054500125056751,5.984922125578229,0.1,0.1,2,0.04152587177696348,0.021782863011369072,0.021624014184487082,0.040249565046848304,False
360,1.2630275706618854,15.482646050592662,0.001,0.01,5,0.0029632450433009438,0.00043913837890820196,0.00010506762630819755,0.00010507362538971959,False
361,0.5105267842821588,13.713320894543948,0.0,0.1,20,0.034123938841455106,0.03257429713950208,0.029461771271314458,0.02946177127166887,False
362,0.7331469709184211,2.370662807259082,0.001,0.1,2,0.026793699165201114,0.01145079975164497,0.011272955903696449,0.015245693674939791,False
363,0.8202177511191475,11.532223287093442,0.001,0.01,2,0.002090122151743621,0.00020186791678902468,0.00016647244788095045,0.0001745326140227868,False
364,1.281569934280833,2.908080323969238,1.0,0.01,20,0.08224951333280793,9.954512672087894e-05,9.579679807943923e-05,0.06637507863585605,False
365,0.9485493074233686,19.827293373565773,0.0,0.3,1,0.1374603988822723,0.13745417943047702,0.12615603641036263,0.12615603641036263,False
366,0.23918814829539198,6.949744483643868,0.0,0.01,5,0.0027698608305531426,0.00030562888871296396,0.00030135986420044554,0.0003017080164593769,False
367,0.5112381002419482,5.379816431872973,0.1,0.3,20,0.21500099994659505,0.19188579706146097,0.18295253939777195,0.2032359684083741,False
368,1.2503119325010792,15.42667418478425,0.001,0.01,1,0.00010621026091501708,0.00010615385835932378,0.00010586671541916412,0.00010587408077523055,False
369,0.3733085064232643,8.397864271259706,1.0,0.01,20,0.21125236190901342,0.0003099729372831827,0.000300549545957335,0.20069703381622814,False
370,1.1335602121384727,8.385489769607066,0.001,0.1,20,0.011718008134341961,0.01167579469710563,0.011479981591625402,0.011485164706898773,False
371,0.4471706095859028,15.006681239273496,1.0,0.1,1,0.22182409481494889,0.048735020449377185,0.034186890247847615,0.09691418445973901,False
372,0.9861117358299192,3.8612584882119227,0.1,0.01,1,0.01380563221214172,0.00012369164762842524,0.00011822534579801751,0.008783249712425108,False
373,0.24994209710384935,19.689148597990467,1.0,0.3,1,0.6254769274400677,0.5009830104048477,0.49931872047724146,0.622694674332591,False
374,1.3825241431667614,1.973189204592405,0.001,0.01,20,0.04487790009338678,8.551092257084612e-05,8.485826512062316e-05,0.009022766837673534,False
375,1.1800819647568273,13.829717359171246,0.001,0.1,5,0.012310163285929458,0.012307030118135335,0.011103704715947746,0.011103761132240151,False
376,0.9437603141243527,2.7568382146677695,0.1,0.3,20,0.11966800814138966,0.09950939217410296,0.09817503642006076,0.11814705551413099,False
377,1.2651967388719976,17.04564504627523,0.0,0.01,1,0.00013637799775299107,0.00012560409013236145,0.00010493577670657174,0.00010493577670696728,False
378,1.1576480382053238,2.1514496387785056,1.0,0.3,1,0.3581515924382084,0.09503412304493589,0.08244783067560088,0.23152582962033158,False
379,0.3103013694925206,2.216077882144092,0.0,0.1,1,0.024805332989260645,0.012830349216080408,0.012548895307197673,0.01798905936908489,False
380,0.36374048557517324,18.901077353371395,1.0,0.1,1,0.1246065982433649,0.04564111747076662,0.043492703054368836,0.1116567128927902,False
381,0.7675965917706484,6.566931621340147,0.001,0.1,2,0.018353941801806727,0.017511025425589445,0.016543217427720056,0.01660898488846639,False
382,0.5833017103554454,2.1762854113411825,0.0,0.3,5,0.11828346024192704,0.10476543547245178,0.10257410556629352,0.10847430326901544,False
383,0.8215597768856546,17.98343137728351,1.0,0.01,1,0.13651348899444404,0.0005276653908412166,0.00016813915393099781,0.0009547623520405859,False
384,1.2907405610249303,12.694627557854577,0.1,0.3,5,0.09456553586168262,0.09452906075198528,0.09311235252014025,0.0931154643030449,False
385,0.4594966136112007,15.034884670866761,0.001,0.3,20,0.3128443134393842,0.3124437537435135,0.30026363516951565,0.3003212472486235,False
386,1.0809366076022064,4.880828525650067,1.0,0.3,20,0.16137449774458573,0.11215368444872197,0.10388572367999845,0.1352308659786547,False
387,0.46363461857599797,6.683006450551769,0.1,0.3,20,0.23770354473796743,0.21804438954190872,0.21554097250156726,0.2344428655086434,False
388,0.3387550960440341,1.6946396458904414,0.001,0.1,2,0.029319660187255507,0.010263129625676434,0.010248223927271611,0.02602505886700683,False
389,1.2289851124213331,15.02701808962136,0.001,0.01,5,0.00044028977874218474,0.00014605819370447107,0.00010729823602020181,0.00010731133496496451,False
390,1.1544964752602749,9.491983559816855,0.1,0.1,20,0.012821737169652873,0.012584521902220567,0.011309155361577707,0.01142958906433348,False
391,0.30284063666004934,11.60591654026941,0.001,0.01,20,0.001219186575997953,0.0004008694258674676,0.0003930563040665113,0.0005784020927128296,False
392,1.0335636564053308,4.716961591816502,0.0,0.1,1,0.021155116516160047,0.013551494298859372,0.011901960641859263,0.011935068204342434,False
393,0.7478851504131321,11.720329570969287,0.1,0.01,20,0.002209124014207832,0.00019724743651513467,0.00018666653984962062,0.0015574626738943489,False
394,0.527537948694965,6.700960357301244,0.1,0.1,1,0.03809256613384811,0.022392849932985927,0.02230266165165847,0.03768279350866302,False
395,1.1485752029188085,2.4767021606065445,0.001,0.3,1,0.14780133453400657,0.09999866440933111,0.08659555631694998,0.08979550633753947,False
396,0.8354520947756727,10.610776700528957,1.0,0.01,1,0.21015984606468505,0.00037957571818104154,0.00016197360993222125,0.010111855886051704,False
397,0.4370477595946211,5.394372831744069,0.0,0.01,5,0.0049003447175680346,0.00021922654766289484,0.00021772183373476928,0.00022603501866863462,False
398,1.0662822992960226,17.476920023018796,1.0,0.1,2,0.013819309204254136,0.013761248160704198,0.012264457804008913,0.012294254467406883,False
399,0.44341049630373736,14.361577083586248,0.0,0.01,1,0.0007728971839058684,0.0003553781147967918,0.00034012919595735017,0.00034012919605179464,False
400,0.864673013303271,13.498719537840673,1.0,0.01,20,0.010251077053267242,0.00018029949340664218,0.00015679484312363826,0.0027042878420749754,False
401,0.9912560723744643,11.78021179045848,0.1,0.3,20,0.1634350526147993,0.1607521367940307,0.11946370534811598,0.11961506973659387,False
402,0.3783341123159237,10.228572693183683,0.001,0.1,20,0.034997320321325374,0.034097529011385484,0.03314680597006587,0.03330792105894071,False
403,1.2858052131358677,11.981738930919287,0.001,0.01,1,0.0001456402110665813,0.00011252265291437327,0.00010372750884790024,0.0001038500417655382,False
404,0.8128619177779475,0.7742690665471478,0.1,0.3,1,0.2450876744682554,0.05116142778140245,0.04970315625271949,0.19105086910616514,False
405,0.9893287402145139,9.937484210115363,1.0,0.01,5,0.004814938863538577,0.00013763700642601702,0.00013256992667916146,0.00394327830742602,False
406,0.4359493518396772,14.839204259812929,0.1,0.1,5,0.04963430144127268,0.03778414974751846,0.034851120439426744,0.041744335715702297,False
407,0.8667919074168904,3.8595303649774237,0.0,0.01,2,0.006350121356634451,0.00014043793124774004,0.00012894068389553452,0.0003193015246408863,False
408,0.5800328575393501,16.775508439639456,0.001,0.1,2,0.02716145126158219,0.02699241241811058,0.02642019564246652,0.026436638044458373,False
