case,angle,epsilon,ridge,budget,phase1_time,p1,p2,risk,lower_bound,margin
119,1.0660437005378856,1.186042458433644e-06,0.17724049332142922,2.6024883865852204,2.453667823085741,0.7591894588278265,0.23792563165723302,0.01175337832011406,1.4378256652209093e-08,0.011753363941857407
120,0.32881635134208,0.00028186888021047943,0.11866730531510217,9.086064185083918,0.86320955476128,0.6334927807996568,0.9270709676945564,0.0003915140978409001,8.979524602128671e-06,0.0003825345732387714
121,0.12900650793673246,0.0023814008420173,0.020491949941014775,5.405703047251196,4.022194825363618,0.8163294822347004,0.17776482898675539,0.0015351646964635135,0.0008970762126010928,0.0006380884838624207
122,1.1000507411021132,0.0007912450239860676,0.09894301654651634,1.8992406456052533,1.6837300185802475,0.7000832741596412,0.25171347541056344,0.0279316116248798,1.9796267507097943e-05,0.0279118153573727
123,1.0245201149010146,0.24208565956968417,0.01188620481612559,8.862993224819142,4.283313200836758,0.23928653631031538,0.45253259087637965,0.0036077706503111606,0.0003742313351486122,0.0032335393151625485
124,0.5091902123317277,0.0006484172571151322,0.1753478580569063,1.838018261659292,0.8718511631414078,0.023527073295514844,0.7993347741405281,0.01007618037020121,0.00010275119302602362,0.009973429177175187
125,1.3587500961882208,0.06821894588977899,0.12233036652265238,19.7195099567006,3.8796904293234094,0.6425011904633043,0.764341382225785,8.046066731755909e-08,2.1001559083972103e-12,8.045856716165069e-08
126,0.9748971591225606,1.0694011278187353e-06,0.17537907370131772,21.049308993812456,7.64418106757034,0.9005350656576948,0.01828387714778057,5.356645577282639e-06,1.0211524166694274e-14,5.356645567071115e-06
127,1.4067104114049487,2.2297034965854065e-05,0.05035894209130037,20.624411627141072,0.6603305622278335,0.24511975040892187,0.46120428954566206,3.519384921675749e-10,1.1950768262000429e-15,3.519372970907487e-10
128,0.6903428256608002,0.04594445855836231,0.16767503925421917,21.771950440763618,7.647912618959084,0.46163598247324944,0.89374292384787,8.052711696020965e-07,6.301274365181171e-08,7.422584259502848e-07
129,1.3742214116267593,0.0001941437580002328,0.08712355431060209,5.292826003553752,1.897938595984392,0.15049559313052763,0.9634232559741536,0.00033578407025156525,2.081241907435052e-08,0.0003357632578324909
130,0.15733543131853542,3.2554446048475466e-05,0.012887891422852116,9.410807480828387,9.27281324866406,0.7460720887117962,0.7010077312170517,0.0005566372510033815,1.1090612743128525e-05,0.000545546638260253
131,0.19579568082075058,0.014039124933642868,0.011753556393201792,20.62376992341584,1.8272640722598754,0.5766722017859571,0.7780006858493437,0.0033661622847974736,0.0028045906058018094,0.0005615716789956642
132,0.3669030258198456,1.6898846909928442e-06,0.03548403408629335,0.8147054679657969,0.07437330034649299,0.7882546759935081,0.14508667455554625,0.09998476307957259,6.581774536175367e-07,0.09998410490211897
133,0.3310724970059802,0.060113120845642055,0.1807169139128446,3.653653408777419,2.5380365148022004,0.3130040397752576,0.6754479225329086,0.0070862049481087335,0.0058852003289489195,0.001201004619159814
134,1.243346229941499,1.3276095860210164e-06,0.06114014170095699,24.372264628969372,11.47943267215944,0.8096870175305967,0.8309265208615895,3.257388922680998e-06,2.30183331602565e-16,3.257388922450815e-06
135,1.4327275308327576,0.003336442086240418,0.049409715272888316,17.625323461147556,2.6799470541393284,0.47969497367563185,0.24073933446059415,1.6774102983620188e-06,1.3873478410794122e-12,1.6774089110141777e-06
136,1.2496679596789155,9.492068041101924e-06,0.15241063468641428,6.9034396233078485,1.5658128492335017,0.15193033785482546,0.00495378106005262,0.011504323316214968,5.116941031304605e-10,0.011504322804520864
137,1.3858874806865793,0.6529245963898226,0.028005694599057863,7.594403491584341,0.6073157239865796,0.1826716417833104,0.06315647415795766,0.08864227551779583,1.466380483562674e-05,0.0886276117129602
138,1.2132186882548999,0.00013344406631410853,0.13980962922211618,7.965663878473798,6.785452940644869,0.7858610005760276,0.2559541567652338,0.0003139585886923285,4.971369995074867e-09,0.0003139536173223334
139,1.288448162432502,0.0002048017658163363,0.09330637085429637,8.404300577759445,5.3877114319434405,0.415408318743513,0.4485366199007911,2.1345202299631013e-05,3.856125572289231e-09,2.1341346174058722e-05
140,0.2763057060411802,0.003928557696729893,0.18278366201390345,8.210785025833093,1.2853520729725494,0.8384158952356272,0.5619009120770717,0.0001711112955956839,6.618889212727715e-05,0.00010492240346840677
141,0.19929708901096604,0.05308113989480821,0.15271806186079062,0.8017942843740048,0.722727920271204,0.42279500655726177,0.501220914607653,0.10048543378412955,0.01964694291181646,0.0808384908723131
142,1.289309123930428,0.16192368413202252,0.1792851654276209,12.340561783044338,9.680488768964478,0.20823150597577322,0.370915791690679,1.1500137982794451e-05,1.0076111080886537e-08,1.1490061871713565e-05
