budget,scale,median_gain,wins,cases
4.0,0.0,1.8903705697705155,24,24
4.0,0.001,1.8879838333648928,24,24
4.0,0.01,1.7312715555359146,24,24
4.0,0.05,0.6871005114026781,10,24
4.0,0.1,0.2109021139005463,4,24
8.0,0.0,6.100347603866695,24,24
8.0,0.001,2.0728152504368764,16,24
8.0,0.01,0.0335949290956015,5,24
8.0,0.05,0.0013780741774361,1,24
8.0,0.1,0.00025935661573895,0,24
