label_noise,steps,examples_processed,width,step_size,samples_per_source,seed,method,test_risk,hindsight_static_grid,gain_vs_hindsight_static
0.0,200,6400,16,0.02,512,3,prepare_BA,0.01853596540591504,0.016650273184013326,0.8982684645440713
0.0,200,6400,16,0.02,512,3,matched_static,0.018797870302188734,0.016650273184013326,0.8857531686488255
0.0,200,6400,16,0.02,512,4,static_0.00,0.04444029686435248,0.02812134901015198,0.6327894049850362
0.0,200,6400,16,0.02,512,4,static_0.25,0.02812134901015198,0.02812134901015198,1.0
0.0,200,6400,16,0.02,512,4,static_0.50,0.029867420451308982,0.02812134901015198,0.9415392620195134
0.0,200,6400,16,0.02,512,4,static_0.75,0.03814501158096094,0.02812134901015198,0.7372221909138965
0.0,200,6400,16,0.02,512,4,static_1.00,0.12095373751986022,0.02812134901015198,0.23249673459271603
0.0,200,6400,16,0.02,512,4,prepare_AB,0.030631616647025125,0.02812134901015198,0.9180497828175538
0.0,200,6400,16,0.02,512,4,prepare_BA,0.030774947641957047,0.02812134901015198,0.9137740651039392
0.0,200,6400,16,0.02,512,4,matched_static,0.02792230454142884,0.02812134901015198,1.0071285114890074
0.0,200,6400,16,0.02,512,5,static_0.00,0.02404490465721603,0.01223867278372779,0.5089923606769173
0.0,200,6400,16,0.02,512,5,static_0.25,0.013954719823041122,0.01223867278372779,0.8770274816639524
0.0,200,6400,16,0.02,512,5,static_0.50,0.01223867278372779,0.01223867278372779,1.0
0.0,200,6400,16,0.02,512,5,static_0.75,0.01280674963714045,0.01223867278372779,0.9556423862800285
0.0,200,6400,16,0.02,512,5,static_1.00,0.022285191750063837,0.01223867278372779,0.5491840914356383
0.0,200,6400,16,0.02,512,5,prepare_AB,0.013126500667241723,0.01223867278372779,0.9323637040807394
0.0,200,6400,16,0.02,512,5,prepare_BA,0.015197744908163974,0.01223867278372779,0.8052953156986719
0.0,200,6400,16,0.02,512,5,matched_static,0.014545882602502735,0.01223867278372779,0.8413839928573347
0.0,200,6400,16,0.02,512,6,static_0.00,0.038566333827403564,0.013376409994015449,0.3468416275676884
0.0,200,6400,16,0.02,512,6,static_0.25,0.013376409994015449,0.013376409994015449,1.0
0.0,200,6400,16,0.02,512,6,static_0.50,0.014249282146646208,0.013376409994015449,0.9387427279741104
0.0,200,6400,16,0.02,512,6,static_0.75,0.020921090864018894,0.013376409994015449,0.6393744036082194
0.0,200,6400,16,0.02,512,6,static_1.00,0.0869067783871005,0.013376409994015449,0.15391676279189861
0.0,200,6400,16,0.02,512,6,prepare_AB,0.021918286892492676,0.013376409994015449,0.610285377667771
0.0,200,6400,16,0.02,512,6,prepare_BA,0.012109902747393013,0.013376409994015449,1.1045844275582715
0.0,200,6400,16,0.02,512,6,matched_static,0.013681993232330724,0.013376409994015449,0.9776652982408164
0.0,200,6400,16,0.02,512,7,static_0.00,0.021239383455447146,0.021239383455447146,1.0
0.0,200,6400,16,0.02,512,7,static_0.25,0.0213193710295992,0.021239383455447146,0.9962481269245231
0.0,200,6400,16,0.02,512,7,static_0.50,0.024228263480356817,0.021239383455447146,0.8766366385550941
0.0,200,6400,16,0.02,512,7,static_0.75,0.03330498238961967,0.021239383455447146,0.6377239059002455
0.0,200,6400,16,0.02,512,7,static_1.00,0.06791632945533312,0.021239383455447146,0.3127286710836716
0.0,200,6400,16,0.02,512,7,prepare_AB,0.037046996961931866,0.021239383455447146,0.5733091801549247
0.0,200,6400,16,0.02,512,7,prepare_BA,0.022668499054205926,0.021239383455447146,0.9369558789339596
0.0,200,6400,16,0.02,512,7,matched_static,0.021273747631810468,0.021239383455447146,0.998384667480405
0.0,200,6400,16,0.02,512,8,static_0.00,0.04339072894215347,0.022192397668098385,0.5114548247779905
0.0,200,6400,16,0.02,512,8,static_0.25,0.02470941085347476,0.022192397668098385,0.8981354432000785
0.0,200,6400,16,0.02,512,8,static_0.50,0.022192397668098385,0.022192397668098385,1.0
0.0,200,6400,16,0.02,512,8,static_0.75,0.022918664048974607,0.022192397668098385,0.9683111380609152
0.0,200,6400,16,0.02,512,8,static_1.00,0.034758589887468556,0.022192397668098385,0.638472324105972
0.0,200,6400,16,0.02,512,8,prepare_AB,0.01848910991389429,0.022192397668098385,1.200295621122417
0.0,200,6400,16,0.02,512,8,prepare_BA,0.0256763095757322,0.022192397668098385,0.8643141492994534
0.0,200,6400,16,0.02,512,8,matched_static,0.025500906383904252,0.022192397668098385,0.870259171733043
0.0,200,6400,16,0.02,512,9,static_0.00,0.0818543018847869,0.030130982487474492,0.36810505732349924
0.0,200,6400,16,0.02,512,9,static_0.25,0.04017240395513122,0.030130982487474492,0.750041807832261
0.0,200,6400,16,0.02,512,9,static_0.50,0.03160417660996918,0.030130982487474492,0.953386093848432
0.0,200,6400,16,0.02,512,9,static_0.75,0.030130982487474492,0.030130982487474492,1.0
0.0,200,6400,16,0.02,512,9,static_1.00,0.04017444881804952,0.030130982487474492,0.7500036310127866
0.0,200,6400,16,0.02,512,9,prepare_AB,0.028111809335185995,0.030130982487474492,1.071826509927314
0.0,200,6400,16,0.02,512,9,prepare_BA,0.03649245747802618,0.030130982487474492,0.8256769910773416
0.0,200,6400,16,0.02,512,9,matched_static,0.04200906322235784,0.030130982487474492,0.7172495689320285
0.0,200,6400,16,0.02,512,10,static_0.00,0.01929269602685448,0.019224168692487976,0.9964480166861533
0.0,200,6400,16,0.02,512,10,static_0.25,0.019224168692487976,0.019224168692487976,1.0
0.0,200,6400,16,0.02,512,10,static_0.50,0.02313214353171209,0.019224168692487976,0.8310586810138615
0.0,200,6400,16,0.02,512,10,static_0.75,0.03407440842542654,0.019224168692487976,0.5641820234256152
0.0,200,6400,16,0.02,512,10,static_1.00,0.07907211318472512,0.019224168692487976,0.24312197964884585
0.0,200,6400,16,0.02,512,10,prepare_AB,0.03841504243483698,0.019224168692487976,0.500433358237147
0.0,200,6400,16,0.02,512,10,prepare_BA,0.022836571651320237,0.019224168692487976,0.8418150055976804
0.0,200,6400,16,0.02,512,10,matched_static,0.018969027222089,0.019224168692487976,1.0134504246006812
0.0,200,6400,16,0.02,512,11,static_0.00,0.03523311648898301,0.011536742431198302,0.32744030562285653
0.0,200,6400,16,0.02,512,11,static_0.25,0.011536742431198302,0.011536742431198302,1.0
0.0,200,6400,16,0.02,512,11,static_0.50,0.01243462718566981,0.011536742431198302,0.9277915822433126
0.0,200,6400,16,0.02,512,11,static_0.75,0.019969432995395046,0.011536742431198302,0.577720080177473
0.0,200,6400,16,0.02,512,11,static_1.00,0.04783352757581389,0.011536742431198302,0.24118527350743907
0.0,200,6400,16,0.02,512,11,prepare_AB,0.015525765928622863,0.011536742431198302,0.7430707434490874
0.0,200,6400,16,0.02,512,11,prepare_BA,0.01007778417292018,0.011536742431198302,1.144769746329601
0.0,200,6400,16,0.02,512,11,matched_static,0.012042344788508422,0.011536742431198302,0.9580146253749022
0.0,800,25600,16,0.02,512,0,static_0.00,0.022447022356254592,0.021507955186529426,0.9581651786672941
0.0,800,25600,16,0.02,512,0,static_0.25,0.021507955186529426,0.021507955186529426,1.0
0.0,800,25600,16,0.02,512,0,static_0.50,0.02329550110002774,0.021507955186529426,0.9232664751093856
0.0,800,25600,16,0.02,512,0,static_0.75,0.0278388109729781,0.021507955186529426,0.7725888583174851
0.0,800,25600,16,0.02,512,0,static_1.00,0.05450903587262557,0.021507955186529426,0.3945759605212668
0.0,800,25600,16,0.02,512,0,prepare_AB,0.021285915318739648,0.021507955186529426,1.0104313046662503
0.0,800,25600,16,0.02,512,0,prepare_BA,0.04042728199658386,0.021507955186529426,0.5320158596946207
0.0,800,25600,16,0.02,512,0,matched_static,0.021063247829278306,0.021507955186529426,1.0211129528008007
0.0,800,25600,16,0.02,512,1,static_0.00,0.029149968362030404,0.019596276821224022,0.672257224359439
0.0,800,25600,16,0.02,512,1,static_0.25,0.020508122559897844,0.019596276821224022,0.9555373371691824
0.0,800,25600,16,0.02,512,1,static_0.50,0.019596276821224022,0.019596276821224022,1.0
0.0,800,25600,16,0.02,512,1,static_0.75,0.021072817783379084,0.019596276821224022,0.9299314891186662
0.0,800,25600,16,0.02,512,1,static_1.00,0.03172376748983701,0.019596276821224022,0.6177159389250303
0.0,800,25600,16,0.02,512,1,prepare_AB,0.024292754679387026,0.019596276821224022,0.8066716632120738
0.0,800,25600,16,0.02,512,1,prepare_BA,0.027277471501087343,0.019596276821224022,0.718405179909834
0.0,800,25600,16,0.02,512,1,matched_static,0.022533737432612277,0.019596276821224022,0.8696416597480641
0.0,800,25600,16,0.02,512,2,static_0.00,0.022053186793031313,0.008568772252675324,0.3885502958412799
0.0,800,25600,16,0.02,512,2,static_0.25,0.010904999690834465,0.008568772252675324,0.785765474150108
0.0,800,25600,16,0.02,512,2,static_0.50,0.009622673326039022,0.008568772252675324,0.890477309407165
0.0,800,25600,16,0.02,512,2,static_0.75,0.008568772252675324,0.008568772252675324,1.0
0.0,800,25600,16,0.02,512,2,static_1.00,0.01315101849026563,0.008568772252675324,0.6515671967930028
0.0,800,25600,16,0.02,512,2,prepare_AB,0.011793428737609808,0.008568772252675324,0.7265717581647056
0.0,800,25600,16,0.02,512,2,prepare_BA,0.00753385452538431,0.008568772252675324,1.1373689555331865
0.0,800,25600,16,0.02,512,2,matched_static,0.01161357542555139,0.008568772252675324,0.7378237914417726
0.0,800,25600,16,0.02,512,3,static_0.00,0.01584308418390277,0.01290362289025905,0.8144640740702286
0.0,800,25600,16,0.02,512,3,static_0.25,0.01319579256024157,0.01290362289025905,0.9778588767102314
0.0,800,25600,16,0.02,512,3,static_0.50,0.01290362289025905,0.01290362289025905,1.0
0.0,800,25600,16,0.02,512,3,static_0.75,0.013142367436414847,0.01290362289025905,0.9818339772258776
0.0,800,25600,16,0.02,512,3,static_1.00,0.03047882191628296,0.01290362289025905,0.4233635711282344
0.0,800,25600,16,0.02,512,3,prepare_AB,0.012657815184493184,0.01290362289025905,1.0194194418375613
0.0,800,25600,16,0.02,512,3,prepare_BA,0.01807970389493422,0.01290362289025905,0.7137076450612965
0.0,800,25600,16,0.02,512,3,matched_static,0.013934610750554542,0.01290362289025905,0.9260124391881945
0.0,800,25600,16,0.02,512,4,static_0.00,0.03532561878618118,0.0167454158665093,0.4740303621534817
0.0,800,25600,16,0.02,512,4,static_0.25,0.022828729121379433,0.0167454158665093,0.7335237882702361
0.0,800,25600,16,0.02,512,4,static_0.50,0.019387363574053407,0.0167454158665093,0.8637283662911295
0.0,800,25600,16,0.02,512,4,static_0.75,0.0167454158665093,0.0167454158665093,1.0
0.0,800,25600,16,0.02,512,4,static_1.00,0.022738063279923417,0.0167454158665093,0.7364486438603007
0.0,800,25600,16,0.02,512,4,prepare_AB,0.027309127814209955,0.0167454158665093,0.6131801784528629
0.0,800,25600,16,0.02,512,4,prepare_BA,0.01852082936101476,0.0167454158665093,0.9041396332799979
0.0,800,25600,16,0.02,512,4,matched_static,0.025992566454474904,0.0167454158665093,0.6442386478395017
0.0,800,25600,16,0.02,512,5,static_0.00,0.008341699309733696,0.008341699309733696,1.0
0.0,800,25600,16,0.02,512,5,static_0.25,0.008857075586571445,0.008341699309733696,0.9418119138986315
0.0,800,25600,16,0.02,512,5,static_0.50,0.009875474857812185,0.008341699309733696,0.8446884256036391
0.0,800,25600,16,0.02,512,5,static_0.75,0.0114189363862541,0.008341699309733696,0.7305145617393295
0.0,800,25600,16,0.02,512,5,static_1.00,0.016837612807198785,0.008341699309733696,0.49542054477979625
0.0,800,25600,16,0.02,512,5,prepare_AB,0.010517819673851998,0.008341699309733696,0.7931015712763851
0.0,800,25600,16,0.02,512,5,prepare_BA,0.011930304816249845,0.008341699309733696,0.6992025298776745
0.0,800,25600,16,0.02,512,5,matched_static,0.008471444030990899,0.008341699309733696,0.9846844622023636
0.0,800,25600,16,0.02,512,6,static_0.00,0.016127865761487004,0.010775607447000755,0.6681359831709831
0.0,800,25600,16,0.02,512,6,static_0.25,0.01185006359041303,0.010775607447000755,0.9093290820581306
0.0,800,25600,16,0.02,512,6,static_0.50,0.010814099699366326,0.010775607447000755,0.9964405495200099
0.0,800,25600,16,0.02,512,6,static_0.75,0.010775607447000755,0.010775607447000755,1.0
0.0,800,25600,16,0.02,512,6,static_1.00,0.020359684600506883,0.010775607447000755,0.5292620027489268
0.0,800,25600,16,0.02,512,6,prepare_AB,0.012256177926867742,0.010775607447000755,0.8791980266032765
0.0,800,25600,16,0.02,512,6,prepare_BA,0.012233060111195383,0.010775607447000755,0.880859519127123
0.0,800,25600,16,0.02,512,6,matched_static,0.012516411635757355,0.010775607447000755,0.8609182695954642
0.0,800,25600,16,0.02,512,7,static_0.00,0.016689619605385564,0.013049874294106865,0.7819156219651531
0.0,800,25600,16,0.02,512,7,static_0.25,0.013595871750232375,0.013049874294106865,0.9598409380320774
0.0,800,25600,16,0.02,512,7,static_0.50,0.013049874294106865,0.013049874294106865,1.0
0.0,800,25600,16,0.02,512,7,static_0.75,0.013925334516264163,0.013049874294106865,0.9371318354230701
0.0,800,25600,16,0.02,512,7,static_1.00,0.02252408331227353,0.013049874294106865,0.5793742685632803
0.0,800,25600,16,0.02,512,7,prepare_AB,0.013269298796254029,0.013049874294106865,0.9834637454837397
0.0,800,25600,16,0.02,512,7,prepare_BA,0.014191615207428454,0.013049874294106865,0.9195482052864599
0.0,800,25600,16,0.02,512,7,matched_static,0.014957380672465444,0.013049874294106865,0.8724705601783577
0.0,800,25600,16,0.02,512,8,static_0.00,0.017848138468204343,0.013676847533264975,0.7662898602915741
0.0,800,25600,16,0.02,512,8,static_0.25,0.013676847533264975,0.013676847533264975,1.0
0.0,800,25600,16,0.02,512,8,static_0.50,0.013722787155893671,0.013676847533264975,0.9966523110715911
0.0,800,25600,16,0.02,512,8,static_0.75,0.01516386171319297,0.013676847533264975,0.901936973044653
0.0,800,25600,16,0.02,512,8,static_1.00,0.025026564577886254,0.013676847533264975,0.546493206876264
0.0,800,25600,16,0.02,512,8,prepare_AB,0.013357383232109445,0.013676847533264975,1.0239166830511817
0.0,800,25600,16,0.02,512,8,prepare_BA,0.017457560823172277,0.013676847533264975,0.7834340473905738
0.0,800,25600,16,0.02,512,8,matched_static,0.014341289500189723,0.013676847533264975,0.9536693010125792
0.0,800,25600,16,0.02,512,9,static_0.00,0.031549099177831975,0.01705538719869129,0.540598230794345
0.0,800,25600,16,0.02,512,9,static_0.25,0.01705538719869129,0.01705538719869129,1.0
0.0,800,25600,16,0.02,512,9,static_0.50,0.017636094347558813,0.01705538719869129,0.9670728032282327
0.0,800,25600,16,0.02,512,9,static_0.75,0.019550708965718366,0.01705538719869129,0.8723666864765592
0.0,800,25600,16,0.02,512,9,static_1.00,0.03167440214544548,0.01705538719869129,0.5384596407021282
0.0,800,25600,16,0.02,512,9,prepare_AB,0.022006647353983173,0.01705538719869129,0.7750107012826871
0.0,800,25600,16,0.02,512,9,prepare_BA,0.02438862223630312,0.01705538719869129,0.6993173715776321
0.0,800,25600,16,0.02,512,9,matched_static,0.019725351319416773,0.01705538719869129,0.8646430130703281
0.0,800,25600,16,0.02,512,10,static_0.00,0.017117129345880257,0.015367964636725188,0.8978120294699965
0.0,800,25600,16,0.02,512,10,static_0.25,0.015367964636725188,0.015367964636725188,1.0
0.0,800,25600,16,0.02,512,10,static_0.50,0.015540297878519961,0.015367964636725188,0.9889105573688536
0.0,800,25600,16,0.02,512,10,static_0.75,0.01682880901127477,0.015367964636725188,0.9131938348357949
0.0,800,25600,16,0.02,512,10,static_1.00,0.03560533587921264,0.015367964636725188,0.43161970691301416
0.0,800,25600,16,0.02,512,10,prepare_AB,0.0164520959516007,0.015367964636725188,0.9341037568669156
0.0,800,25600,16,0.02,512,10,prepare_BA,0.019293086320164025,0.015367964636725188,0.7965529403485576
0.0,800,25600,16,0.02,512,10,matched_static,0.01578466344297602,0.015367964636725188,0.9736010331955314
0.0,800,25600,16,0.02,512,11,static_0.00,0.013999454240709235,0.008105938211016992,0.5790181582540272
0.0,800,25600,16,0.02,512,11,static_0.25,0.008585748673836657,0.008105938211016992,0.9441154777472358
0.0,800,25600,16,0.02,512,11,static_0.50,0.008160903031051964,0.008105938211016992,0.9932648605398408
0.0,800,25600,16,0.02,512,11,static_0.75,0.008105938211016992,0.008105938211016992,1.0
0.0,800,25600,16,0.02,512,11,static_1.00,0.014837750687989303,0.008105938211016992,0.5463050553598058
0.0,800,25600,16,0.02,512,11,prepare_AB,0.008905100446901213,0.008105938211016992,0.9102579200931628
0.0,800,25600,16,0.02,512,11,prepare_BA,0.007203463191622343,0.008105938211016992,1.1252834914800747
0.0,800,25600,16,0.02,512,11,matched_static,0.009077802402295033,0.008105938211016992,0.8929405875774145
0.1,200,6400,16,0.02,512,0,static_0.00,0.04391644273892238,0.021798786776626534,0.49636959227817073
0.1,200,6400,16,0.02,512,0,static_0.25,0.022664426055553417,0.021798786776626534,0.9618062563417626
0.1,200,6400,16,0.02,512,0,static_0.50,0.021798786776626534,0.021798786776626534,1.0
0.1,200,6400,16,0.02,512,0,static_0.75,0.02504079818680445,0.021798786776626534,0.8705308278916472
0.1,200,6400,16,0.02,512,0,static_1.00,0.049968403089936525,0.021798786776626534,0.43625141946985174
0.1,200,6400,16,0.02,512,0,prepare_AB,0.022116275702294994,0.021798786776626534,0.9856445574317237
0.1,200,6400,16,0.02,512,0,prepare_BA,0.02220642401981702,0.021798786776626534,0.9816432739090856
0.1,200,6400,16,0.02,512,0,matched_static,0.023227486515752738,0.021798786776626534,0.9384909883315499
0.1,200,6400,16,0.02,512,1,static_0.00,0.057445419431517736,0.025286466927219652,0.4401824754254662
0.1,200,6400,16,0.02,512,1,static_0.25,0.028027653482453584,0.025286466927219652,0.9021970727249777
0.1,200,6400,16,0.02,512,1,static_0.50,0.025286466927219652,0.025286466927219652,1.0
0.1,200,6400,16,0.02,512,1,static_0.75,0.027726834053539935,0.025286466927219652,0.9119853668973534
0.1,200,6400,16,0.02,512,1,static_1.00,0.049436414576648643,0.025286466927219652,0.5114947583428461
0.1,200,6400,16,0.02,512,1,prepare_AB,0.02810365000058155,0.025286466927219652,0.899757395452064
0.1,200,6400,16,0.02,512,1,prepare_BA,0.02751339406308578,0.025286466927219652,0.919060253680081
0.1,200,6400,16,0.02,512,1,matched_static,0.029579310563893527,0.025286466927219652,0.8548700576573274
0.1,200,6400,16,0.02,512,2,static_0.00,0.077725926030811,0.01938855254189486,0.24944768794660777
0.1,200,6400,16,0.02,512,2,static_0.25,0.03036448434808147,0.01938855254189486,0.6385273110399418
0.1,200,6400,16,0.02,512,2,static_0.50,0.020249950984351547,0.01938855254189486,0.9574617023457317
0.1,200,6400,16,0.02,512,2,static_0.75,0.01938855254189486,0.01938855254189486,1.0
0.1,200,6400,16,0.02,512,2,static_1.00,0.023141465063342352,0.01938855254189486,0.8378273583295138
0.1,200,6400,16,0.02,512,2,prepare_AB,0.022317882218779082,0.01938855254189486,0.8687451771557707
0.1,200,6400,16,0.02,512,2,prepare_BA,0.028506138333853244,0.01938855254189486,0.680153597615481
0.1,200,6400,16,0.02,512,2,matched_static,0.03221055917083837,0.01938855254189486,0.6019315727821379
0.1,200,6400,16,0.02,512,3,static_0.00,0.06449592063802861,0.01671024671950861,0.25908997893512936
0.1,200,6400,16,0.02,512,3,static_0.25,0.026560995520320176,0.01671024671950861,0.6291272744925782
0.1,200,6400,16,0.02,512,3,static_0.50,0.018835688885579297,0.01671024671950861,0.8871587772031032
0.1,200,6400,16,0.02,512,3,static_0.75,0.01671024671950861,0.01671024671950861,1.0
0.1,200,6400,16,0.02,512,3,static_1.00,0.017085660226469224,0.01671024671950861,0.9780275680316397
0.1,200,6400,16,0.02,512,3,prepare_AB,0.01631817486472553,0.01671024671950861,1.02402669771793
0.1,200,6400,16,0.02,512,3,prepare_BA,0.03596555855057897,0.01671024671950861,0.4646180232682528
0.1,200,6400,16,0.02,512,3,matched_static,0.02931137852439978,0.01671024671950861,0.5700941941573453
0.1,200,6400,16,0.02,512,4,static_0.00,0.10011701818936315,0.021252657399292996,0.2122781699220739
0.1,200,6400,16,0.02,512,4,static_0.25,0.027630689054089014,0.021252657399292996,0.769168563175874
0.1,200,6400,16,0.02,512,4,static_0.50,0.021252657399292996,0.021252657399292996,1.0
0.1,200,6400,16,0.02,512,4,static_0.75,0.023619654915606865,0.021252657399292996,0.8997869560427042
0.1,200,6400,16,0.02,512,4,static_1.00,0.057803457396809296,0.021252657399292996,0.36767104177519533
0.1,200,6400,16,0.02,512,4,prepare_AB,0.02356165247408132,0.021252657399292996,0.9020019891504509
0.1,200,6400,16,0.02,512,4,prepare_BA,0.019219606270423212,0.021252657399292996,1.1057800612699553
0.1,200,6400,16,0.02,512,4,matched_static,0.03069038512607479,0.021252657399292996,0.692485848971526
0.1,200,6400,16,0.02,512,5,static_0.00,0.03211702046244651,0.01757695417603699,0.5472784810966262
0.1,200,6400,16,0.02,512,5,static_0.25,0.01757695417603699,0.01757695417603699,1.0
0.1,200,6400,16,0.02,512,5,static_0.50,0.01827167492808186,0.01757695417603699,0.961978266646089
0.1,200,6400,16,0.02,512,5,static_0.75,0.024001536411590974,0.01757695417603699,0.732326209231698
0.1,200,6400,16,0.02,512,5,static_1.00,0.07909690780330685,0.01757695417603699,0.22222049716211714
0.1,200,6400,16,0.02,512,5,prepare_AB,0.023791996190575697,0.01757695417603699,0.7387759326810686
0.1,200,6400,16,0.02,512,5,prepare_BA,0.01589905323042277,0.01757695417603699,1.1055346454469102
0.1,200,6400,16,0.02,512,5,matched_static,0.01756843155021714,0.01757695417603699,1.0004851102271417
0.1,200,6400,16,0.02,512,6,static_0.00,0.03647826861971629,0.020828347499100477,0.5709796075091917
0.1,200,6400,16,0.02,512,6,static_0.25,0.020828347499100477,0.020828347499100477,1.0
0.1,200,6400,16,0.02,512,6,static_0.50,0.021084561398024074,0.020828347499100477,0.9878482699219151
0.1,200,6400,16,0.02,512,6,static_0.75,0.030620473059265504,0.020828347499100477,0.6802098536749415
0.1,200,6400,16,0.02,512,6,static_1.00,0.07953962338112885,0.020828347499100477,0.2618612788659759
0.1,200,6400,16,0.02,512,6,prepare_AB,0.02735015589176106,0.020828347499100477,0.7615440139182093
0.1,200,6400,16,0.02,512,6,prepare_BA,0.019858846224227747,0.020828347499100477,1.048819617410096
0.1,200,6400,16,0.02,512,6,matched_static,0.021441287392138242,0.020828347499100477,0.9714131021226594
0.1,200,6400,16,0.02,512,7,static_0.00,0.02408139843746643,0.016749691095968036,0.6955447848870959
0.1,200,6400,16,0.02,512,7,static_0.25,0.01678103953946805,0.016749691095968036,0.9981319128993001
0.1,200,6400,16,0.02,512,7,static_0.50,0.016749691095968036,0.016749691095968036,1.0
0.1,200,6400,16,0.02,512,7,static_0.75,0.01829549389605288,0.016749691095968036,0.9155090970012928
0.1,200,6400,16,0.02,512,7,static_1.00,0.03569782714988304,0.016749691095968036,0.4692075802160669
0.1,200,6400,16,0.02,512,7,prepare_AB,0.021345376664465218,0.016749691095968036,0.7846987832195127
0.1,200,6400,16,0.02,512,7,prepare_BA,0.01602266739788976,0.016749691095968036,1.0453746982337053
0.1,200,6400,16,0.02,512,7,matched_static,0.017180989647340883,0.016749691095968036,0.9748967573914115
0.1,200,6400,16,0.02,512,8,static_0.00,0.035760742927607475,0.02182312579681325,0.6102537030897556
0.1,200,6400,16,0.02,512,8,static_0.25,0.02182312579681325,0.02182312579681325,1.0
0.1,200,6400,16,0.02,512,8,static_0.50,0.022528863603446112,0.02182312579681325,0.9686740610154473
0.1,200,6400,16,0.02,512,8,static_0.75,0.028952922944959623,0.02182312579681325,0.7537451689523599
0.1,200,6400,16,0.02,512,8,static_1.00,0.07202130955325543,0.02182312579681325,0.30300928894768786
0.1,200,6400,16,0.02,512,8,prepare_AB,0.02527926614192024,0.02182312579681325,0.8632816187897273
0.1,200,6400,16,0.02,512,8,prepare_BA,0.020826582296593597,0.02182312579681325,1.0478495936600527
0.1,200,6400,16,0.02,512,8,matched_static,0.022003763679071663,0.02182312579681325,0.9917905916054615
0.1,200,6400,16,0.02,512,9,static_0.00,0.10661942130042251,0.02379833252065068,0.22320823195610773
0.1,200,6400,16,0.02,512,9,static_0.25,0.031000961381218373,0.02379833252065068,0.7676643387926887
0.1,200,6400,16,0.02,512,9,static_0.50,0.024186278771695276,0.02379833252065068,0.9839600686527024
0.1,200,6400,16,0.02,512,9,static_0.75,0.02379833252065068,0.02379833252065068,1.0
0.1,200,6400,16,0.02,512,9,static_1.00,0.04783561832042347,0.02379833252065068,0.49750234984398556
0.1,200,6400,16,0.02,512,9,prepare_AB,0.023566331373546877,0.02379833252065068,1.0098446017509635
